 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  61,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  1.43882E-15  8.94759E-17  1.17907E-16  1.29778E-15  1.3E-06
   1.25000E+02  1.23918E-15  9.17891E-17  1.22685E-16  1.10117E-15  2.0E-06
   1.50000E+02  1.09527E-15  9.68127E-17  1.32209E-16  9.60153E-16  6.7E-06
   1.75000E+02  9.88283E-16  1.01199E-16  1.38978E-16  8.53405E-16  1.2E-05
   2.00000E+02  9.06288E-16  1.04234E-16  1.41608E-16  7.69328E-16  1.2E-05
   2.50000E+02  7.90148E-16  1.06467E-16  1.37369E-16  6.44543E-16  4.8E-06
   3.00000E+02  7.11604E-16  1.05226E-16  1.26781E-16  5.55700E-16  1.2E-05
   3.50000E+02  6.54088E-16  1.01981E-16  1.14649E-16  4.88994E-16  2.5E-06
   4.00000E+02  6.09324E-16  9.76864E-17  1.03152E-16  4.37001E-16  6.5E-06
   4.50000E+02  5.72910E-16  9.29355E-17  9.30670E-17  3.95303E-16  4.6E-07
   5.00000E+02  5.42320E-16  8.80868E-17  8.45157E-17  3.61097E-16  6.4E-06
   6.00000E+02  4.92952E-16  7.88048E-17  7.13848E-17  3.08261E-16  6.2E-07
   7.00000E+02  4.54147E-16  7.05070E-17  6.21334E-17  2.69304E-16  3.6E-06
   8.00000E+02  4.22381E-16  6.33070E-17  5.53456E-17  2.39355E-16  4.3E-07
   9.00000E+02  3.95353E-16  5.71175E-17  5.01788E-17  2.15596E-16  2.0E-03
   1.00000E+03  3.71485E-16  5.17922E-17  4.60953E-17  1.96277E-16  1.3E-03
   1.25000E+03  3.23927E-16  4.13941E-17  3.86729E-17  1.60747E-16  2.0E-03
   1.50000E+03  2.90496E-16  3.41917E-17  3.36911E-17  1.36185E-16  1.3E-03
   1.75000E+03  2.65430E-16  2.89314E-17  2.99968E-17  1.18161E-16  2.0E-03
   2.00000E+03  2.45710E-16  2.49173E-17  2.70663E-17  1.04382E-16  1.7E-03
   2.50000E+03  2.16221E-16  1.92197E-17  2.26048E-17  8.47102E-17  1.6E-03
   3.00000E+03  1.94830E-16  1.54041E-17  1.93163E-17  7.13416E-17  2.0E-03
   3.50000E+03  1.78357E-16  1.26976E-17  1.67790E-17  6.16625E-17  1.9E-03
   4.00000E+03  1.65145E-16  1.06947E-17  1.47624E-17  5.43288E-17  6.9E-03
   4.50000E+03  1.54237E-16  9.16337E-18  1.31242E-17  4.85790E-17  5.2E-03
   5.00000E+03  1.45031E-16  7.96125E-18  1.17697E-17  4.39493E-17  7.9E-03
   6.00000E+03  1.30243E-16  6.21071E-18  9.67045E-18  3.69515E-17  6.3E-03
   7.00000E+03  1.18794E-16  5.01648E-18  8.13504E-18  3.19046E-17  8.1E-03
   8.00000E+03  1.09599E-16  4.15907E-18  6.97021E-18  2.80916E-17  8.3E-03
   9.00000E+03  1.02010E-16  3.51869E-18  6.06036E-18  2.51092E-17  6.0E-03
   1.00000E+04  9.56116E-17  3.02547E-18  5.33299E-18  2.27125E-17  1.0E-02
   1.25000E+04  8.22559E-17  2.18770E-18  4.03492E-18  1.83739E-17  1.0E-07
   1.50000E+04  7.34137E-17  1.67165E-18  3.18820E-18  1.54640E-17  1.0E-07
   1.75000E+04  6.65760E-17  1.32794E-18  2.59963E-18  1.33765E-17  1.0E-07
   2.00000E+04  6.11011E-17  1.08583E-18  2.17098E-18  1.18055E-17  2.1E-07
   2.50000E+04  5.28274E-17  7.73117E-19  1.59652E-18  9.59712E-18  1.1E-06
   3.00000E+04  4.68294E-17  5.84195E-19  1.23557E-18  8.12361E-18  1.0E-07
   3.50000E+04  4.22563E-17  4.60182E-19  9.91617E-19  7.06694E-18  1.0E-07
   4.00000E+04  3.86413E-17  3.73822E-19  8.17811E-19  6.27320E-18  2.3E-06
   4.50000E+04  3.57046E-17  3.10958E-19  6.88926E-19  5.65517E-18  2.6E-06
   5.00000E+04  3.32676E-17  2.63591E-19  5.90300E-19  5.16033E-18  1.0E-07
