0.0972889	445.714
0.148529	380.515
0.192501	321.406
0.233033	283.18
0.282098	249.502
0.355768	214.105
0.442595	179.888
0.573625	153.558
0.684991	134.581
0.817977	123.04
1.00381	113.684
1.31886	103.942
1.68613	95.5353
2.09763	86.427
2.91062	75.754
4.20749	66.4008
5.91843	59.7586
9.28555	54.6438
13.7943	51.3018
21.6421	47.1591
32.1507	45.2201
49.0835	43.8221
70.9532	42.9166
109.811	42.0317
144.274	41.8179
192.159	41.3865
274.012	41.8358
418.325	42.0692
702.666	42.3065
1132.93	43.2235
1877.2	43.6971
2985.62	45.1179
5014.99	46.5865
15567.9	50.7322
