0.100547	10.9804
0.170581	11.5516
0.261914	11.9143
0.358601	12.3302
0.45105	12.5376
0.537016	12.5625
0.658733	12.4563
0.753667	12.586
0.800335	13.1346
0.884626	14.0489
0.977908	15.1985
1.03351	16.1654
1.0653	16.9494
1.13144	17.8117
1.16608	18.3082
1.26302	18.5429
1.38832	18.3331
1.46633	18.0189
1.5488	17.8094
1.72835	17.887
1.93813	17.7292
2.17333	17.5454
2.37726	17.4924
2.65257	17.3608
3.31935	17.2807
3.91259	17.201
4.82375	17.2517
6.40857	17.2496
8.30486	17.326
10.188	17.3768
12.4981	17.4275
15.3318	17.4521
20.0673	17.5024
27.3359	17.7092
41.9698	17.9674
59.5011	18.3046
85.6274	18.6678
126.345	19.1878
203.942	19.9162
302.451	20.6191
