0.119009	9.84504
0.127548	13.8111
0.146459	19.9881
0.164904	30.4755
0.181146	44.1084
0.204991	75.4171
0.219687	100.429
0.238946	137.261
0.257327	174.41
0.270344	193.547
0.2854	200.719
0.30575	190.511
0.318003	174.354
0.335631	143.777
0.35949	113.129
0.385041	88.0909
0.418502	62.4535
0.459385	45.4452
0.506754	33.2414
0.564546	24.569
0.619765	19.8412
0.650942	17.147
0.673708	15.7749
0.71464	14.3617
0.784767	15.2065
0.832651	17.4107
0.892209	20.1427
0.994435	23.3021
1.09209	26.128
1.19349	30.5437
1.28515	34.9701
1.36351	38.4044
1.43948	40.6661
1.5421	38.1978
1.63581	35.14
1.71824	32.8366
1.80484	30.8444
2.0112	29.274
2.24134	29.8855
2.40136	30.8312
2.57274	30.989
2.82495	30.188
3.24239	29.101
4.06632	27.6144
5.2012	26.8945
7.37724	25.3833
9.96126	24.5911
13.8539	24.3242
19.0788	23.8111
27.1957	23.4294
39.7321	23.1734
59.2034	23.4021
76.1024	23.3932
