0.0998018	107.317
0.115516	98.8897
0.286007	92.4492
0.361398	74.0974
0.402306	68.9392
0.434936	63.2211
0.450032	49.467
0.51584	40.8085
0.591271	36.0108
0.645491	34.485
0.681044	34.1548
0.72914	35.155
0.761838	39.8386
0.78828	41.203
0.835762	39.8386
0.925841	44.714
0.981609	48.7583
1.03568	51.4078
1.08212	47.8291
1.1642	40.2238
1.22833	33.6655
1.3215	30.2847
1.42868	31.7772
1.52214	33.0239
1.62171	33.8278
1.78777	32.3945
1.93277	30.1394
2.16206	29.7076
2.45417	28.3124
3.02642	26.5961
3.76867	26.215
4.92736	24.8639
7.20656	23.5824
9.42225	22.6922
12.6848	21.9408
16.9939	21.2143
21.369	20.9103
29.3346	20.6107
43.1132	20.2179
68.5032	20.2179
99.218	20.3154
153.105	20.7101
236.259	21.0111
369.947	21.7307
