0.0998018	107.317
0.115516	98.8897
0.145966	80.4116
0.191777	60.5424
0.265842	45.364
0.32783	37.6041
0.379449	32.7077
0.428623	32.0844
0.447844	28.7239
0.461135	24.3901
0.500973	21.0111
0.571438	18.1876
0.633028	16.0494
0.674437	14.9321
0.708125	14.0269
0.754447	15.8194
0.784447	18.541
0.843949	20.3154
0.939479	21.3166
1.04074	21.2143
1.11423	18.3634
1.20461	15.3694
1.27096	12.7403
1.3215	10.4598
1.47827	8.67059
1.73624	8.62898
1.88624	8.02828
2.18324	6.98293
2.58935	5.8444
3.41862	4.84466
4.09425	4.33724
4.99994	3.97749
6.3798	3.68284
8.974	3.39365
13.8479	3.00912
23.7878	2.60474
40.0735	2.4351
61.8382	2.42341
96.3584	2.45864
165.523	2.54284
