0.131975	21.8134
0.155279	17.8671
0.17303	17.866
0.184425	20.685
0.204411	29.1161
0.217846	37.1699
0.235615	47.4511
0.247437	57.6891
0.262445	65.1802
0.279754	70.1329
0.30269	65.9756
0.31958	57.2127
0.342453	47.056
0.368792	37.1584
0.415142	29.104
0.433971	27.3793
0.458131	26.1795
0.50301	26.7164
0.549544	28.5129
0.603317	31.5657
0.649403	36.6952
0.672076	40.4604
0.688765	42.8327
0.70935	45.3439
0.759948	44.6097
0.786698	39.4805
0.802399	36.9906
0.838754	36.0971
0.876688	37.4432
0.907287	41.6226
0.93435	46.0808
0.962221	51.0164
0.981235	55.7955
1.0056	59.3078
1.04605	55.5667
1.06695	51.2214
1.11551	42.6466
1.14905	39.3114
1.21903	36.9815
1.29957	36.3829
1.38539	36.8285
1.46969	35.9387
1.61377	34.7852
1.76319	35.0678
1.9264	36.0795
2.09443	36.3727
2.33395	35.205
2.81402	32.8475
3.37603	31.6625
4.36058	30.1484
6.15386	28.4725
8.81378	26.8896
11.6102	26.0238
16.0649	25.2879
23.4647	24.9754
32.4673	24.7681
46.7277	24.3629
70.6425	24.1595
99.1977	24.1547
130.023	24.2493
175.534	24.344
217.957	24.64
284.285	24.7366
401.16	25.1376
518.107	25.5465
