 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  43,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  8.81989E-16  1.56271E-16  2.36442E-16  8.14661E-16  1.9E-06
   1.25000E+02  7.73572E-16  1.42471E-16  2.08992E-16  6.99155E-16  4.5E-06
   1.50000E+02  6.95831E-16  1.35519E-16  1.86008E-16  6.14779E-16  7.6E-06
   1.75000E+02  6.36250E-16  1.29987E-16  1.65875E-16  5.50196E-16  5.3E-06
   2.00000E+02  5.88581E-16  1.24563E-16  1.48500E-16  4.99063E-16  1.4E-06
   2.50000E+02  5.16593E-16  1.13617E-16  1.21268E-16  4.22858E-16  1.9E-06
   3.00000E+02  4.64739E-16  1.03101E-16  1.01810E-16  3.68439E-16  3.2E-06
   3.50000E+02  4.25596E-16  9.35872E-17  8.76825E-17  3.27315E-16  3.7E-06
   4.00000E+02  3.95661E-16  8.55248E-17  7.73957E-17  2.94542E-16  2.0E-06
   4.50000E+02  3.72026E-16  7.86811E-17  6.97011E-17  2.67688E-16  5.3E-07
   5.00000E+02  3.52618E-16  7.27280E-17  6.37291E-17  2.45337E-16  1.7E-06
   6.00000E+02  3.22009E-16  6.28062E-17  5.50390E-17  2.10322E-16  3.5E-06
   7.00000E+02  2.98271E-16  5.48718E-17  4.89207E-17  1.84177E-16  1.9E-06
   8.00000E+02  2.77833E-16  4.84346E-17  4.42916E-17  1.63906E-16  5.1E-06
   9.00000E+02  2.60824E-16  4.31328E-17  4.06393E-17  1.47734E-16  5.8E-06
   1.00000E+03  2.46572E-16  3.87115E-17  3.76416E-17  1.34526E-16  3.5E-06
   1.25000E+03  2.18892E-16  3.03833E-17  3.19215E-17  1.10109E-16  7.6E-04
   1.50000E+03  1.98419E-16  2.46237E-17  2.77270E-17  9.33331E-17  1.7E-03
   1.75000E+03  1.82418E-16  2.04534E-17  2.44516E-17  8.10822E-17  1.9E-03
   2.00000E+03  1.69447E-16  1.73225E-17  2.17994E-17  7.17356E-17  1.3E-03
   2.50000E+03  1.49470E-16  1.29847E-17  1.77463E-17  5.84045E-17  2.1E-03
   3.00000E+03  1.34671E-16  1.01882E-17  1.48292E-17  4.93061E-17  2.2E-03
   3.50000E+03  1.23164E-16  8.27262E-18  1.26515E-17  4.26762E-17  2.1E-03
   4.00000E+03  1.13876E-16  6.88828E-18  1.09649E-17  3.76323E-17  2.2E-03
   4.50000E+03  1.06170E-16  5.84786E-18  9.62316E-18  3.36668E-17  2.8E-03
   5.00000E+03  9.96426E-17  5.04210E-18  8.53351E-18  3.04675E-17  5.5E-03
   6.00000E+03  8.91153E-17  3.88585E-18  6.87990E-18  2.56230E-17  5.8E-03
   7.00000E+03  8.09316E-17  3.10595E-18  5.69401E-18  2.21283E-17  9.1E-03
