 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  66,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  1.30145E-15  7.25323E-17  1.10510E-16  1.18072E-15  6.1E-06
   1.25000E+02  1.12638E-15  6.77067E-17  9.84542E-17  1.00064E-15  2.7E-06
   1.50000E+02  9.97165E-16  6.97633E-17  1.00451E-16  8.71707E-16  7.4E-06
   1.75000E+02  8.98753E-16  7.40477E-17  1.06561E-16  7.74355E-16  8.3E-07
   2.00000E+02  8.22030E-16  7.84604E-17  1.12325E-16  6.97927E-16  6.7E-07
   2.50000E+02  7.10889E-16  8.51561E-17  1.17725E-16  5.84968E-16  3.5E-06
   3.00000E+02  6.34723E-16  8.84491E-17  1.15502E-16  5.04911E-16  3.0E-06
   3.50000E+02  5.79205E-16  8.91125E-17  1.08934E-16  4.44857E-16  7.2E-07
   4.00000E+02  5.36661E-16  8.80040E-17  1.00663E-16  3.97999E-16  1.3E-06
   4.50000E+02  5.02687E-16  8.57912E-17  9.22240E-17  3.60356E-16  1.0E-06
   5.00000E+02  4.74658E-16  8.29382E-17  8.43648E-17  3.29421E-16  4.4E-07
   6.00000E+02  4.30403E-16  7.64301E-17  7.12958E-17  2.81544E-16  5.7E-06
   7.00000E+02  3.96353E-16  6.98385E-17  6.16183E-17  2.46159E-16  1.1E-06
   8.00000E+02  3.68813E-16  6.36984E-17  5.44647E-17  2.18909E-16  9.5E-07
   9.00000E+02  3.45537E-16  5.81884E-17  4.90976E-17  1.97252E-16  4.3E-06
   1.00000E+03  3.25123E-16  5.33036E-17  4.49656E-17  1.79616E-16  7.4E-07
   1.25000E+03  2.84364E-16  4.34361E-17  3.78023E-17  1.47125E-16  1.1E-03
   1.50000E+03  2.55274E-16  3.60988E-17  3.30046E-17  1.24896E-16  1.1E-03
   1.75000E+03  2.33323E-16  3.05822E-17  2.94391E-17  1.08651E-16  1.2E-03
   2.00000E+03  2.16167E-16  2.64112E-17  2.66888E-17  9.61427E-17  1.7E-03
   2.50000E+03  1.90666E-16  2.05002E-17  2.25465E-17  7.81807E-17  9.0E-04
   3.00000E+03  1.72262E-16  1.65247E-17  1.94745E-17  6.59182E-17  1.5E-03
   3.50000E+03  1.58120E-16  1.36879E-17  1.70719E-17  5.70171E-17  2.0E-03
   4.00000E+03  1.46786E-16  1.15767E-17  1.51359E-17  5.02619E-17  2.8E-03
   4.50000E+03  1.37424E-16  9.95455E-18  1.35441E-17  4.49595E-17  5.3E-03
   5.00000E+03  1.29516E-16  8.67581E-18  1.22145E-17  4.06863E-17  6.3E-03
   6.00000E+03  1.16789E-16  6.80357E-18  1.01273E-17  3.42225E-17  4.9E-03
   7.00000E+03  1.06905E-16  5.51298E-18  8.57332E-18  2.95637E-17  5.7E-03
   8.00000E+03  9.89449E-17  4.58268E-18  7.38295E-18  2.60411E-17  4.5E-03
   9.00000E+03  9.23603E-17  3.88605E-18  6.44660E-18  2.32838E-17  8.0E-03
   1.00000E+04  8.67970E-17  3.34825E-18  5.69366E-18  2.10666E-17  4.5E-03
   1.25000E+04  7.51645E-17  2.43166E-18  4.33958E-18  1.70503E-17  4.1E-07
   1.50000E+04  6.74059E-17  1.86460E-18  3.44837E-18  1.43543E-17  1.0E-07
   1.75000E+04  6.13797E-17  1.48562E-18  2.82470E-18  1.24192E-17  1.0E-07
   2.00000E+04  5.65344E-17  1.21790E-18  2.36808E-18  1.09626E-17  1.1E-07
   2.50000E+04  4.91715E-17  8.70674E-19  1.75208E-18  8.91508E-18  6.1E-07
   3.00000E+04  4.37978E-17  6.60043E-19  1.36245E-18  7.54683E-18  1.0E-07
   3.50000E+04  3.96772E-17  5.21380E-19  1.09781E-18  6.56607E-18  1.0E-07
   4.00000E+04  3.64039E-17  4.24575E-19  9.08497E-19  5.82917E-18  1.9E-06
   4.50000E+04  3.37336E-17  3.53948E-19  7.67622E-19  5.25530E-18  1.0E-07
   5.00000E+04  3.15093E-17  3.00623E-19  6.59489E-19  4.79575E-18  3.1E-06
   6.00000E+04  2.80071E-17  2.26391E-19  5.06006E-19  4.10591E-18  2.7E-06
   7.00000E+04  2.53676E-17  1.77985E-19  4.03725E-19  3.61287E-18  6.0E-06
   8.00000E+04  2.33027E-17  1.44449E-19  3.31635E-19  3.24303E-18  2.1E-05
   9.00000E+04  2.16410E-17  1.20136E-19  2.78629E-19  2.95536E-18  6.0E-05
   1.00000E+05  2.02737E-17  1.01876E-19  2.38342E-19  2.72520E-18  1.5E-04
   1.25000E+05  1.77211E-17  7.18769E-20  1.71100E-19  2.31015E-18  8.0E-04
   1.50000E+05  1.59494E-17  5.41016E-20  1.30491E-19  2.03078E-18  2.8E-03
   1.75000E+05  1.46481E-17  4.25917E-20  1.03809E-19  1.82618E-18  7.5E-03
   2.00000E+05  1.36527E-17  3.46536E-20  8.51889E-20  1.66551E-18  1.5E-02
   2.50000E+05  1.22331E-17  2.46068E-20  6.13058E-20  1.49493E-18  5.3E-06
   3.00000E+05  1.12729E-17  1.86450E-20  4.69232E-20  1.36169E-18  6.5E-06
   3.50000E+05  1.05833E-17  1.47700E-20  3.74676E-20  1.26779E-18  1.0E-07
   4.00000E+05  1.00662E-17  1.20839E-20  3.08522E-20  1.19835E-18  2.0E-07
   4.50000E+05  9.66574E-18  1.01304E-20  2.60040E-20  1.14508E-18  6.2E-07
   5.00000E+05  9.34754E-18  8.65613E-21  2.23212E-20  1.10340E-18  1.0E-07
   6.00000E+05  8.87670E-18  6.59801E-21  1.71396E-20  1.04208E-18  1.0E-07
   7.00000E+05  8.54801E-18  5.24568E-21  1.37047E-20  9.99720E-19  1.0E-07
   8.00000E+05  8.30782E-18  4.29930E-21  1.12839E-20  9.69000E-19  1.0E-07
   9.00000E+05  8.12611E-18  3.60552E-21  9.49904E-21  9.45896E-19  1.0E-07
   1.00000E+06  7.98483E-18  3.07850E-21  8.13666E-21  9.28018E-19  1.0E-07
   1.25000E+06  7.75852E-18  2.21721E-21  5.89527E-21  0.00000E+00  1.0E-07
   1.50000E+06  7.63461E-18  1.67855E-21  4.48538E-21  0.00000E+00  1.0E-05
   1.75000E+06  7.52340E-18  1.32137E-21  3.54362E-21  0.00000E+00  1.0E-05
   2.00000E+06  7.44496E-18  1.07145E-21  2.88193E-21  0.00000E+00  1.0E-05
   2.50000E+06  7.34361E-18  7.50718E-22  2.02875E-21  0.00000E+00  1.0E-05
   3.00000E+06  7.28349E-18  5.58400E-22  1.51457E-21  0.00000E+00  1.0E-05
   3.50000E+06  7.24420E-18  4.33134E-22  1.17836E-21  0.00000E+00  1.0E-05
   4.00000E+06  7.21916E-18  3.46603E-22  9.45384E-22  0.00000E+00  1.0E-05
   4.50000E+06  7.19662E-18  2.84126E-22  7.76733E-22  0.00000E+00  1.0E-05
   5.00000E+06  7.19785E-18  2.37505E-22  6.50623E-22  0.00000E+00  1.0E-05
   6.00000E+06  7.16829E-18  1.73424E-22  4.76774E-22  0.00000E+00  1.0E-05
   7.00000E+06  7.15568E-18  1.32487E-22  3.65370E-22  0.00000E+00  1.0E-05
   8.00000E+06  7.14827E-18  1.04659E-22  2.89440E-22  0.00000E+00  1.0E-05
   9.00000E+06  7.14269E-18  8.48430E-23  2.35247E-22  0.00000E+00  1.0E-05
   1.00000E+07  7.13796E-18  7.02113E-23  1.95151E-22  0.00000E+00  1.0E-05
   1.25000E+07  7.13261E-18  4.68082E-23  1.30828E-22  0.00000E+00  1.0E-05
   1.50000E+07  7.12964E-18  3.34545E-23  9.39779E-23  0.00000E+00  1.0E-05
   1.75000E+07  7.12771E-18  2.51033E-23  7.08484E-23  0.00000E+00  1.0E-05
   2.00000E+07  7.12588E-18  1.95285E-23  5.53556E-23  0.00000E+00  1.0E-05
   2.50000E+07  7.12284E-18  1.27743E-23  3.64969E-23  0.00000E+00  1.0E-05
   3.00000E+07  7.12168E-18  8.99316E-24  2.58712E-23  0.00000E+00  1.0E-05
   3.50000E+07  7.11871E-18  6.66613E-24  1.92906E-23  0.00000E+00  1.0E-05
   4.00000E+07  7.11717E-18  5.13449E-24  1.49332E-23  0.00000E+00  1.0E-05
   4.50000E+07  7.11900E-18  4.07383E-24  1.18985E-23  0.00000E+00  1.0E-05
   5.00000E+07  7.11442E-18  3.30965E-24  9.70069E-24  0.00000E+00  1.0E-05
   6.00000E+07  7.11512E-18  2.30737E-24  6.79944E-24  0.00000E+00  1.0E-05
   7.00000E+07  7.11831E-18  1.69918E-24  5.02611E-24  0.00000E+00  1.0E-05
   8.00000E+07  7.11782E-18  1.30281E-24  3.86411E-24  0.00000E+00  1.0E-05
   9.00000E+07  7.11758E-18  1.03034E-24  3.06212E-24  0.00000E+00  1.0E-05
   1.00000E+08  7.11830E-18  8.35101E-25  2.48570E-24  0.00000E+00  1.0E-05
   1.25000E+08  7.11839E-18  5.34863E-25  1.59609E-24  0.00000E+00  1.0E-05
   1.50000E+08  7.11918E-18  3.71531E-25  1.11035E-24  0.00000E+00  1.0E-05
   1.75000E+08  7.11941E-18  2.72973E-25  8.16573E-25  0.00000E+00  1.0E-05
   2.00000E+08  7.11965E-18  2.08981E-25  6.25543E-25  0.00000E+00  1.0E-05
   2.50000E+08  7.11851E-18  1.33709E-25  4.00541E-25  0.00000E+00  2.8E-05
   3.00000E+08  7.11655E-18  9.28233E-26  2.78184E-25  0.00000E+00  8.3E-05
   3.50000E+08  7.11398E-18  6.81741E-26  2.04367E-25  0.00000E+00  7.7E-05
   4.00000E+08  7.11125E-18  5.21810E-26  1.56451E-25  0.00000E+00  1.0E+00
   4.50000E+08  7.11052E-18  4.12180E-26  1.23596E-25  0.00000E+00  1.0E+00
   5.00000E+08  7.10352E-18  3.33779E-26  1.00096E-25  0.00000E+00  1.0E+00
   6.00000E+08  7.09544E-18  2.31686E-26  6.94873E-26  0.00000E+00  1.0E+00
   7.00000E+08  7.08538E-18  1.70156E-26  5.10370E-26  0.00000E+00  1.0E+00
   8.00000E+08  7.06585E-18  1.30232E-26  3.90638E-26  0.00000E+00  1.0E+00
   9.00000E+08  7.04121E-18  1.02873E-26  3.08583E-26  0.00000E+00  1.0E+00
   1.00000E+09  7.01150E-18  8.33143E-27  2.49919E-26  0.00000E+00  1.0E+00
