 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  86,   projectile: positron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  3.72050E-16  6.58530E-17  1.03238E-16  6.20930E-16  1.2E-05
   1.25000E+02  3.62300E-16  5.99877E-17  9.71863E-17  5.45739E-16  1.3E-05
   1.50000E+02  3.54690E-16  5.60033E-17  9.25683E-17  4.87837E-16  3.8E-06
   1.75000E+02  3.48241E-16  5.27050E-17  8.84532E-17  4.41705E-16  1.2E-05
   2.00000E+02  3.42614E-16  4.98721E-17  8.47141E-17  4.04048E-16  1.6E-05
   2.50000E+02  3.32813E-16  4.51750E-17  7.81075E-17  3.46130E-16  6.2E-06
   3.00000E+02  3.24178E-16  4.13801E-17  7.24476E-17  3.03562E-16  9.2E-06
   3.50000E+02  3.16269E-16  3.82172E-17  6.75549E-17  2.70862E-16  4.2E-06
   4.00000E+02  3.08900E-16  3.55178E-17  6.32821E-17  2.44910E-16  1.2E-05
   4.50000E+02  3.02007E-16  3.31878E-17  5.95341E-17  2.23765E-16  1.7E-05
   5.00000E+02  2.95522E-16  3.11449E-17  5.62110E-17  2.06192E-16  1.3E-05
   6.00000E+02  2.83733E-16  2.77495E-17  5.06243E-17  1.78542E-16  2.4E-05
   7.00000E+02  2.73244E-16  2.50253E-17  4.60855E-17  1.57739E-16  1.1E-05
   8.00000E+02  2.63880E-16  2.27982E-17  4.23343E-17  1.41451E-16  1.8E-05
   9.00000E+02  2.55470E-16  2.09463E-17  3.91824E-17  1.28313E-16  1.7E-03
   1.00000E+03  2.47861E-16  1.93827E-17  3.64937E-17  1.17470E-16  2.4E-03
   1.25000E+03  2.31614E-16  1.63705E-17  3.12261E-17  9.70929E-17  1.7E-03
   1.50000E+03  2.18287E-16  1.41989E-17  2.73413E-17  8.28147E-17  2.2E-03
   1.75000E+03  2.07020E-16  1.25458E-17  2.43307E-17  7.22483E-17  1.4E-03
   2.00000E+03  1.97292E-16  1.12385E-17  2.19174E-17  6.41130E-17  1.1E-03
   2.50000E+03  1.81182E-16  9.29229E-18  1.82779E-17  5.24073E-17  9.8E-04
   3.00000E+03  1.68258E-16  7.90635E-18  1.56610E-17  4.43852E-17  1.1E-03
   3.50000E+03  1.57577E-16  6.86542E-18  1.36877E-17  3.85390E-17  9.9E-04
   4.00000E+03  1.48553E-16  6.05320E-18  1.21451E-17  3.40851E-17  4.2E-03
   4.50000E+03  1.40799E-16  5.40073E-18  1.09041E-17  3.05771E-17  3.4E-03
   5.00000E+03  1.34045E-16  4.86529E-18  9.88372E-18  2.77396E-17  4.2E-03
   6.00000E+03  1.22804E-16  4.03932E-18  8.30300E-18  2.34258E-17  3.5E-03
   7.00000E+03  1.13782E-16  3.43455E-18  7.13631E-18  2.02927E-17  3.9E-03
   8.00000E+03  1.06342E-16  2.97458E-18  6.24017E-18  1.79099E-17  3.8E-03
   9.00000E+03  1.00073E-16  2.61388E-18  5.53013E-18  1.60355E-17  3.1E-03
   1.00000E+04  9.47004E-17  2.32355E-18  4.95291E-18  1.45232E-17  4.1E-03
   1.25000E+04  8.44774E-17  1.79783E-18  3.89244E-18  1.17748E-17  2.0E-07
   1.50000E+04  7.63826E-17  1.44712E-18  3.17212E-18  9.92424E-18  1.5E-07
