 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   1,   projectile: positron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  1.48856E-17  2.66529E-18  5.16215E-18  1.21423E-16  1.5E-06
   1.25000E+02  1.28449E-17  2.27452E-18  4.54556E-18  1.01955E-16  2.1E-04
   1.50000E+02  1.13379E-17  1.92056E-18  3.91952E-18  8.78234E-17  1.8E-04
   1.75000E+02  1.01657E-17  1.63191E-18  3.38378E-18  7.71059E-17  7.9E-05
   2.00000E+02  9.22571E-18  1.40056E-18  2.94119E-18  6.87046E-17  1.8E-05
   2.50000E+02  7.80585E-18  1.06284E-18  2.27532E-18  5.63930E-17  1.2E-04
   3.00000E+02  6.77866E-18  8.34373E-19  1.81221E-18  4.78146E-17  1.9E-04
   3.50000E+02  5.99789E-18  6.73100E-19  1.47918E-18  4.14995E-17  1.2E-04
   4.00000E+02  5.38285E-18  5.55154E-19  1.23191E-18  3.66579E-17  4.0E-05
   4.50000E+02  4.88493E-18  4.66257E-19  1.04316E-18  3.28285E-17  1.0E-04
   5.00000E+02  4.47311E-18  3.97524E-19  8.95717E-19  2.97243E-17  1.6E-04
   6.00000E+02  3.83086E-18  2.99620E-19  6.83161E-19  2.49992E-17  1.3E-04
   7.00000E+02  3.35234E-18  2.34518E-19  5.39802E-19  2.15727E-17  3.2E-04
   8.00000E+02  2.98160E-18  1.88933E-19  4.38309E-19  1.89742E-17  3.7E-05
   9.00000E+02  2.68570E-18  1.55719E-19  3.63670E-19  1.69359E-17  1.8E-04
   1.00000E+03  2.44393E-18  1.30732E-19  3.07068E-19  1.52943E-17  7.2E-05
   1.25000E+03  1.99663E-18  8.97736E-20  2.13311E-19  1.23144E-17  1.2E-04
   1.50000E+03  1.68911E-18  6.57205E-20  1.57542E-19  1.03097E-17  5.7E-03
   1.75000E+03  1.46451E-18  5.03415E-20  1.21531E-19  8.86868E-18  9.5E-03
   2.00000E+03  1.29319E-18  3.98859E-20  9.68528E-20  7.78284E-18  9.2E-03
   2.50000E+03  1.04892E-18  2.69385E-20  6.60184E-20  6.25524E-18  6.1E-03
   3.00000E+03  8.83025E-19  1.94946E-20  4.81138E-20  5.23189E-18  7.2E-03
   3.50000E+03  7.62932E-19  1.48059E-20  3.67492E-20  4.49844E-18  8.0E-03
   4.00000E+03  6.71941E-19  1.16538E-20  2.90617E-20  3.94696E-18  1.0E-02
   4.50000E+03  6.00599E-19  9.42851E-21  2.36063E-20  3.51718E-18  7.2E-03
   5.00000E+03  5.43152E-19  7.79637E-21  1.95875E-20  3.17280E-18  7.5E-03
