 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  85,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  7.64391E-16  1.96403E-16  2.81511E-16  7.33167E-16  2.1E-06
   1.25000E+02  7.60551E-16  1.51479E-16  2.48112E-16  6.43497E-16  1.2E-05
   1.50000E+02  7.41243E-16  1.22529E-16  2.14045E-16  5.74467E-16  2.2E-05
   1.75000E+02  7.13277E-16  1.04240E-16  1.86482E-16  5.19561E-16  1.3E-05
   2.00000E+02  6.82604E-16  9.31254E-17  1.66706E-16  4.74878E-16  3.1E-06
   2.50000E+02  6.24290E-16  8.30939E-17  1.44078E-16  4.06361E-16  1.2E-06
   3.00000E+02  5.74703E-16  8.01883E-17  1.32406E-16  3.56130E-16  3.5E-06
   3.50000E+02  5.33418E-16  7.93261E-17  1.24152E-16  3.17585E-16  3.1E-06
   4.00000E+02  4.98799E-16  7.86936E-17  1.16718E-16  2.87019E-16  1.4E-06
   4.50000E+02  4.69515E-16  7.77665E-17  1.09507E-16  2.62136E-16  5.9E-06
   5.00000E+02  4.44498E-16  7.64496E-17  1.02500E-16  2.41469E-16  8.5E-07
   6.00000E+02  4.04258E-16  7.29438E-17  8.95543E-17  2.09020E-16  2.1E-06
   7.00000E+02  3.73514E-16  6.88524E-17  7.84969E-17  1.84576E-16  4.6E-07
   8.00000E+02  3.49275E-16  6.46607E-17  6.93729E-17  1.65378E-16  8.9E-07
   9.00000E+02  3.29166E-16  6.06257E-17  6.19291E-17  1.49859E-16  7.2E-07
   1.00000E+03  3.12601E-16  5.68378E-17  5.58923E-17  1.37050E-16  3.6E-06
   1.25000E+03  2.81223E-16  4.85619E-17  4.51505E-17  1.13056E-16  2.8E-04
   1.50000E+03  2.58363E-16  4.18735E-17  3.82799E-17  9.63454E-17  4.4E-04
   1.75000E+03  2.40457E-16  3.64821E-17  3.35578E-17  8.40317E-17  4.0E-04
   2.00000E+03  2.25804E-16  3.21043E-17  3.00897E-17  7.45744E-17  2.2E-04
   2.50000E+03  2.02866E-16  2.55205E-17  2.52120E-17  6.09919E-17  2.7E-04
   3.00000E+03  1.85474E-16  2.08753E-17  2.18092E-17  5.16980E-17  2.2E-04
   3.50000E+03  1.71682E-16  1.74576E-17  1.92094E-17  4.49401E-17  4.0E-04
   4.00000E+03  1.60435E-16  1.48894E-17  1.71529E-17  3.97704E-17  3.5E-04
   4.50000E+03  1.51043E-16  1.29085E-17  1.54812E-17  3.56756E-17  3.9E-04
   5.00000E+03  1.43040E-16  1.13374E-17  1.40863E-17  3.23541E-17  1.0E-03
   6.00000E+03  1.30025E-16  9.01438E-18  1.18805E-17  2.72962E-17  1.3E-03
   7.00000E+03  1.19796E-16  7.39171E-18  1.02120E-17  2.36277E-17  8.5E-04
   8.00000E+03  1.11474E-16  6.20375E-18  8.90751E-18  2.08455E-17  1.4E-03
   9.00000E+03  1.04529E-16  5.30256E-18  7.86250E-18  1.86632E-17  1.6E-03
   1.00000E+04  9.86204E-17  4.59948E-18  7.00901E-18  1.69055E-17  1.7E-03
   1.25000E+04  8.65365E-17  3.38494E-18  5.44204E-18  1.37142E-17  1.2E-07
   1.50000E+04  7.80462E-17  2.62384E-18  4.38828E-18  1.15637E-17  1.3E-07
   1.75000E+04  7.14282E-17  2.10998E-18  3.63864E-18  1.00160E-17  2.0E-07
   2.00000E+04  6.60935E-17  1.74379E-18  3.08236E-18  8.84879E-18  2.6E-07
   2.50000E+04  5.79607E-17  1.26376E-18  2.32015E-18  7.20529E-18  3.3E-07
   3.00000E+04  5.19987E-17  9.68698E-19  1.82931E-18  6.10354E-18  1.0E-07
   3.50000E+04  4.74054E-17  7.72335E-19  1.49117E-18  5.31356E-18  1.0E-07
   4.00000E+04  4.37388E-17  6.34009E-19  1.24646E-18  4.71943E-18  1.0E-07
   4.50000E+04  4.07333E-17  5.32323E-19  1.06256E-18  4.25630E-18  1.0E-07
   5.00000E+04  3.82182E-17  4.55053E-19  9.20214E-19  3.88506E-18  2.2E-07
