    100.0        231.2        173.5        151.3    
    125.9        232.5        174.5        152.0    
    158.5        234.3        176.1        152.9    
    199.5        236.2        177.6        153.7    
    251.2        238.1        179.2        154.7    
    316.2        240.0        180.8        155.7    
    398.1        242.0        182.5        156.7    
    501.2        244.0        184.1        157.8    
    631.0        246.0        185.8        158.9    
    794.3        248.1        187.6        160.1    
    1000.        250.2        189.4        161.3    
    1259.        252.3        191.2        162.6    
    1585.        254.5        193.0        164.0    
    1995.        256.7        194.9        165.4    
    2512.        258.9        196.8        166.8    
    3162.        261.2        198.8        168.3    
    3981.        263.5        200.8        169.9    
    5012.        265.8        202.8        171.5    
    6310.        268.2        204.9        173.2    
    7943.        270.6        207.0        175.0    
   1.0000E+04    273.1        209.1        176.8    
   1.2589E+04    275.6        211.3        178.7    
   1.5849E+04    278.0        213.3        180.8    
   1.9953E+04    280.4        215.4        182.9    
   2.5119E+04    282.9        217.5        185.1    
   3.1623E+04    285.4        219.7        187.4    
   3.9811E+04    288.1        222.0        189.7    
   5.0119E+04    290.7        224.3        192.1    
   6.3096E+04    293.5        226.7        194.5    
   7.9433E+04    296.2        229.2        197.0    
   1.0000E+05    299.1        231.8        199.6    
   1.2589E+05    302.0        234.4        202.3    
   1.5849E+05    305.0        237.1        205.0    
   1.9953E+05    308.1        239.9        207.8    
   2.5119E+05    311.2        242.8        210.7    
   3.1623E+05    314.4        245.7        213.7    
   3.9811E+05    317.6        248.8        216.7    
   5.0119E+05    321.0        251.9        219.8    
   6.3096E+05    324.4        255.1        223.1    
   7.9433E+05    327.9        258.5        226.4    
   1.0000E+06    331.4        261.9        229.8    
   1.2589E+06    335.2        265.6        233.5    
   1.5849E+06    339.7        270.2        238.0    
   1.9953E+06    344.2        274.8        242.5    
   2.5119E+06    348.7        279.5        247.1    
   3.1623E+06    353.2        284.2        251.6    
   3.9811E+06    357.8        288.9        256.3    
   5.0119E+06    362.3        293.6        260.9    
   6.3096E+06    366.9        298.4        265.6    
   7.9433E+06    371.5        303.1        270.3    
   1.0000E+07    376.1        307.9        275.0    
   1.2589E+07    380.7        312.7        279.7    
   1.5849E+07    385.3        317.6        284.5    
   1.9953E+07    390.0        322.4        289.3    
   2.5119E+07    394.6        327.2        294.0    
   3.1623E+07    399.3        332.1        298.8    
   3.9811E+07    404.0        337.0        303.6    
   5.0119E+07    408.7        341.8        308.5    
   6.3096E+07    413.4        346.7        313.3    
   7.9433E+07    418.1        351.6        318.1    
   1.0000E+08    422.8        356.5        322.9    
   1.2589E+08    427.4        361.3        327.7    
   1.5849E+08    432.1        365.9        332.4    
   1.9953E+08    436.7        370.6        337.0    
   2.5119E+08    441.4        375.2        341.7    
   3.1623E+08    446.0        379.9        346.4    
   3.9811E+08    450.7        384.6        351.1    
   5.0119E+08    455.3        389.3        355.7    
   6.3096E+08    460.0        394.0        360.4    
   7.9433E+08    464.7        398.8        365.1    
   1.0000E+09    469.4        403.5        369.8    
   1.2589E+09    474.0        408.3        374.5    
   1.5849E+09    478.7        413.0        379.2    
   1.9953E+09    483.4        417.8        383.9    
   2.5119E+09    488.1        422.6        388.5    
   3.1623E+09    492.8        427.4        393.2    
   3.9811E+09    497.4        432.2        397.8    
   5.0119E+09    502.1        437.0        402.5    
   6.3096E+09    506.8        441.8        407.1    
   7.9433E+09    511.4        446.6        411.7    
   1.0000E+10    516.1        451.4        416.3    
   1.2589E+10    520.7        456.2        420.9    
   1.5849E+10    525.4        461.0        425.4    
   1.9953E+10    530.0        465.8        430.0    
   2.5119E+10    534.6        470.6        434.5    
   3.1623E+10    539.2        475.4        439.0    
   3.9811E+10    543.8        480.2        443.4    
   5.0119E+10    548.4        485.0        447.9    
   6.3096E+10    553.0        489.8        452.3    
   7.9433E+10    557.5        494.5        456.6    
   1.0000E+11    562.1        499.3        461.0    
   1.2589E+11    566.6        504.1        465.2    
   1.5849E+11    571.1        508.8        469.5    
   1.9953E+11    575.6        513.5        473.7    
   2.5119E+11    580.0        518.3        477.9    
   3.1623E+11    584.5        523.0        482.0    
   3.9811E+11    588.9        527.6        486.1    
   5.0119E+11    593.3        532.3        490.1    
   6.3096E+11    597.6        537.0        494.1    
   7.9433E+11    602.0        541.6        498.1    
