    10.00        660.7        536.4        484.4    
    12.59        661.2        537.8        485.5    
    15.85        661.8        539.3        486.7    
    19.95        662.6        540.9        488.0    
    25.12        663.6        542.7        489.3    
    31.62        664.7        544.6        490.9    
    39.81        666.0        546.6        492.5    
    50.12        667.5        548.8        494.2    
    63.10        669.1        551.2        496.1    
    79.43        670.9        553.6        498.0    
    100.0        672.8        556.2        500.1    
    125.9        675.4        559.3        502.4    
    158.5        679.0        563.6        504.9    
    199.5        682.8        567.9        507.6    
    251.2        686.5        572.3        510.4    
    316.2        690.4        576.6        513.2    
    398.1        694.2        581.0        516.2    
    501.2        698.2        585.3        519.2    
    631.0        702.1        589.7        522.4    
    794.3        706.1        594.1        525.7    
    1000.        710.2        598.5        529.1    
    1259.        714.3        602.9        532.6    
    1585.        718.4        607.3        536.2    
    1995.        722.6        611.7        539.9    
    2512.        726.8        616.1        543.7    
    3162.        731.1        620.5        547.7    
    3981.        735.4        625.0        551.8    
    5012.        739.8        629.4        556.0    
    6310.        744.3        633.9        560.3    
    7943.        748.7        638.3        564.8    
   1.0000E+04    753.3        642.8        569.3    
   1.2589E+04    757.8        646.9        574.3    
   1.5849E+04    762.0        649.8        580.1    
   1.9953E+04    766.4        652.9        586.1    
   2.5119E+04    770.9        656.1        592.0    
   3.1623E+04    775.4        659.4        598.0    
   3.9811E+04    780.0        663.0        604.1    
   5.0119E+04    784.7        666.7        610.2    
   6.3096E+04    789.6        670.6        616.3    
   7.9433E+04    794.5        674.6        622.5    
   1.0000E+05    799.5        678.8        628.7    
   1.2589E+05    804.6        683.2        635.0    
   1.5849E+05    809.8        687.8        641.4    
   1.9953E+05    815.0        692.5        647.7    
   2.5119E+05    820.4        697.5        654.2    
   3.1623E+05    825.9        702.6        660.6    
   3.9811E+05    831.5        708.0        667.2    
   5.0119E+05    837.2        713.5        673.7    
   6.3096E+05    843.0        719.2        680.3    
   7.9433E+05    849.0        725.2        687.0    
   1.0000E+06    855.0        731.3        693.7    
   1.2589E+06    861.4        738.3        700.5    
   1.5849E+06    868.6        747.5        707.4    
   1.9953E+06    875.9        756.8        714.4    
   2.5119E+06    883.1        766.0        721.5    
   3.1623E+06    890.4        775.2        728.5    
   3.9811E+06    897.8        784.4        735.6    
   5.0119E+06    905.1        793.6        742.7    
   6.3096E+06    912.5        802.7        749.9    
   7.9433E+06    919.9        811.9        757.1    
   1.0000E+07    927.3        821.0        764.3    
   1.2589E+07    934.8        830.0        771.6    
   1.5849E+07    942.2        839.1        778.9    
   1.9953E+07    949.7        848.1        786.2    
   2.5119E+07    957.2        857.0        793.5    
   3.1623E+07    964.7        865.9        800.9    
   3.9811E+07    972.3        874.8        808.3    
   5.0119E+07    979.8        883.6        815.8    
   6.3096E+07    987.4        892.3        823.2    
   7.9433E+07    995.0        901.0        830.7    
   1.0000E+08    1003.        909.7        838.3    
   1.2589E+08    1010.        918.1        845.9    
   1.5849E+08    1018.        926.1        853.9    
   1.9953E+08    1026.        934.0        861.9    
   2.5119E+08    1034.        942.0        869.8    
   3.1623E+08    1042.        949.9        877.8    
   3.9811E+08    1050.        957.7        885.7    
   5.0119E+08    1058.        965.6        893.6    
   6.3096E+08    1066.        973.4        901.5    
   7.9433E+08    1074.        981.1        909.4    
   1.0000E+09    1081.        988.8        917.2    
   1.2589E+09    1089.        996.5        925.1    
   1.5849E+09    1097.        1004.        932.9    
   1.9953E+09    1105.        1012.        940.7    
   2.5119E+09    1112.        1019.        948.4    
   3.1623E+09    1120.        1027.        956.1    
   3.9811E+09    1128.        1034.        963.8    
   5.0119E+09    1135.        1042.        971.5    
   6.3096E+09    1143.        1049.        979.1    
   7.9433E+09    1150.        1056.        986.7    
   1.0000E+10    1158.        1064.        994.2    
   1.2589E+10    1165.        1071.        1002.    
   1.5849E+10    1173.        1078.        1009.    
   1.9953E+10    1180.        1085.        1017.    
   2.5119E+10    1188.        1092.        1024.    
   3.1623E+10    1195.        1099.        1031.    
   3.9811E+10    1202.        1106.        1038.    
   5.0119E+10    1209.        1112.        1046.    
   6.3096E+10    1216.        1119.        1053.    
   7.9433E+10    1224.        1126.        1060.    
   1.0000E+11    1231.        1132.        1067.    
   1.2589E+11    1238.        1139.        1074.    
   1.5849E+11    1245.        1145.        1081.    
   1.9953E+11    1252.        1152.        1088.    
   2.5119E+11    1258.        1158.        1095.    
   3.1623E+11    1265.        1164.        1101.    
   3.9811E+11    1272.        1170.        1108.    
   5.0119E+11    1279.        1176.        1115.    
   6.3096E+11    1285.        1182.        1121.    
   7.9433E+11    1292.        1188.        1128.    
