    10.00        30.34        20.90        17.48    
    12.59        30.39        20.93        17.51    
    15.85        30.46        20.97        17.56    
    19.95        30.54        21.02        17.61    
    25.12        30.64        21.08        17.67    
    31.62        30.75        21.15        17.74    
    39.81        30.88        21.24        17.81    
    50.12        31.02        21.34        17.90    
    63.10        31.19        21.45        17.99    
    79.43        31.37        21.57        18.09    
    100.0        31.56        21.71        18.19    
    125.9        31.81        21.88        18.31    
    158.5        32.16        22.11        18.43    
    199.5        32.51        22.36        18.55    
    251.2        32.88        22.61        18.69    
    316.2        33.25        22.87        18.84    
    398.1        33.64        23.14        18.99    
    501.2        34.03        23.42        19.16    
    631.0        34.44        23.71        19.34    
    794.3        34.85        24.00        19.52    
    1000.        35.28        24.30        19.72    
    1259.        35.71        24.61        19.93    
    1585.        36.16        24.93        20.15    
    1995.        36.61        25.26        20.38    
    2512.        37.08        25.60        20.63    
    3162.        37.56        25.95        20.89    
    3981.        38.06        26.31        21.16    
    5012.        38.56        26.68        21.44    
    6310.        39.08        27.06        21.74    
    7943.        39.61        27.46        22.05    
   1.0000E+04    40.15        27.86        22.38    
   1.2589E+04    40.70        28.27        22.74    
   1.5849E+04    41.24        28.66        23.15    
   1.9953E+04    41.80        29.08        23.57    
   2.5119E+04    42.38        29.50        24.01    
   3.1623E+04    42.97        29.95        24.47    
   3.9811E+04    43.58        30.40        24.93    
   5.0119E+04    44.21        30.88        25.41    
   6.3096E+04    44.86        31.38        25.90    
   7.9433E+04    45.53        31.89        26.41    
   1.0000E+05    46.22        32.42        26.94    
   1.2589E+05    46.93        32.97        27.48    
   1.5849E+05    47.66        33.54        28.04    
   1.9953E+05    48.42        34.13        28.61    
   2.5119E+05    49.19        34.75        29.21    
   3.1623E+05    49.99        35.38        29.82    
   3.9811E+05    50.82        36.04        30.45    
   5.0119E+05    51.67        36.73        31.10    
   6.3096E+05    52.54        37.44        31.77    
   7.9433E+05    53.45        38.17        32.46    
   1.0000E+06    54.38        38.94        33.17    
   1.2589E+06    55.38        39.78        33.94    
   1.5849E+06    56.60        40.82        34.84    
   1.9953E+06    57.82        41.88        35.75    
   2.5119E+06    59.06        42.96        36.69    
   3.1623E+06    60.32        44.06        37.63    
   3.9811E+06    61.59        45.16        38.60    
   5.0119E+06    62.87        46.29        39.57    
   6.3096E+06    64.17        47.43        40.57    
   7.9433E+06    65.48        48.59        41.58    
   1.0000E+07    66.80        49.76        42.60    
   1.2589E+07    68.14        50.94        43.64    
   1.5849E+07    69.49        52.14        44.70    
   1.9953E+07    70.85        53.36        45.77    
   2.5119E+07    72.23        54.58        46.86    
   3.1623E+07    73.61        55.83        47.96    
   3.9811E+07    75.01        57.08        49.08    
   5.0119E+07    76.42        58.35        50.21    
   6.3096E+07    77.84        59.63        51.36    
   7.9433E+07    79.27        60.92        52.52    
   1.0000E+08    80.71        62.22        53.69    
   1.2589E+08    82.16        63.53        54.89    
   1.5849E+08    83.62        64.80        56.15    
   1.9953E+08    85.10        66.09        57.41    
   2.5119E+08    86.58        67.39        58.69    
   3.1623E+08    88.07        68.71        59.97    
   3.9811E+08    89.56        70.03        61.26    
   5.0119E+08    91.06        71.37        62.56    
   6.3096E+08    92.57        72.73        63.87    
   7.9433E+08    94.08        74.09        65.18    
   1.0000E+09    95.60        75.47        66.50    
   1.2589E+09    97.12        76.86        67.82    
   1.5849E+09    98.64        78.26        69.14    
   1.9953E+09    100.2        79.67        70.47    
   2.5119E+09    101.7        81.09        71.81    
   3.1623E+09    103.2        82.52        73.14    
   3.9811E+09    104.8        83.96        74.48    
   5.0119E+09    106.3        85.41        75.81    
   6.3096E+09    107.8        86.87        77.14    
   7.9433E+09    109.4        88.34        78.48    
   1.0000E+10    110.9        89.81        79.80    
   1.2589E+10    112.4        91.30        81.13    
   1.5849E+10    113.9        92.79        82.45    
   1.9953E+10    115.5        94.29        83.77    
   2.5119E+10    117.0        95.79        85.08    
   3.1623E+10    118.5        97.30        86.38    
   3.9811E+10    120.0        98.82        87.67    
   5.0119E+10    121.5        100.3        88.96    
   6.3096E+10    123.0        101.9        90.23    
   7.9433E+10    124.5        103.4        91.49    
   1.0000E+11    126.0        104.9        92.74    
   1.2589E+11    127.4        106.5        93.98    
   1.5849E+11    128.9        108.0        95.20    
   1.9953E+11    130.3        109.6        96.41    
   2.5119E+11    131.8        111.1        97.60    
   3.1623E+11    133.2        112.7        98.78    
   3.9811E+11    134.6        114.2        99.94    
   5.0119E+11    136.0        115.7        101.1    
   6.3096E+11    137.4        117.3        102.2    
   7.9433E+11    138.7        118.8        103.3    
