 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  39,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  1.26979E-15  1.36580E-16  2.22612E-16  1.14093E-15  2.2E-05
   1.25000E+02  1.10174E-15  1.30936E-16  1.94265E-16  9.69872E-16  6.2E-06
   1.50000E+02  9.78777E-16  1.26365E-16  1.71232E-16  8.46290E-16  9.1E-06
   1.75000E+02  8.85268E-16  1.21507E-16  1.52036E-16  7.52447E-16  4.7E-06
   2.00000E+02  8.11766E-16  1.16382E-16  1.35992E-16  6.78505E-16  2.5E-06
   2.50000E+02  7.04436E-16  1.06114E-16  1.11371E-16  5.68668E-16  2.1E-06
   3.00000E+02  6.30437E-16  9.68484E-17  9.41479E-17  4.90025E-16  8.3E-07
   3.50000E+02  5.75781E-16  8.86073E-17  8.17497E-17  4.30761E-16  2.4E-06
   4.00000E+02  5.33122E-16  8.12515E-17  7.25331E-17  3.84505E-16  2.8E-06
   4.50000E+02  4.98472E-16  7.47072E-17  6.54874E-17  3.47385E-16  1.6E-06
   5.00000E+02  4.69469E-16  6.88860E-17  5.99571E-17  3.16933E-16  1.2E-06
   6.00000E+02  4.23021E-16  5.90800E-17  5.18537E-17  2.69911E-16  3.7E-06
   7.00000E+02  3.86824E-16  5.12488E-17  4.61201E-17  2.35266E-16  5.7E-06
   8.00000E+02  3.56926E-16  4.49345E-17  4.17813E-17  2.08658E-16  3.0E-06
   9.00000E+02  3.30870E-16  3.97780E-17  3.83456E-17  1.87564E-16  6.0E-07
   1.00000E+03  3.08995E-16  3.55115E-17  3.55121E-17  1.70425E-16  8.3E-07
   1.25000E+03  2.67533E-16  2.75733E-17  3.00557E-17  1.38938E-16  1.2E-03
   1.50000E+03  2.37888E-16  2.21609E-17  2.60076E-17  1.17451E-16  2.3E-03
   1.75000E+03  2.15382E-16  1.82834E-17  2.28268E-17  1.01834E-16  1.8E-03
