 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  28,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  4.72566E-16  1.27169E-16  1.49886E-16  6.78060E-16  3.9E-06
   1.25000E+02  4.49801E-16  1.29763E-16  1.36030E-16  5.77351E-16  2.8E-06
   1.50000E+02  4.26935E-16  1.27601E-16  1.20328E-16  5.04247E-16  8.5E-06
   1.75000E+02  4.04703E-16  1.22745E-16  1.06040E-16  4.48652E-16  6.1E-06
   2.00000E+02  3.83767E-16  1.16567E-16  9.41541E-17  4.04833E-16  4.4E-06
   2.50000E+02  3.46847E-16  1.03195E-16  7.71534E-17  3.39967E-16  5.3E-07
   3.00000E+02  3.16453E-16  9.07024E-17  6.65304E-17  2.94047E-16  3.5E-05
   3.50000E+02  2.91520E-16  7.99060E-17  5.95761E-17  2.59692E-16  1.3E-06
   4.00000E+02  2.70877E-16  7.08002E-17  5.46654E-17  2.32934E-16  2.0E-06
   4.50000E+02  2.53534E-16  6.31432E-17  5.09093E-17  2.11469E-16  1.5E-06
   5.00000E+02  2.38757E-16  5.66813E-17  4.78448E-17  1.93835E-16  6.2E-07
   6.00000E+02  2.14743E-16  4.64762E-17  4.28464E-17  1.66528E-16  6.2E-06
   7.00000E+02  1.95339E-16  3.89023E-17  3.87432E-17  1.46305E-16  1.1E-06
   8.00000E+02  1.79637E-16  3.31079E-17  3.52450E-17  1.30706E-16  7.8E-07
   9.00000E+02  1.67178E-16  2.86860E-17  3.23298E-17  1.18115E-16  2.9E-06
   1.00000E+03  1.57041E-16  2.52317E-17  2.98685E-17  1.07699E-16  8.0E-04
   1.25000E+03  1.37963E-16  1.91470E-17  2.49824E-17  8.82265E-17  7.6E-04
   1.50000E+03  1.24244E-16  1.51836E-17  2.12956E-17  7.47403E-17  1.5E-03
   1.75000E+03  1.13683E-16  1.24148E-17  1.84141E-17  6.48585E-17  1.5E-03
   2.00000E+03  1.05192E-16  1.03869E-17  1.61116E-17  5.73074E-17  1.8E-03
