 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  12,   projectile: positron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  1.90567E-16  2.26803E-17  4.04704E-17  7.39020E-16  3.1E-05
   1.25000E+02  1.67462E-16  2.12502E-17  3.87390E-17  6.17253E-16  3.2E-05
   1.50000E+02  1.57005E-16  1.97821E-17  3.66807E-17  5.31204E-16  9.0E-06
   1.75000E+02  1.49769E-16  1.83385E-17  3.43529E-17  4.67003E-16  2.8E-05
   2.00000E+02  1.43949E-16  1.70178E-17  3.21013E-17  4.17135E-16  3.8E-05
   2.50000E+02  1.34371E-16  1.47746E-17  2.81480E-17  3.44523E-16  1.4E-05
   3.00000E+02  1.26389E-16  1.29903E-17  2.49481E-17  2.94028E-16  2.1E-05
   3.50000E+02  1.19470E-16  1.15493E-17  2.23476E-17  2.56795E-16  9.4E-06
   4.00000E+02  1.13407E-16  1.03753E-17  2.02190E-17  2.28125E-16  2.9E-05
   4.50000E+02  1.08018E-16  9.39672E-18  1.84394E-17  2.05352E-16  4.0E-05
   5.00000E+02  1.03193E-16  8.56985E-18  1.69308E-17  1.86806E-16  3.1E-05
   6.00000E+02  9.49140E-17  7.25399E-18  1.45162E-17  1.58370E-16  5.8E-05
   7.00000E+02  8.80475E-17  6.25487E-18  1.26665E-17  1.37556E-16  2.6E-05
   8.00000E+02  8.22467E-17  5.47269E-18  1.12040E-17  1.21634E-16  4.3E-05
   9.00000E+02  7.72704E-17  4.84548E-18  1.00190E-17  1.09046E-16  1.4E-02
   1.00000E+03  7.29458E-17  4.33273E-18  9.03996E-18  9.88341E-17  9.3E-03
   1.25000E+03  6.42264E-17  3.38927E-18  7.20673E-18  8.01071E-17  6.3E-03
   1.50000E+03  5.75726E-17  2.74913E-18  5.93292E-18  6.73559E-17  9.0E-03
   1.75000E+03  5.22832E-17  2.28788E-18  4.99688E-18  5.81136E-17  1.3E-02
   2.00000E+03  4.79518E-17  1.94074E-18  4.28115E-18  5.11092E-17  1.1E-02
   2.50000E+03  4.12403E-17  1.45692E-18  3.26509E-18  4.11997E-17  9.6E-03
   3.00000E+03  3.62528E-17  1.14035E-18  2.58671E-18  3.45263E-17  1.1E-02
   3.50000E+03  3.23858E-17  9.20481E-19  2.10810E-18  2.97264E-17  9.7E-03
   4.00000E+03  2.92925E-17  7.60852E-19  1.75624E-18  2.61083E-17  3.0E-02
   4.50000E+03  2.67581E-17  6.40927E-19  1.48918E-18  2.32832E-17  2.2E-02
   5.00000E+03  2.46414E-17  5.48309E-19  1.28117E-18  2.10160E-17  3.2E-02
   6.00000E+03  2.13023E-17  4.16235E-19  9.81555E-19  1.76033E-17  2.4E-02
   7.00000E+03  1.87839E-17  3.28059E-19  7.79311E-19  1.51567E-17  2.9E-02
   8.00000E+03  1.68143E-17  2.66006E-19  6.35753E-19  1.33168E-17  2.9E-02
   9.00000E+03  1.52307E-17  2.20550E-19  5.29846E-19  1.18827E-17  2.1E-02
   1.00000E+04  1.39289E-17  1.86170E-19  4.49270E-19  1.07335E-17  3.3E-02
   1.25000E+04  1.16623E-17  1.29356E-19  3.15060E-19  8.66064E-18  2.9E-06
   1.50000E+04  9.93828E-18  9.56166E-20  2.34583E-19  7.27566E-18  2.4E-06
   1.75000E+04  8.67584E-18  7.38439E-20  1.82257E-19  6.28488E-18  2.5E-06
   2.00000E+04  7.71110E-18  5.89248E-20  1.46180E-19  5.54099E-18  3.4E-06
   2.50000E+04  6.33336E-18  4.02798E-20  1.00770E-19  4.49848E-18  1.0E-07
   3.00000E+04  5.39653E-18  2.94471E-20  7.41697E-20  3.80269E-18  1.7E-07
   3.50000E+04  4.71805E-18  2.25666E-20  5.71634E-20  3.30545E-18  5.5E-07
   4.00000E+04  4.20399E-18  1.79087E-20  4.55871E-20  2.93226E-18  1.4E-06
   4.50000E+04  3.80105E-18  1.46004E-20  3.73261E-20  2.64254E-18  1.0E-07
   5.00000E+04  3.47674E-18  1.21611E-20  3.12096E-20  2.41046E-18  1.0E-07
   6.00000E+04  2.98703E-18  8.86384E-21  2.28995E-20  2.06239E-18  5.9E-06
   7.00000E+04  2.63493E-18  6.78727E-21  1.76336E-20  1.81392E-18  1.1E-07
   8.00000E+04  2.36968E-18  5.38955E-21  1.40708E-20  1.62774E-18  1.9E-05
   9.00000E+04  2.16274E-18  4.40070E-21  1.15387E-20  1.48306E-18  1.2E-05
   1.00000E+05  1.99685E-18  3.67344E-21  9.66906E-21  1.36741E-18  1.7E-05
   1.25000E+05  1.69775E-18  2.51233E-21  6.66713E-21  1.15973E-18  1.4E-04
   1.50000E+05  1.49830E-18  1.84788E-21  4.93658E-21  1.02173E-18  6.4E-04
   1.75000E+05  1.35608E-18  1.42901E-21  3.83900E-21  9.23400E-19  2.1E-03
   2.00000E+05  1.24975E-18  1.14624E-21  3.09411E-21  8.49635E-19  5.6E-03
   2.50000E+05  1.10179E-18  7.96780E-22  2.16771E-21  7.45315E-19  2.4E-02
   3.00000E+05  1.00421E-18  5.94704E-22  1.62796E-21  6.72537E-19  7.0E-02
   3.50000E+05  9.35372E-19  4.65907E-22  1.28178E-21  6.35363E-19  3.1E-05
   4.00000E+05  8.84451E-19  3.77962E-22  1.04415E-21  6.00517E-19  3.1E-05
