 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  65,   projectile: positron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  5.12029E-16  5.63421E-17  8.99337E-17  1.31258E-15  5.5E-05
   1.25000E+02  4.10187E-16  5.11178E-17  8.20175E-17  1.10439E-15  3.5E-05
   1.50000E+02  3.68526E-16  4.74854E-17  7.78188E-17  9.55777E-16  4.9E-06
   1.75000E+02  3.48734E-16  4.48555E-17  7.49439E-17  8.44444E-16  5.8E-06
   2.00000E+02  3.36227E-16  4.24462E-17  7.19797E-17  7.57657E-16  1.2E-05
   2.50000E+02  3.20616E-16  3.82919E-17  6.63448E-17  6.30541E-16  5.6E-05
   3.00000E+02  3.10176E-16  3.49519E-17  6.14638E-17  5.41316E-16  5.0E-05
   3.50000E+02  3.01804E-16  3.22150E-17  5.72703E-17  4.74970E-16  1.4E-05
   4.00000E+02  2.94474E-16  2.99324E-17  5.36560E-17  4.23557E-16  2.9E-05
   4.50000E+02  2.87780E-16  2.79957E-17  5.05134E-17  3.82470E-16  2.9E-05
   5.00000E+02  2.81525E-16  2.63224E-17  4.77476E-17  3.48851E-16  1.5E-05
   6.00000E+02  2.70018E-16  2.35632E-17  4.30962E-17  2.97052E-16  1.6E-05
   7.00000E+02  2.59595E-16  2.13625E-17  3.93204E-17  2.58955E-16  3.7E-06
   8.00000E+02  2.50106E-16  1.95562E-17  3.61885E-17  2.29719E-16  4.0E-06
   9.00000E+02  2.41434E-16  1.80381E-17  3.35408E-17  2.06559E-16  2.2E-05
   1.00000E+03  2.33486E-16  1.67399E-17  3.12692E-17  1.87745E-16  7.7E-03
   1.25000E+03  2.16283E-16  1.41793E-17  2.67782E-17  1.53175E-16  8.8E-03
   1.50000E+03  2.02092E-16  1.22732E-17  2.34299E-17  1.29573E-16  8.6E-03
   1.75000E+03  1.90201E-16  1.08004E-17  2.08350E-17  1.12388E-16  9.4E-03
   2.00000E+03  1.80058E-16  9.62156E-18  1.87487E-17  9.93047E-17  5.6E-03
   2.50000E+03  1.63646E-16  7.86318E-18  1.56044E-17  8.06446E-17  7.1E-03
   3.00000E+03  1.50871E-16  6.62432E-18  1.33480E-17  6.79308E-17  1.1E-02
   3.50000E+03  1.40558E-16  5.70714E-18  1.16443E-17  5.86959E-17  7.0E-03
   4.00000E+03  1.31988E-16  4.99748E-18  1.03022E-17  5.16875E-17  1.9E-02
   4.50000E+03  1.24706E-16  4.43059E-18  9.21353E-18  4.61903E-17  2.5E-02
   5.00000E+03  1.18413E-16  3.96743E-18  8.31229E-18  4.17643E-17  1.7E-02
   6.00000E+03  1.08017E-16  3.25894E-18  6.91150E-18  3.50770E-17  2.4E-02
   7.00000E+03  9.97151E-17  2.74406E-18  5.87680E-18  3.02650E-17  2.4E-02
   8.00000E+03  9.28847E-17  2.35463E-18  5.08485E-18  2.66361E-17  2.2E-02
   9.00000E+03  8.71373E-17  2.05090E-18  4.46156E-18  2.38011E-17  1.5E-02
   1.00000E+04  8.22149E-17  1.80807E-18  3.95956E-18  2.15249E-17  2.2E-02
   1.25000E+04  7.31901E-17  1.37427E-18  3.05329E-18  1.74072E-17  8.4E-07
   1.50000E+04  6.57253E-17  1.09039E-18  2.45193E-18  1.46460E-17  1.0E-07
   1.75000E+04  5.99116E-17  8.92415E-19  2.02728E-18  1.26649E-17  1.0E-07
   2.00000E+04  5.52293E-17  7.47640E-19  1.71331E-18  1.11739E-17  1.2E-07
   2.50000E+04  4.81026E-17  5.52212E-19  1.28373E-18  9.07938E-18  6.9E-07
   3.00000E+04  4.28933E-17  4.28318E-19  1.00716E-18  7.68145E-18  1.0E-07
   3.50000E+04  3.88939E-17  3.44031E-19  8.16651E-19  6.68021E-18  1.0E-07
   4.00000E+04  3.57135E-17  2.83695E-19  6.78882E-19  5.92844E-18  3.9E-06
   4.50000E+04  3.31164E-17  2.38799E-19  5.75483E-19  5.34330E-18  1.0E-07
   5.00000E+04  3.09513E-17  2.04360E-19  4.95575E-19  4.87492E-18  4.3E-06
   6.00000E+04  2.75386E-17  1.55562E-19  3.81304E-19  4.17216E-18  2.4E-06
   7.00000E+04  2.49633E-17  1.23153E-19  3.04585E-19  3.67013E-18  1.1E-05
   8.00000E+04  2.29465E-17  1.00403E-19  2.50240E-19  3.29367E-18  3.8E-05
   9.00000E+04  2.13221E-17  8.37486E-20  2.10144E-19  3.00092E-18  1.1E-04
   1.00000E+05  1.99847E-17  7.11485E-20  1.79601E-19  2.76675E-18  2.5E-04
   1.25000E+05  1.74859E-17  5.02796E-20  1.28525E-19  2.34449E-18  1.3E-03
   1.50000E+05  1.57501E-17  3.78232E-20  9.76658E-20  2.06012E-18  4.5E-03
