 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   6,   projectile: positron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  1.12315E-16  2.01324E-17  3.65294E-17  3.11440E-16  1.8E-05
   1.25000E+02  1.07512E-16  1.75696E-17  3.32149E-17  2.69454E-16  6.6E-06
   1.50000E+02  1.02423E-16  1.54704E-17  3.01153E-17  2.37526E-16  2.1E-05
   1.75000E+02  9.77722E-17  1.37917E-17  2.74469E-17  2.12296E-16  2.7E-05
   2.00000E+02  9.36493E-17  1.24369E-17  2.51699E-17  1.91819E-16  1.8E-05
   2.50000E+02  8.66223E-17  1.03576E-17  2.14650E-17  1.60667E-16  3.4E-05
   3.00000E+02  8.06837E-17  8.79599E-18  1.85427E-17  1.38186E-16  1.5E-05
   3.50000E+02  7.55219E-17  7.57559E-18  1.61815E-17  1.21236E-16  3.9E-05
   4.00000E+02  7.09750E-17  6.60002E-18  1.42488E-17  1.08009E-16  4.2E-05
   4.50000E+02  6.69385E-17  5.80796E-18  1.26497E-17  9.74021E-17  2.5E-05
   5.00000E+02  6.33346E-17  5.15648E-18  1.13136E-17  8.87056E-17  8.4E-06
   6.00000E+02  5.71793E-17  4.15707E-18  9.22747E-18  7.52935E-17  4.6E-05
   7.00000E+02  5.21253E-17  3.43570E-18  7.69263E-18  6.54279E-17  6.1E-05
   8.00000E+02  4.79046E-17  2.89649E-18  6.52902E-18  5.78637E-17  3.1E-05
   9.00000E+02  4.43279E-17  2.48158E-18  5.62422E-18  5.18778E-17  6.7E-05
   1.00000E+03  4.12586E-17  2.15474E-18  4.90537E-18  4.70213E-17  7.3E-05
   1.25000E+03  3.52002E-17  1.58389E-18  3.63728E-18  3.81215E-17  3.5E-03
   1.50000E+03  3.07219E-17  1.22173E-18  2.82414E-18  3.20685E-17  4.9E-03
   1.75000E+03  2.72733E-17  9.75714E-19  2.26763E-18  2.76828E-17  3.9E-03
   2.00000E+03  2.45337E-17  8.00025E-19  1.86791E-18  2.43580E-17  3.8E-03
   2.50000E+03  2.04514E-17  5.69941E-19  1.34096E-18  1.96497E-17  2.3E-03
   3.00000E+03  1.75515E-17  4.29255E-19  1.01633E-18  1.64747E-17  4.7E-03
   3.50000E+03  1.53829E-17  3.36351E-19  8.00635E-19  1.41886E-17  3.8E-03
   4.00000E+03  1.36989E-17  2.71492E-19  6.49258E-19  1.24639E-17  3.1E-03
   4.50000E+03  1.23526E-17  2.24262E-19  5.38518E-19  1.11164E-17  1.2E-02
   5.00000E+03  1.12513E-17  1.88712E-19  4.54822E-19  1.00346E-17  1.3E-02
   6.00000E+03  9.55685E-18  1.39504E-19  3.38377E-19  8.40565E-18  7.7E-03
   7.00000E+03  8.31350E-18  1.07712E-19  2.62677E-19  7.23750E-18  6.6E-03
   8.00000E+03  7.36197E-18  8.59060E-20  2.10478E-19  6.35891E-18  1.3E-02
   9.00000E+03  6.61017E-18  7.02586E-20  1.72847E-19  5.67412E-18  7.1E-03
   1.00000E+04  6.00111E-18  5.86268E-20  1.44759E-19  5.12538E-18  1.0E-02
   1.25000E+04  4.93098E-18  3.98381E-20  9.91248E-20  4.13576E-18  1.4E-06
   1.50000E+04  4.16384E-18  2.89735E-20  7.25382E-20  3.47453E-18  1.5E-06
   1.75000E+04  3.61020E-18  2.21009E-20  5.56180E-20  3.00152E-18  1.4E-06
   2.00000E+04  3.19180E-18  1.74643E-20  4.41445E-20  2.64633E-18  1.8E-06
   2.50000E+04  2.60146E-18  1.17669E-20  2.99607E-20  2.14855E-18  1.8E-06
   3.00000E+04  2.20492E-18  8.51502E-21  2.18086E-20  1.81644E-18  2.1E-06
   3.50000E+04  1.92023E-18  6.47610E-21  1.66684E-20  1.57908E-18  2.2E-06
   4.00000E+04  1.70594E-18  5.10930E-21  1.32064E-20  1.40100E-18  2.8E-06
   4.50000E+04  1.53883E-18  4.14601E-21  1.07566E-20  1.26247E-18  1.0E-07
   5.00000E+04  1.40488E-18  3.44015E-21  8.95509E-21  1.15165E-18  1.0E-07
   6.00000E+04  1.20356E-18  2.49274E-21  6.52644E-21  9.85440E-19  1.6E-07
   7.00000E+04  1.05951E-18  1.90056E-21  5.00036E-21  8.66782E-19  1.0E-07
   8.00000E+04  9.51386E-19  1.50420E-21  3.97437E-21  7.77832E-19  1.0E-07
   9.00000E+04  8.67266E-19  1.22500E-21  3.24885E-21  7.08754E-19  1.0E-07
   1.00000E+05  7.99981E-19  1.02038E-21  2.71529E-21  6.53534E-19  1.0E-07
   1.25000E+05  6.78997E-19  6.95104E-22  1.86299E-21  5.54349E-19  6.0E-06
   1.50000E+05  5.98557E-19  5.09861E-22  1.37451E-21  4.88494E-19  1.1E-05
   1.75000E+05  5.41312E-19  3.93480E-22  1.06599E-21  4.41671E-19  8.0E-06
   2.00000E+05  4.98571E-19  3.15107E-22  8.57278E-22  4.06734E-19  1.5E-05
   2.50000E+05  4.39181E-19  2.18503E-22  5.98582E-22  3.58222E-19  1.2E-04
   3.00000E+05  4.00057E-19  1.62788E-22  4.48395E-22  3.26276E-19  5.6E-04
   3.50000E+05  3.72477E-19  1.27339E-22  3.52311E-22  3.03750E-19  1.9E-03
   4.00000E+05  3.52083E-19  1.03171E-22  2.86496E-22  2.87043E-19  5.2E-03
   4.50000E+05  3.36454E-19  8.58280E-23  2.39076E-22  2.74155E-19  1.2E-02
   5.00000E+05  3.24140E-19  7.28818E-23  2.03553E-22  2.63873E-19  2.5E-02
   6.00000E+05  3.06087E-19  5.50364E-23  1.54374E-22  2.49798E-19  2.7E-05
   7.00000E+05  2.93601E-19  4.34684E-23  1.22333E-22  2.39669E-19  3.0E-05
   8.00000E+05  2.84536E-19  3.54548E-23  1.00046E-22  2.32355E-19  1.2E-07
   9.00000E+05  2.77710E-19  2.96262E-23  8.37803E-23  2.26810E-19  5.0E-07
   1.00000E+06  2.72422E-19  2.52259E-23  7.14659E-23  2.22534E-19  1.0E-07
   1.25000E+06  2.63228E-19  1.79496E-23  5.10268E-23  0.00000E+00  1.1E-04
   1.50000E+06  2.57625E-19  1.35434E-23  3.85963E-23  0.00000E+00  1.2E-04
   1.75000E+06  2.53939E-19  1.06495E-23  3.04061E-23  0.00000E+00  1.3E-04
   2.00000E+06  2.51378E-19  8.63039E-24  2.46778E-23  0.00000E+00  1.3E-04
   2.50000E+06  2.48131E-19  6.04558E-24  1.73254E-23  0.00000E+00  1.4E-04
   3.00000E+06  2.46316E-19  4.49903E-24  1.29144E-23  0.00000E+00  1.4E-04
   3.50000E+06  2.45194E-19  3.49271E-24  1.00386E-23  0.00000E+00  1.4E-04
   4.00000E+06  2.44411E-19  2.79780E-24  8.04962E-24  0.00000E+00  1.5E-04
   4.50000E+06  2.43890E-19  2.29624E-24  6.61232E-24  0.00000E+00  1.5E-04
   5.00000E+06  2.43483E-19  1.92139E-24  5.53699E-24  0.00000E+00  1.5E-04
   6.00000E+06  2.42938E-19  1.40704E-24  4.05973E-24  0.00000E+00  1.5E-04
