 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   7,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  2.83326E-16  1.02303E-16  1.01611E-16  2.42007E-16  1.1E-07
   1.25000E+02  2.42795E-16  7.70498E-17  8.57498E-17  2.16688E-16  1.5E-06
   1.50000E+02  2.14034E-16  6.06428E-17  7.37114E-17  1.96541E-16  1.5E-06
   1.75000E+02  1.92374E-16  4.93048E-17  6.42333E-17  1.80003E-16  1.7E-05
   2.00000E+02  1.75291E-16  4.10591E-17  5.65602E-17  1.66160E-16  4.6E-06
   2.50000E+02  1.50583E-16  3.04330E-17  4.55457E-17  1.43231E-16  1.7E-06
   3.00000E+02  1.33268E-16  2.39549E-17  3.80255E-17  1.25299E-16  3.5E-06
   3.50000E+02  1.20001E-16  1.95314E-17  3.24226E-17  1.11234E-16  2.5E-06
   4.00000E+02  1.09291E-16  1.63122E-17  2.80511E-17  9.99829E-17  1.4E-05
   4.50000E+02  1.00344E-16  1.38687E-17  2.45317E-17  9.07996E-17  7.7E-06
   5.00000E+02  9.28463E-17  1.19644E-17  2.16634E-17  8.31705E-17  4.6E-06
   6.00000E+02  8.09833E-17  9.21276E-18  1.73102E-17  7.12328E-17  4.2E-06
   7.00000E+02  7.19506E-17  7.34363E-18  1.41923E-17  6.23201E-17  1.5E-05
   8.00000E+02  6.48029E-17  6.00843E-18  1.18732E-17  5.54107E-17  1.8E-05
   9.00000E+02  5.89867E-17  5.01773E-18  1.00969E-17  4.98956E-17  1.0E-05
   1.00000E+03  5.41521E-17  4.26038E-18  8.70376E-18  4.53903E-17  3.2E-05
   1.25000E+03  4.49902E-17  2.99160E-18  6.29155E-18  3.70586E-17  8.5E-06
   1.50000E+03  3.85111E-17  2.22658E-18  4.78199E-18  3.13344E-17  1.9E-03
   1.75000E+03  3.36790E-17  1.72758E-18  3.77055E-18  2.71562E-17  1.3E-03
   2.00000E+03  2.99336E-17  1.38299E-18  3.05753E-18  2.39703E-17  1.3E-03
   2.50000E+03  2.45022E-17  9.48947E-19  2.13923E-18  1.94300E-17  2.4E-03
   3.00000E+03  2.07513E-17  6.94844E-19  1.58887E-18  1.63479E-17  2.8E-03
   3.50000E+03  1.80058E-17  5.32860E-19  1.23181E-18  1.41165E-17  1.5E-03
   4.00000E+03  1.59088E-17  4.22911E-19  9.86156E-19  1.24260E-17  2.0E-03
   4.50000E+03  1.42542E-17  3.44605E-19  8.09332E-19  1.11009E-17  3.3E-03
   5.00000E+03  1.29151E-17  2.86724E-19  6.77489E-19  1.00343E-17  1.6E-03
   6.00000E+03  1.08801E-17  2.08268E-19  4.96974E-19  8.42335E-18  8.6E-03
   7.00000E+03  9.40641E-18  1.58722E-19  3.81700E-19  7.26440E-18  5.8E-03
   8.00000E+03  8.28997E-18  1.25326E-19  3.03315E-19  6.39055E-18  7.5E-03
   9.00000E+03  7.41489E-18  1.01689E-19  2.47437E-19  5.70809E-18  7.9E-03
   1.00000E+04  6.71052E-18  8.43122E-20  2.06107E-19  5.16033E-18  7.2E-03
   1.25000E+04  5.39431E-18  5.66241E-20  1.39721E-19  4.17013E-18  1.6E-06
   1.50000E+04  4.54586E-18  4.08663E-20  1.01570E-19  3.50728E-18  2.6E-06
   1.75000E+04  3.93560E-18  3.10042E-20  7.75122E-20  3.03216E-18  2.1E-06
   2.00000E+04  3.47558E-18  2.44024E-20  6.13086E-20  2.67497E-18  2.6E-06
   2.50000E+04  2.82823E-18  1.63534E-20  4.14145E-20  2.17367E-18  3.0E-06
   3.00000E+04  2.39452E-18  1.17943E-20  3.00571E-20  1.83875E-18  3.0E-06
   3.50000E+04  2.08371E-18  8.95016E-21  2.29280E-20  1.59914E-18  3.9E-06
   4.00000E+04  1.85007E-18  7.05036E-21  1.81416E-20  1.41924E-18  4.5E-06
   4.50000E+04  1.66806E-18  5.71491E-21  1.47623E-20  1.27923E-18  4.9E-06
   5.00000E+04  1.52228E-18  4.73825E-21  1.22817E-20  1.16716E-18  4.9E-06
   6.00000E+04  1.30337E-18  3.43003E-21  8.94351E-21  9.99000E-19  1.0E-07
   7.00000E+04  1.14688E-18  2.61388E-21  6.84948E-21  8.78865E-19  1.0E-07
   8.00000E+04  1.02950E-18  2.06830E-21  5.44317E-21  7.88809E-19  2.3E-07
   9.00000E+04  9.38230E-19  1.68429E-21  4.44940E-21  7.18824E-19  1.0E-07
   1.00000E+05  8.65256E-19  1.40300E-21  3.71890E-21  6.62877E-19  1.0E-07
   1.25000E+05  7.34109E-19  9.56065E-22  2.55244E-21  5.62363E-19  1.0E-07
   1.50000E+05  6.46962E-19  7.01593E-22  1.88402E-21  4.95595E-19  1.0E-07
   1.75000E+05  5.84971E-19  5.41705E-22  1.46180E-21  4.48114E-19  1.5E-07
   2.00000E+05  5.38698E-19  4.34007E-22  1.17609E-21  4.12680E-19  2.7E-05
   2.50000E+05  4.74423E-19  3.01197E-22  8.21810E-22  3.63478E-19  3.9E-05
   3.00000E+05  4.32092E-19  2.24546E-22  6.15992E-22  3.31079E-19  2.2E-04
   3.50000E+05  4.02257E-19  1.75744E-22  4.84235E-22  3.08235E-19  8.8E-04
   4.00000E+05  3.80198E-19  1.42451E-22  3.93933E-22  2.91319E-19  2.7E-03
   4.50000E+05  3.63294E-19  1.18546E-22  3.28836E-22  2.78299E-19  6.9E-03
   5.00000E+05  3.49976E-19  1.00693E-22  2.80049E-22  2.67945E-19  1.5E-02
   6.00000E+05  3.30451E-19  7.60670E-23  2.12463E-22  2.52298E-19  5.8E-02
   7.00000E+05  3.16946E-19  6.00929E-23  1.68403E-22  2.40391E-19  1.0E+00
   8.00000E+05  3.07138E-19  4.90238E-23  1.37749E-22  2.35696E-19  5.7E-05
   9.00000E+05  2.99752E-19  4.09682E-23  1.15365E-22  2.30081E-19  1.0E-07
   1.00000E+06  2.94027E-19  3.48848E-23  9.84141E-23  2.25741E-19  2.1E-07
   1.25000E+06  2.84050E-19  2.48240E-23  7.02750E-23  0.00000E+00  1.0E-05
   1.50000E+06  2.77974E-19  1.87290E-23  5.31544E-23  0.00000E+00  1.0E-05
   1.75000E+06  2.73952E-19  1.47251E-23  4.18716E-23  0.00000E+00  1.0E-05
   2.00000E+06  2.71145E-19  1.19315E-23  3.39798E-23  0.00000E+00  1.0E-05
   2.50000E+06  2.67549E-19  8.35528E-24  2.38504E-23  0.00000E+00  1.0E-05
   3.00000E+06  2.65538E-19  6.21590E-24  1.77740E-23  0.00000E+00  1.0E-05
   3.50000E+06  2.64295E-19  4.82413E-24  1.38129E-23  0.00000E+00  1.0E-05
   4.00000E+06  2.63425E-19  3.86329E-24  1.10738E-23  0.00000E+00  1.0E-05
   4.50000E+06  2.62859E-19  3.16994E-24  9.09481E-24  0.00000E+00  1.0E-05
   5.00000E+06  2.62426E-19  2.65189E-24  7.61456E-24  0.00000E+00  1.0E-05
   6.00000E+06  2.61871E-19  1.94126E-24  5.58145E-24  0.00000E+00  1.0E-05
   7.00000E+06  2.61501E-19  1.48675E-24  4.27923E-24  0.00000E+00  1.0E-05
   8.00000E+06  2.61239E-19  1.17754E-24  3.39230E-24  0.00000E+00  1.0E-05
   9.00000E+06  2.61060E-19  9.57178E-25  2.75962E-24  0.00000E+00  1.0E-05
   1.00000E+07  2.60864E-19  7.94317E-25  2.29165E-24  0.00000E+00  1.0E-05
   1.25000E+07  2.60542E-19  5.33320E-25  1.54088E-24  0.00000E+00  1.0E-05
   1.50000E+07  2.60309E-19  3.83939E-25  1.11061E-24  0.00000E+00  1.0E-05
   1.75000E+07  2.60181E-19  2.90206E-25  8.40342E-25  0.00000E+00  1.0E-05
   2.00000E+07  2.60072E-19  2.27400E-25  6.59097E-25  0.00000E+00  1.0E-05
   2.50000E+07  2.59985E-19  1.50858E-25  4.37992E-25  0.00000E+00  1.0E-05
   3.00000E+07  2.59905E-19  1.07604E-25  3.12902E-25  0.00000E+00  1.1E-05
   3.50000E+07  2.59965E-19  8.07188E-26  2.35073E-25  0.00000E+00  1.3E-05
   4.00000E+07  2.59982E-19  6.28360E-26  1.83260E-25  0.00000E+00  1.4E-05
   4.50000E+07  2.60067E-19  5.03260E-26  1.46983E-25  0.00000E+00  1.6E-05
   5.00000E+07  2.60113E-19  4.12225E-26  1.20563E-25  0.00000E+00  1.8E-05
   6.00000E+07  2.60215E-19  2.91240E-26  8.54075E-26  0.00000E+00  2.2E-05
   7.00000E+07  2.60289E-19  2.16628E-26  6.36882E-26  0.00000E+00  2.5E-05
   8.00000E+07  2.60284E-19  1.67359E-26  4.93184E-26  0.00000E+00  2.9E-05
   9.00000E+07  2.60284E-19  1.33126E-26  3.93134E-26  0.00000E+00  3.3E-05
   1.00000E+08  2.60257E-19  1.08381E-26  3.20663E-26  0.00000E+00  3.6E-05
   1.25000E+08  2.60176E-19  6.99364E-27  2.07691E-26  0.00000E+00  4.5E-05
   1.50000E+08  2.59982E-19  4.87945E-27  1.45280E-26  0.00000E+00  5.4E-05
   1.75000E+08  2.59981E-19  3.59542E-27  1.07239E-26  0.00000E+00  6.3E-05
   2.00000E+08  2.59925E-19  2.75819E-27  8.23689E-27  0.00000E+00  7.2E-05
   2.50000E+08  2.59845E-19  1.76956E-27  5.29268E-27  0.00000E+00  9.0E-05
   3.00000E+08  2.59783E-19  1.23062E-27  3.68399E-27  0.00000E+00  1.1E-04
   3.50000E+08  2.59841E-19  9.04986E-28  2.71066E-27  0.00000E+00  1.2E-03
   4.00000E+08  2.59921E-19  6.93355E-28  2.07752E-27  0.00000E+00  1.0E+00
