 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  43,   projectile: positron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  3.31533E-16  5.21055E-17  8.07009E-17  8.74823E-16  7.6E-06
   1.25000E+02  2.96853E-16  4.71535E-17  7.56133E-17  7.42967E-16  1.6E-05
   1.50000E+02  2.81814E-16  4.42212E-17  7.26545E-17  6.48381E-16  2.7E-05
   1.75000E+02  2.71918E-16  4.15104E-17  6.95158E-17  5.76851E-16  1.9E-05
   2.00000E+02  2.64523E-16  3.90432E-17  6.64290E-17  5.20620E-16  6.5E-06
   2.50000E+02  2.53380E-16  3.47846E-17  6.07269E-17  4.37443E-16  5.1E-06
   3.00000E+02  2.44681E-16  3.12800E-17  5.57597E-17  3.78488E-16  2.2E-05
   3.50000E+02  2.37439E-16  2.84183E-17  5.15443E-17  3.34172E-16  2.8E-05
   4.00000E+02  2.31091E-16  2.60229E-17  4.79063E-17  2.99541E-16  1.6E-05
   4.50000E+02  2.25464E-16  2.40185E-17  4.47807E-17  2.71595E-16  4.3E-06
   5.00000E+02  2.20392E-16  2.23208E-17  4.20687E-17  2.48516E-16  1.3E-05
   6.00000E+02  2.11495E-16  1.96132E-17  3.76013E-17  2.12512E-16  2.9E-05
   7.00000E+02  2.03712E-16  1.75222E-17  3.40190E-17  1.85691E-16  1.5E-05
   8.00000E+02  1.96682E-16  1.58346E-17  3.10403E-17  1.64941E-16  3.9E-05
   9.00000E+02  1.90224E-16  1.44316E-17  2.85059E-17  1.48418E-16  4.3E-05
   1.00000E+03  1.84254E-16  1.32471E-17  2.63252E-17  1.34948E-16  2.4E-05
   1.25000E+03  1.71090E-16  1.09599E-17  2.20166E-17  1.10109E-16  1.0E+00
   1.50000E+03  1.59961E-16  9.31422E-18  1.88493E-17  9.31026E-17  8.9E-03
   1.75000E+03  1.50434E-16  8.07544E-18  1.64383E-17  8.07148E-17  8.9E-03
   2.00000E+03  1.42178E-16  7.10792E-18  1.45449E-17  7.12847E-17  5.6E-03
   2.50000E+03  1.28569E-16  5.69559E-18  1.17705E-17  5.78597E-17  7.6E-03
   3.00000E+03  1.17782E-16  4.71495E-18  9.83710E-18  4.87495E-17  7.2E-03
