    50.00        83.48    
    64.33        86.78    
    82.76        84.90    
    106.5        87.22    
    137.0        92.89    
    176.2        85.15    
    226.7        91.85    
    291.7        95.77    
    375.3        96.52    
    482.8        95.36    
    621.2        100.5    
    799.2        100.5    
    1028.        102.2    
    1323.        100.4    
    1702.        104.0    
    2189.        101.6    
    2817.        105.1    
    3624.        102.2    
    4662.        107.8    
    5998.        108.2    
    7717.        108.6    
    9928.        111.1    
   1.2773E+04    113.9    
   1.6433E+04    114.8    
   2.1142E+04    113.6    
   2.7200E+04    118.3    
   3.4994E+04    118.2    
   4.5021E+04    120.9    
   5.7921E+04    121.2    
   7.4518E+04    126.6    
   9.5871E+04    125.2    
   1.2334E+05    130.1    
   1.5868E+05    131.8    
   2.0415E+05    130.3    
   2.6265E+05    139.3    
   3.3791E+05    139.5    
   4.3474E+05    139.8    
   5.5931E+05    141.1    
   7.1958E+05    144.9    
   9.2577E+05    149.5    
   1.1910E+06    149.0    
   1.5323E+06    151.8    
   1.9714E+06    152.8    
   2.5363E+06    160.6    
   3.2630E+06    160.3    
   4.1980E+06    166.1    
   5.4009E+06    161.5    
   6.9485E+06    167.3    
   8.9396E+06    172.7    
   1.1501E+07    174.1    
   1.4797E+07    179.9    
   1.9037E+07    179.1    
   2.4491E+07    185.0    
   3.1509E+07    182.5    
   4.0538E+07    184.2    
   5.2154E+07    194.8    
   6.7098E+07    194.8    
   8.6324E+07    194.6    
   1.1106E+08    198.4    
   1.4288E+08    195.0    
   1.8382E+08    203.8    
   2.3650E+08    201.2    
   3.0426E+08    198.1    
   3.9145E+08    203.6    
   5.0361E+08    205.6    
   6.4792E+08    211.6    
   8.3358E+08    215.7    
   1.0724E+09    218.8    
   1.3797E+09    218.7    
   1.7751E+09    222.0    
   2.2837E+09    220.6    
   2.9381E+09    221.4    
   3.7800E+09    224.7    
   4.8631E+09    229.0    
   6.2566E+09    233.4    
   8.0494E+09    232.9    
   1.0356E+10    240.2    
   1.3323E+10    230.6    
   1.7141E+10    238.8    
   2.2052E+10    234.8    
   2.8371E+10    235.3    
   3.6501E+10    233.3    
   4.6960E+10    245.6    
   6.0416E+10    239.8    
   7.7728E+10    246.5    
   1.0000E+11    248.3    
