    50.00        288.8    
    64.33        289.4    
    82.76        296.9    
    106.5        298.0    
    137.0        305.5    
    176.2        306.3    
    226.7        313.3    
    291.7        314.9    
    375.3        326.9    
    482.8        330.1    
    621.2        331.6    
    799.2        338.3    
    1028.        335.1    
    1323.        339.1    
    1702.        335.6    
    2189.        340.1    
    2817.        341.7    
    3624.        345.0    
    4662.        343.2    
    5998.        351.8    
    7717.        352.7    
    9928.        365.9    
   1.2773E+04    365.0    
   1.6433E+04    368.7    
   2.1142E+04    375.4    
   2.7200E+04    383.3    
   3.4994E+04    380.0    
   4.5021E+04    377.8    
   5.7921E+04    388.1    
   7.4518E+04    395.5    
   9.5871E+04    397.4    
   1.2334E+05    402.8    
   1.5868E+05    406.8    
   2.0415E+05    416.7    
   2.6265E+05    423.5    
   3.3791E+05    421.8    
   4.3474E+05    431.9    
   5.5931E+05    434.4    
   7.1958E+05    432.4    
   9.2577E+05    442.6    
   1.1910E+06    447.4    
   1.5323E+06    460.3    
   1.9714E+06    455.2    
   2.5363E+06    469.0    
   3.2630E+06    472.2    
   4.1980E+06    474.7    
   5.4009E+06    483.0    
   6.9485E+06    483.0    
   8.9396E+06    491.3    
   1.1501E+07    500.5    
   1.4797E+07    502.0    
   1.9037E+07    503.8    
   2.4491E+07    511.6    
   3.1509E+07    517.7    
   4.0538E+07    528.0    
   5.2154E+07    519.6    
   6.7098E+07    533.7    
   8.6324E+07    538.8    
   1.1106E+08    537.5    
   1.4288E+08    546.8    
   1.8382E+08    553.4    
   2.3650E+08    545.9    
   3.0426E+08    557.9    
   3.9145E+08    551.9    
   5.0361E+08    552.0    
   6.4792E+08    556.0    
   8.3358E+08    563.5    
   1.0724E+09    567.1    
   1.3797E+09    590.0    
   1.7751E+09    585.4    
   2.2837E+09    578.2    
   2.9381E+09    578.7    
   3.7800E+09    588.4    
   4.8631E+09    603.5    
   6.2566E+09    594.3    
   8.0494E+09    591.2    
   1.0356E+10    600.7    
   1.3323E+10    599.9    
   1.7141E+10    602.1    
   2.2052E+10    605.6    
   2.8371E+10    606.6    
   3.6501E+10    614.9    
   4.6960E+10    617.9    
   6.0416E+10    622.9    
   7.7728E+10    608.8    
   1.0000E+11    622.9    
