    50.00        1544.    
    64.33        1543.    
    82.76        1533.    
    106.5        1529.    
    137.0        1559.    
    176.2        1539.    
    226.7        1559.    
    291.7        1559.    
    375.3        1571.    
    482.8        1564.    
    621.2        1564.    
    799.2        1587.    
    1028.        1596.    
    1323.        1593.    
    1702.        1604.    
    2189.        1608.    
    2817.        1616.    
    3624.        1602.    
    4662.        1628.    
    5998.        1638.    
    7717.        1647.    
    9928.        1659.    
   1.2773E+04    1666.    
   1.6433E+04    1661.    
   2.1142E+04    1672.    
   2.7200E+04    1677.    
   3.4994E+04    1707.    
   4.5021E+04    1708.    
   5.7921E+04    1704.    
   7.4518E+04    1729.    
   9.5871E+04    1748.    
   1.2334E+05    1731.    
   1.5868E+05    1772.    
   2.0415E+05    1767.    
   2.6265E+05    1774.    
   3.3791E+05    1801.    
   4.3474E+05    1815.    
   5.5931E+05    1799.    
   7.1958E+05    1832.    
   9.2577E+05    1825.    
   1.1910E+06    1832.    
   1.5323E+06    1860.    
   1.9714E+06    1864.    
   2.5363E+06    1901.    
   3.2630E+06    1883.    
   4.1980E+06    1893.    
   5.4009E+06    1905.    
   6.9485E+06    1902.    
   8.9396E+06    1920.    
   1.1501E+07    1934.    
   1.4797E+07    1942.    
   1.9037E+07    1952.    
   2.4491E+07    1957.    
   3.1509E+07    1961.    
   4.0538E+07    1976.    
   5.2154E+07    1972.    
   6.7098E+07    1974.    
   8.6324E+07    1995.    
   1.1106E+08    2011.    
   1.4288E+08    2009.    
   1.8382E+08    2027.    
   2.3650E+08    2037.    
   3.0426E+08    2044.    
   3.9145E+08    2032.    
   5.0361E+08    2068.    
   6.4792E+08    2047.    
   8.3358E+08    2078.    
   1.0724E+09    2073.    
   1.3797E+09    2092.    
   1.7751E+09    2097.    
   2.2837E+09    2108.    
   2.9381E+09    2113.    
   3.7800E+09    2087.    
   4.8631E+09    2099.    
   6.2566E+09    2120.    
   8.0494E+09    2152.    
   1.0356E+10    2141.    
   1.3323E+10    2132.    
   1.7141E+10    2156.    
   2.2052E+10    2157.    
   2.8371E+10    2166.    
   3.6501E+10    2158.    
   4.6960E+10    2186.    
   6.0416E+10    2192.    
   7.7728E+10    2196.    
   1.0000E+11    2200.    
