    50.00        146.6    
    64.33        149.3    
    82.76        145.5    
    106.5        148.6    
    137.0        155.5    
    176.2        142.2    
    226.7        152.0    
    291.7        156.5    
    375.3        156.1    
    482.8        152.2    
    621.2        159.9    
    799.2        160.1    
    1028.        163.9    
    1323.        162.4    
    1702.        166.2    
    2189.        164.8    
    2817.        169.5    
    3624.        165.8    
    4662.        173.2    
    5998.        173.8    
    7717.        174.9    
    9928.        178.2    
   1.2773E+04    183.0    
   1.6433E+04    185.4    
   2.1142E+04    183.8    
   2.7200E+04    190.2    
   3.4994E+04    191.3    
   4.5021E+04    193.9    
   5.7921E+04    196.3    
   7.4518E+04    203.3    
   9.5871E+04    203.4    
   1.2334E+05    209.8    
   1.5868E+05    211.5    
   2.0415E+05    212.6    
   2.6265E+05    223.7    
   3.3791E+05    223.9    
   4.3474E+05    227.1    
   5.5931E+05    229.5    
   7.1958E+05    236.5    
   9.2577E+05    242.3    
   1.1910E+06    243.2    
   1.5323E+06    246.8    
   1.9714E+06    247.6    
   2.5363E+06    257.5    
   3.2630E+06    257.4    
   4.1980E+06    264.3    
   5.4009E+06    259.9    
   6.9485E+06    269.7    
   8.9396E+06    274.8    
   1.1501E+07    275.8    
   1.4797E+07    282.3    
   1.9037E+07    281.5    
   2.4491E+07    291.9    
   3.1509E+07    286.9    
   4.0538E+07    289.1    
   5.2154E+07    304.4    
   6.7098E+07    305.1    
   8.6324E+07    301.6    
   1.1106E+08    307.7    
   1.4288E+08    303.5    
   1.8382E+08    316.6    
   2.3650E+08    314.1    
   3.0426E+08    310.6    
   3.9145E+08    318.0    
   5.0361E+08    320.8    
   6.4792E+08    330.5    
   8.3358E+08    331.7    
   1.0724E+09    335.6    
   1.3797E+09    337.5    
   1.7751E+09    342.1    
   2.2837E+09    340.0    
   2.9381E+09    340.4    
   3.7800E+09    344.0    
   4.8631E+09    353.1    
   6.2566E+09    355.3    
   8.0494E+09    357.8    
   1.0356E+10    367.0    
   1.3323E+10    357.3    
   1.7141E+10    365.7    
   2.2052E+10    361.1    
   2.8371E+10    364.2    
   3.6501E+10    362.1    
   4.6960E+10    377.7    
   6.0416E+10    371.4    
   7.7728E+10    380.6    
   1.0000E+11    384.9    
