 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   4,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  3.74005E-16  5.11612E-17  7.87577E-17  4.06558E-16  2.0E-05
   1.25000E+02  3.17445E-16  3.89969E-17  6.32023E-17  3.44965E-16  4.8E-06
   1.50000E+02  2.76297E-16  3.08978E-17  5.20420E-17  2.99777E-16  1.2E-05
   1.75000E+02  2.44709E-16  2.51781E-17  4.37016E-17  2.65222E-16  1.2E-05
   2.00000E+02  2.19564E-16  2.09623E-17  3.72817E-17  2.37933E-16  5.7E-06
   2.50000E+02  1.81864E-16  1.52574E-17  2.81690E-17  1.97543E-16  7.7E-06
   3.00000E+02  1.54808E-16  1.16509E-17  2.21216E-17  1.69051E-16  4.6E-05
   3.50000E+02  1.34355E-16  9.20804E-18  1.78786E-17  1.47849E-16  8.3E-05
   4.00000E+02  1.18258E-16  7.47538E-18  1.47707E-17  1.31442E-16  6.6E-05
   4.50000E+02  1.05221E-16  6.19927E-18  1.24297E-17  1.18358E-16  2.8E-05
   5.00000E+02  9.44225E-17  5.23187E-18  1.06197E-17  1.07675E-16  6.5E-06
   6.00000E+02  7.81788E-17  3.88439E-18  8.04681E-18  9.12676E-17  2.6E-05
   7.00000E+02  6.66675E-17  3.00957E-18  6.33696E-18  7.92449E-17  2.3E-05
   8.00000E+02  5.80900E-17  2.40747E-18  5.13752E-18  7.00481E-17  8.7E-05
   9.00000E+02  5.14553E-17  1.97424E-18  4.26064E-18  6.27810E-17  1.2E-05
   1.00000E+03  4.61729E-17  1.65142E-18  3.59836E-18  5.68912E-17  1.1E-04
   1.25000E+03  3.67286E-17  1.12825E-18  2.50524E-18  4.61071E-17  1.5E-02
   1.50000E+03  3.04901E-17  8.25613E-19  1.85837E-18  3.87727E-17  1.8E-02
   1.75000E+03  2.60637E-17  6.33544E-19  1.44104E-18  3.34596E-17  1.0E-02
   2.00000E+03  2.27595E-17  5.03241E-19  1.15438E-18  2.94340E-17  1.8E-02
   2.50000E+03  1.81571E-17  3.41776E-19  7.94364E-19  2.37382E-17  1.7E-02
   3.00000E+03  1.51050E-17  2.48631E-19  5.83663E-19  1.99012E-17  2.2E-02
   3.50000E+03  1.29337E-17  1.89720E-19  4.48931E-19  1.71404E-17  1.2E-02
   4.00000E+03  1.13104E-17  1.49952E-19  3.57177E-19  1.50586E-17  1.6E-02
   4.50000E+03  1.00512E-17  1.21768E-19  2.91671E-19  1.34325E-17  2.4E-02
   5.00000E+03  9.04611E-18  1.01022E-19  2.43155E-19  1.21272E-17  4.7E-02
   6.00000E+03  7.54251E-18  7.30428E-20  1.77230E-19  1.01617E-17  5.2E-02
   7.00000E+03  6.47182E-18  5.54724E-20  1.35474E-19  8.75213E-18  4.2E-02
   8.00000E+03  5.67076E-18  4.36801E-20  1.07254E-19  7.69173E-18  6.6E-02
   9.00000E+03  5.04897E-18  3.53628E-20  8.72337E-20  6.86502E-18  3.2E-02
   1.00000E+04  4.55237E-18  2.92651E-20  7.24826E-20  6.20240E-18  3.8E-02
   1.25000E+04  3.58762E-18  1.95835E-20  4.89020E-20  5.00686E-18  2.8E-06
   1.50000E+04  3.01427E-18  1.40974E-20  3.54295E-20  4.20770E-18  2.7E-06
   1.75000E+04  2.60400E-18  1.06743E-20  2.69678E-20  3.63565E-18  3.4E-06
   2.00000E+04  2.29591E-18  8.38814E-21  2.12861E-20  3.20620E-18  3.9E-06
   2.50000E+04  1.86407E-18  5.60778E-21  1.43335E-20  2.60398E-18  4.0E-06
   3.00000E+04  1.57585E-18  4.03712E-21  1.03783E-20  2.20197E-18  1.0E-07
   3.50000E+04  1.36985E-18  3.05925E-21  7.90209E-21  1.91457E-18  1.0E-07
   4.00000E+04  1.21530E-18  2.40709E-21  6.24302E-21  1.69889E-18  2.6E-07
   4.50000E+04  1.09507E-18  1.94924E-21  5.07369E-21  1.53108E-18  6.4E-07
   5.00000E+04  9.98882E-19  1.61477E-21  4.21651E-21  1.39674E-18  1.4E-06
   6.00000E+04  8.54624E-19  1.16732E-21  3.06494E-21  1.19541E-18  1.0E-07
   7.00000E+04  7.51630E-19  8.88577E-22  2.34394E-21  1.05160E-18  1.0E-07
   8.00000E+04  6.74439E-19  7.02459E-22  1.86046E-21  9.43812E-19  8.1E-06
   9.00000E+04  6.14456E-19  5.71590E-22  1.51925E-21  8.60032E-19  1.8E-05
   1.00000E+05  5.66521E-19  4.75805E-22  1.26870E-21  7.93079E-19  2.0E-05
   1.25000E+05  4.80421E-19  3.23783E-22  8.69202E-22  6.72813E-19  1.4E-05
   1.50000E+05  4.23240E-19  2.37345E-22  6.40683E-22  5.92939E-19  7.8E-05
   1.75000E+05  3.82579E-19  1.83093E-22  4.96534E-22  5.36118E-19  3.0E-04
   2.00000E+05  3.52236E-19  1.46582E-22  3.99105E-22  4.93724E-19  9.2E-04
   2.50000E+05  3.10097E-19  1.01602E-22  2.78448E-22  4.34695E-19  5.0E-03
   3.00000E+05  2.82353E-19  7.56731E-23  2.08458E-22  3.95534E-19  1.8E-02
   3.50000E+05  2.62801E-19  5.91783E-23  1.63704E-22  3.67412E-19  4.7E-02
   4.00000E+05  2.48347E-19  4.79343E-23  1.33061E-22  3.45852E-19  1.0E+00
   4.50000E+05  2.37273E-19  3.98687E-23  1.10998E-22  3.33323E-19  4.0E-05
   5.00000E+05  2.28549E-19  3.38473E-23  9.44710E-23  3.21195E-19  4.2E-05
   6.00000E+05  2.15764E-19  2.55477E-23  7.15973E-23  3.03393E-19  2.9E-07
   7.00000E+05  2.06927E-19  2.01688E-23  5.67024E-23  2.91086E-19  1.7E-06
   8.00000E+05  2.00517E-19  1.64436E-23  4.63465E-23  2.82184E-19  1.6E-07
   9.00000E+05  1.95698E-19  1.37346E-23  3.87917E-23  2.75490E-19  1.5E-07
   1.00000E+06  1.91973E-19  1.16900E-23  3.30745E-23  2.70315E-19  1.8E-07
   1.25000E+06  1.85638E-19  8.30644E-24  2.35793E-23  0.00000E+00  1.2E-04
   1.50000E+06  1.81752E-19  6.26272E-24  1.78204E-23  0.00000E+00  1.3E-04
   1.75000E+06  1.79221E-19  4.92125E-24  1.40289E-23  0.00000E+00  1.4E-04
   2.00000E+06  1.77472E-19  3.98587E-24  1.13789E-23  0.00000E+00  1.4E-04
   2.50000E+06  1.75275E-19  2.78936E-24  7.98062E-24  0.00000E+00  1.5E-04
