  0.00      0.00     9.990E-05 6.470E-02 3.850E-02 3.250E-02 3.250E-02 3.160E-02 3.140E-02 0.122    
  0.00      0.00     3.750E-05 6.410E-03 1.110E-02 7.920E-03 1.120E-02 1.270E-02 1.400E-02 0.122    
  0.00      0.00     4.570E-06 1.220E-04 1.920E-04 2.750E-04 2.250E-04 2.920E-04 3.730E-04 0.122    
  0.00      0.00      0.00     2.350E-04 2.220E-04 1.720E-04 1.810E-04 1.660E-04 1.520E-04 1.240E-04
  0.00      0.00      0.00     2.260E-03 2.190E-03 1.950E-03 2.080E-03 2.040E-03 2.030E-03 1.940E-03
  0.00      0.00      0.00     6.640E-03 8.280E-03 8.020E-03 8.450E-03 8.690E-03 9.020E-03 9.300E-03
  0.00      0.00      0.00     6.950E-03 1.500E-02 1.540E-02 1.660E-02 1.720E-02 1.810E-02 1.920E-02
  0.00      0.00      0.00     1.490E-02 2.400E-02 3.200E-02 4.280E-02 4.360E-02 4.690E-02 4.930E-02
  0.00      0.00      0.00     3.100E-02 0.112     0.127     0.140     0.143     0.155     0.176    
  0.00      0.00      0.00     2.610E-02 0.124     0.131     0.156     0.141     0.121     0.176    
  0.00      0.00      0.00     1.690E-02 8.340E-02 6.110E-02 5.650E-02 5.330E-02 5.190E-02 0.176    
  0.00      0.00      0.00     1.120E-02 2.000E-02 1.270E-02 1.760E-02 2.000E-02 2.200E-02 0.176    
  0.00      0.00      0.00     1.190E-04 1.850E-04 2.780E-04 2.010E-04 2.740E-04 3.640E-04 0.176    
  0.00      0.00      0.00     2.380E-04 1.790E-04 1.450E-04 1.560E-04 1.380E-04 1.290E-04 1.110E-04
  0.00      0.00      0.00     2.130E-03 1.950E-03 1.750E-03 1.910E-03 1.830E-03 1.790E-03 1.660E-03
  0.00      0.00      0.00     3.380E-03 7.350E-03 7.100E-03 7.670E-03 7.670E-03 7.760E-03 7.560E-03
  0.00      0.00      0.00     3.550E-03 1.040E-02 1.430E-02 1.560E-02 1.580E-02 1.640E-02 1.650E-02
  0.00      0.00      0.00     5.620E-03 1.940E-02 2.900E-02 4.080E-02 4.600E-02 4.920E-02 5.000E-02
  0.00      0.00      0.00     2.770E-03 8.890E-02 0.143     0.150     0.175     0.184     0.208    
  0.00      0.00      0.00     7.850E-04 8.640E-02 0.130     0.170     0.182     0.172     0.208    
  0.00      0.00      0.00     1.070E-04 7.690E-02 9.220E-02 8.050E-02 7.450E-02 7.110E-02 0.208    
  0.00      0.00      0.00     2.440E-05 2.610E-02 1.620E-02 2.320E-02 2.630E-02 2.870E-02 0.208    
  0.00      0.00      0.00     1.400E-06 1.290E-04 2.000E-04 1.370E-04 1.880E-04 2.520E-04 0.208    
  0.00      0.00      0.00     3.680E-04 4.000E-04 2.550E-04 2.620E-04 2.210E-04 1.820E-04 1.120E-04
  0.00      0.00      0.00     5.880E-04 1.860E-03 1.370E-03 1.410E-03 1.280E-03 1.170E-03 9.470E-04
  0.00      0.00      0.00     2.800E-04 2.620E-03 3.490E-03 3.420E-03 3.220E-03 3.120E-03 2.910E-03
  0.00      0.00      0.00     1.120E-04 2.760E-03 5.680E-03 7.360E-03 6.840E-03 6.910E-03 6.610E-03
  0.00      0.00      0.00     4.760E-05 1.060E-02 1.340E-02 1.910E-02 2.270E-02 2.640E-02 2.530E-02
  0.00      0.00      0.00     2.020E-05 3.430E-02 9.590E-02 0.109     0.115     0.112     0.116    
  0.00      0.00      0.00     8.960E-06 2.250E-02 0.105     0.126     0.126     0.135     0.116    
  0.00      0.00      0.00     1.800E-06 1.430E-02 9.830E-02 7.750E-02 6.270E-02 5.410E-02 0.116    
  0.00      0.00      0.00     4.550E-07 6.350E-03 1.210E-02 1.860E-02 2.010E-02 2.070E-02 0.116    
  0.00      0.00      0.00     2.070E-08 3.070E-05 5.180E-05 2.780E-05 4.210E-05 6.080E-05 0.116    
  0.00      0.00      0.00      0.00     7.530E-05 7.120E-05 5.270E-05 5.370E-05 5.380E-05 4.870E-05
  0.00      0.00      0.00      0.00     5.540E-04 5.620E-04 4.540E-04 4.850E-04 5.050E-04 5.090E-04
  0.00      0.00      0.00      0.00     6.180E-04 1.610E-03 1.380E-03 1.480E-03 1.550E-03 1.660E-03
  0.00      0.00      0.00      0.00     7.400E-04 2.220E-03 3.390E-03 3.520E-03 3.820E-03 4.090E-03
  0.00      0.00      0.00      0.00     2.810E-03 6.790E-03 8.790E-03 1.230E-02 1.650E-02 1.900E-02
  0.00      0.00      0.00      0.00     1.860E-03 4.350E-02 5.120E-02 7.440E-02 8.560E-02 0.103    
  0.00      0.00      0.00      0.00     5.420E-04 4.270E-02 5.530E-02 7.440E-02 9.800E-02 0.103    
  0.00      0.00      0.00      0.00     1.570E-05 3.460E-02 5.070E-02 4.790E-02 4.550E-02 0.103    
  0.00      0.00      0.00      0.00     1.460E-06 9.220E-03 1.160E-02 1.450E-02 1.650E-02 0.103    
  0.00      0.00      0.00      0.00     3.060E-08 2.520E-05 1.110E-05 1.880E-05 2.950E-05 0.103    
  0.00      0.00      0.00      0.00     1.030E-04 5.890E-05 5.780E-05 4.680E-05 3.850E-05 2.690E-05
  0.00      0.00      0.00      0.00     4.900E-04 5.330E-04 5.310E-04 4.760E-04 4.370E-04 3.690E-04
  0.00      0.00      0.00      0.00     3.130E-04 1.280E-03 1.610E-03 1.500E-03 1.440E-03 1.340E-03
  0.00      0.00      0.00      0.00     3.690E-04 1.600E-03 3.220E-03 3.750E-03 3.750E-03 3.550E-03
  0.00      0.00      0.00      0.00     5.420E-05 8.470E-03 1.250E-02 1.440E-02 1.730E-02 1.920E-02
  0.00      0.00      0.00      0.00     1.440E-05 4.270E-02 7.860E-02 9.110E-02 9.930E-02 0.108    
  0.00      0.00      0.00      0.00     5.150E-06 3.770E-02 8.310E-02 9.850E-02 0.104     0.108    
  0.00      0.00      0.00      0.00     7.520E-07 2.480E-02 7.210E-02 7.280E-02 6.110E-02 0.108    
  0.00      0.00      0.00      0.00     1.350E-07 1.280E-02 2.020E-02 2.150E-02 2.200E-02 0.108    
  0.00      0.00      0.00      0.00     3.210E-09 2.200E-05 1.040E-05 1.620E-05 2.430E-05 0.108    
  0.00      0.00      0.00      0.00      0.00     4.440E-05 3.720E-05 3.180E-05 2.840E-05 2.180E-05
  0.00      0.00      0.00      0.00      0.00     4.270E-04 3.820E-04 3.580E-04 3.400E-04 2.940E-04
  0.00      0.00      0.00      0.00      0.00     6.450E-04 1.180E-03 1.150E-03 1.110E-03 1.030E-03
  0.00      0.00      0.00      0.00      0.00     7.500E-04 1.900E-03 2.980E-03 3.190E-03 2.990E-03
  0.00      0.00      0.00      0.00      0.00     6.520E-03 9.820E-03 1.290E-02 1.590E-02 1.920E-02
  0.00      0.00      0.00      0.00      0.00     4.660E-03 5.180E-02 8.480E-02 0.109     0.119    
  0.00      0.00      0.00      0.00      0.00     2.850E-03 4.950E-02 8.710E-02 0.106     0.119    
  0.00      0.00      0.00      0.00      0.00     6.860E-05 3.560E-02 7.310E-02 7.910E-02 0.119    
  0.00      0.00      0.00      0.00      0.00     2.370E-06 2.290E-02 2.590E-02 2.710E-02 0.119    
  0.00      0.00      0.00      0.00      0.00     7.700E-09 6.320E-06 1.050E-05 1.620E-05 0.119    
  0.00      0.00      0.00      0.00      0.00     4.870E-05 4.730E-05 3.380E-05 2.430E-05 1.220E-05
  0.00      0.00      0.00      0.00      0.00     2.390E-04 2.980E-04 2.380E-04 1.960E-04 1.340E-04
  0.00      0.00      0.00      0.00      0.00     1.170E-04 4.970E-04 5.810E-04 5.010E-04 4.010E-04
  0.00      0.00      0.00      0.00      0.00     2.600E-04 6.730E-04 1.170E-03 1.560E-03 1.260E-03
  0.00      0.00      0.00      0.00      0.00     1.090E-04 6.880E-03 7.510E-03 8.450E-03 9.050E-03
  0.00      0.00      0.00      0.00      0.00     6.550E-06 3.300E-02 5.860E-02 6.170E-02 5.940E-02
  0.00      0.00      0.00      0.00      0.00     1.100E-06 2.840E-02 5.880E-02 6.570E-02 5.940E-02
  0.00      0.00      0.00      0.00      0.00     8.380E-08 1.510E-02 4.700E-02 5.670E-02 5.940E-02
  0.00      0.00      0.00      0.00      0.00     1.000E-08 5.340E-03 2.100E-02 1.930E-02 5.940E-02
  0.00      0.00      0.00      0.00      0.00     1.170E-10 1.990E-06 3.210E-06 4.920E-06 5.940E-02
  0.00      0.00      0.00      0.00      0.00     1.210E-05 1.170E-05 9.320E-06 7.920E-06 5.830E-06
  0.00      0.00      0.00      0.00      0.00     2.990E-05 8.930E-05 7.960E-05 7.440E-05 6.830E-05
  0.00      0.00      0.00      0.00      0.00     1.150E-05 9.970E-05 2.020E-04 2.030E-04 2.060E-04
  0.00      0.00      0.00      0.00      0.00     2.830E-06 1.310E-04 3.630E-04 6.180E-04 6.900E-04
  0.00      0.00      0.00      0.00      0.00     8.230E-07 2.370E-03 3.180E-03 4.460E-03 5.690E-03
  0.00      0.00      0.00      0.00      0.00     2.280E-07 3.280E-03 1.900E-02 3.010E-02 4.540E-02
  0.00      0.00      0.00      0.00      0.00     7.220E-08 1.760E-03 1.700E-02 3.050E-02 4.540E-02
  0.00      0.00      0.00      0.00      0.00     7.590E-09 4.000E-05 1.930E-02 3.130E-02 4.540E-02
  0.00      0.00      0.00      0.00      0.00     9.150E-10 8.470E-07 1.190E-02 1.250E-02 4.540E-02
  0.00      0.00      0.00      0.00      0.00     8.880E-12 3.230E-10 1.060E-06 1.920E-06 4.540E-02
  0.00      0.00      0.00      0.00      0.00      0.00     1.470E-05 1.010E-05 7.560E-06 4.960E-06
  0.00      0.00      0.00      0.00      0.00      0.00     1.270E-04 1.070E-04 9.160E-05 7.200E-05
  0.00      0.00      0.00      0.00      0.00      0.00     8.770E-05 2.420E-04 2.630E-04 2.260E-04
  0.00      0.00      0.00      0.00      0.00      0.00     2.050E-04 3.780E-04 7.090E-04 8.440E-04
  0.00      0.00      0.00      0.00      0.00      0.00     6.040E-04 6.100E-03 6.730E-03 8.270E-03
  0.00      0.00      0.00      0.00      0.00      0.00     2.180E-05 2.720E-02 5.010E-02 7.070E-02
  0.00      0.00      0.00      0.00      0.00      0.00     1.480E-06 2.130E-02 4.920E-02 7.070E-02
  0.00      0.00      0.00      0.00      0.00      0.00     3.850E-08 9.210E-03 3.530E-02 7.070E-02
  0.00      0.00      0.00      0.00      0.00      0.00     2.980E-09 1.010E-02 2.420E-02 7.070E-02
  0.00      0.00      0.00      0.00      0.00      0.00     1.740E-11 1.310E-06 2.180E-06 7.070E-02
  0.00      0.00      0.00      0.00      0.00      0.00     7.550E-06 6.120E-06 5.050E-06 3.410E-06
  0.00      0.00      0.00      0.00      0.00      0.00     3.970E-05 6.300E-05 5.650E-05 4.610E-05
  0.00      0.00      0.00      0.00      0.00      0.00     1.580E-05 8.810E-05 1.520E-04 1.360E-04
  0.00      0.00      0.00      0.00      0.00      0.00     6.540E-06 1.500E-04 3.410E-04 5.270E-04
  0.00      0.00      0.00      0.00      0.00      0.00     7.160E-07 4.120E-03 5.190E-03 6.170E-03
  0.00      0.00      0.00      0.00      0.00      0.00     1.460E-07 4.410E-03 3.780E-02 5.560E-02
  0.00      0.00      0.00      0.00      0.00      0.00     3.230E-08 7.220E-03 3.590E-02 5.560E-02
  0.00      0.00      0.00      0.00      0.00      0.00     2.190E-09 3.480E-04 2.260E-02 5.560E-02
  0.00      0.00      0.00      0.00      0.00      0.00     1.960E-10 2.430E-06 2.340E-02 5.560E-02
  0.00      0.00      0.00      0.00      0.00      0.00     9.940E-13 2.330E-10 1.040E-06 5.560E-02
  0.00      0.00      0.00      0.00      0.00      0.00      0.00     6.300E-06 4.440E-06 2.820E-06
  0.00      0.00      0.00      0.00      0.00      0.00      0.00     5.110E-05 4.590E-05 4.020E-05
  0.00      0.00      0.00      0.00      0.00      0.00      0.00     3.580E-05 9.970E-05 1.170E-04
  0.00      0.00      0.00      0.00      0.00      0.00      0.00     9.570E-05 1.970E-04 4.060E-04
  0.00      0.00      0.00      0.00      0.00      0.00      0.00     7.100E-04 5.430E-03 6.740E-03
  0.00      0.00      0.00      0.00      0.00      0.00      0.00     1.600E-04 2.040E-02 6.790E-02
  0.00      0.00      0.00      0.00      0.00      0.00      0.00     4.610E-06 1.550E-02 6.790E-02
  0.00      0.00      0.00      0.00      0.00      0.00      0.00     2.120E-08 1.490E-02 6.790E-02
  0.00      0.00      0.00      0.00      0.00      0.00      0.00     5.750E-10 3.640E-03 6.790E-02
  0.00      0.00      0.00      0.00      0.00      0.00      0.00     1.440E-12 7.240E-07 6.790E-02
  
   7.27   6.29   7.76   6.70   8.17   7.34   8.70   8.02   7.37   6.18
   8.74   8.16   9.25   8.45   9.46   8.90   9.83   9.38   8.96   8.15
  11.00  11.00  11.70  11.30  11.90  11.40  12.10  11.70  11.50  11.00
  13.00  13.20  14.80  14.20  14.20  14.10  14.50  14.40  14.30  14.00
  15.00  14.90  15.50  15.40  15.90  15.80  16.20  16.20  16.10  15.90
  16.60  16.50  16.80  16.70  17.00  16.50  16.70  18.30  18.90  19.00
  27.00  25.80  26.30  26.20  26.70  26.70  27.10  27.10  27.20  19.00
  35.50  35.30  35.70  35.70  36.30  36.30  36.70  36.70  36.70  19.00
  43.30  43.20  43.60  43.80  44.10  44.30  44.70  44.80  44.80  19.00
  62.10  62.10  62.60  62.90  63.30  63.30  64.00  64.00  64.00  19.00
   7.41   7.52   8.14   8.20   8.96   9.05   9.96  10.00  10.10   9.86
   8.96   9.30   9.95  10.00  10.80  10.90  11.70  11.80  11.90  11.80
  11.20  12.00  12.70  12.90  13.60  13.70  14.40  14.60  14.70  14.60
  13.50  14.50  16.10  15.90  16.00  16.30  16.80  17.00  17.10  17.20
  15.40  16.10  17.00  17.40  18.00  18.20  18.70  18.90  19.00  19.10
  16.20  16.60  17.20  17.40  17.90  17.40  17.70  20.70  22.00  22.60
  29.10  28.90  29.70  30.30  31.00  31.40  32.00  32.30  32.70  22.60
  40.60  41.40  41.90  42.30  43.20  43.50  44.00  44.30  44.50  22.60
  50.90  51.40  52.00  52.60  53.10  53.60  54.20  54.50  54.70  22.60
  75.10  75.40  76.30  76.80  77.60  77.90  78.80  79.00  79.30  22.60
   7.72   7.69   9.17   8.99  10.60  10.50  12.10  12.10  12.00  11.50
   9.44   9.66  11.00  11.00  12.30  12.50  13.70  13.90  14.00  13.80
  12.10  12.60  13.70  13.90  15.00  15.20  16.30  16.50  16.70  16.70
  14.90  15.30  17.20  17.10  17.50  17.80  18.60  18.90  19.10  19.30
  17.10  17.20  18.30  18.70  19.30  19.60  20.30  20.60  20.80  20.90
  18.90  18.70  18.80  18.60  18.90  18.60  18.90  21.00  22.30  22.90
  31.60  29.70  30.90  31.40  32.50  33.10  34.00  34.60  35.10  22.90
  45.40  45.70  46.40  47.00  48.10  48.70  49.40  49.80  50.20  22.90
  58.00  58.40  59.30  60.10  60.70  61.50  62.30  62.70  63.10  22.90
  87.50  88.30  89.40  90.20  91.30  91.90  93.00  93.50  93.90  22.90
   7.90   8.48   9.50   9.94  10.80  11.40  12.20  12.80  13.30  13.80
   8.86   9.81  10.80  11.20  12.00  12.60  13.40  14.00  14.50  15.10
  12.60  11.30  12.40  13.00  13.80  14.20  15.00  15.60  16.10  16.60
  15.10  13.50  16.40  16.70  16.40  17.30  17.80  18.50  19.00  19.60
  14.70  14.80  15.00  16.00  17.00  17.70  18.10  19.00  19.40  20.00
  18.30  12.70  14.20  15.00  15.70  16.10  16.30  16.50  17.90  19.00
  27.40  19.90  20.80  22.80  24.60  26.40  28.20  29.60  30.80  19.00
  43.90  44.30  43.40  45.10  47.30  48.70  49.60  50.50  51.30  19.00
  62.00  63.90  63.70  65.70  65.50  67.50  68.20  68.90  69.70  19.00
 104.00 104.00 105.00 106.00 107.00 108.00 109.00 110.00 110.00  19.00
   0.00   8.52   9.59  10.10  11.10  11.80  12.70  13.30  13.80  14.40
   0.00  10.20  11.40  12.00  12.90  13.60  14.50  15.10  15.70  16.30
   0.00  12.60  13.70  14.40  15.30  16.00  16.80  17.50  18.10  18.60
   0.00  15.60  17.50  17.70  17.80  18.60  19.20  19.90  20.30  21.10
   0.00  16.70  17.60  18.10  18.60  19.20  19.70  20.40  20.80  21.20
   0.00  15.70  15.10  15.30  16.50  16.40  16.40  17.00  18.30  19.40
   0.00  24.60  24.10  25.00  27.20  28.70  30.70  31.80  32.90  19.40
   0.00  49.30  49.60  50.50  53.20  54.20  55.40  56.10  56.80  19.40
   0.00  72.20  72.50  74.20  74.20  76.10  77.00  77.80  78.60  19.40
   0.00 122.00 122.00 123.00 124.00 125.00 126.00 127.00 128.00  19.40
   0.00   9.00  10.70  11.70  13.20  14.20  15.60  16.50  17.30  18.00
   0.00  10.70  12.50  13.50  15.10  16.00  17.50  18.30  19.20  19.90
   0.00  14.00  14.60  15.80  17.40  18.40  19.80  20.60  21.50  22.20
   0.00  18.00  18.40  19.20  19.80  20.90  22.00  23.10  23.60  24.70
   0.00  17.80  18.20  19.20  20.00  21.00  21.90  23.00  23.60  24.30
   0.00  22.90  14.90  15.20  16.20  16.90  17.40  18.20  19.50  21.10
   0.00  35.60  25.20  25.60  27.90  30.40  32.70  34.60  36.30  21.10
   0.00  59.10  53.00  55.40  58.00  60.00  61.20  62.50  63.60  21.10
   0.00  80.40  80.50  83.10  83.00  85.50  86.80  88.10  89.20  21.10
   0.00 138.00 139.00 140.00 142.00 143.00 144.00 146.00 147.00  21.10
   0.00   9.01  11.10  11.90  14.30  15.00  17.40  18.00  18.60  18.80
   0.00  11.50  12.90  13.90  16.10  17.00  19.10  19.80  20.60  21.00
   0.00  16.00  15.20  16.30  18.30  19.30  21.10  22.00  22.80  23.50
   0.00  27.40  19.10  19.80  20.70  21.80  23.20  24.40  24.90  25.90
   0.00  35.20  18.90  20.30  20.60  21.50  22.60  23.70  24.20  24.70
   0.00  40.70  18.40  15.90  17.10  17.70  18.90  19.50  20.30  21.10
   0.00  45.40  30.90  28.20  29.00  31.20  34.00  35.80  37.40  21.10
   0.00  54.50  57.10  59.20  62.30  64.40  66.00  67.30  68.50  21.10
   0.00  63.40  88.50  91.30  91.10  94.00  95.80  97.30  98.60  21.10
   0.00  85.30 158.00 159.00 161.00 162.00 164.00 166.00 167.00  21.10
   0.00   0.00  11.20  12.40  14.50  15.70  17.60  18.80  19.90  20.90
   0.00   0.00  12.40  13.80  15.90  17.20  19.10  20.30  21.40  22.30
   0.00   0.00  15.60  15.10  17.20  18.60  20.60  21.80  22.90  23.80
   0.00   0.00  18.90  18.90  19.30  21.10  22.50  24.00  24.70  26.00
