 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   2,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  6.30448E-17  2.33292E-17  3.61035E-17  3.11763E-17  4.0E-05
   1.25000E+02  4.87577E-17  1.57875E-17  2.56035E-17  3.22234E-17  2.1E-05
   1.50000E+02  3.95542E-17  1.14659E-17  1.93428E-17  3.17409E-17  3.9E-06
   1.75000E+02  3.31451E-17  8.74564E-18  1.52503E-17  3.06600E-17  5.5E-06
   2.00000E+02  2.84327E-17  6.91695E-18  1.23992E-17  2.93636E-17  5.2E-05
   2.50000E+02  2.19764E-17  4.67724E-18  8.75007E-18  2.66894E-17  9.0E-06
   3.00000E+02  1.77344E-17  3.39820E-18  6.55031E-18  2.42321E-17  5.1E-05
   3.50000E+02  1.47809E-17  2.59296E-18  5.10962E-18  2.20813E-17  1.3E-05
   4.00000E+02  1.26543E-17  2.05555E-18  4.12317E-18  2.02172E-17  1.6E-05
   4.50000E+02  1.10640E-17  1.68039E-18  3.41885E-18  1.85881E-17  1.0E-05
   5.00000E+02  9.82882E-18  1.40564E-18  2.89363E-18  1.71749E-17  2.8E-05
   6.00000E+02  8.03172E-18  1.03374E-18  2.16800E-18  1.48798E-17  1.9E-05
   7.00000E+02  6.78680E-18  7.97412E-19  1.69666E-18  1.31135E-17  2.2E-05
   8.00000E+02  5.87379E-18  6.36544E-19  1.37049E-18  1.17187E-17  6.4E-04
   9.00000E+02  5.17585E-18  5.21479E-19  1.13402E-18  1.05916E-17  8.1E-05
   1.00000E+03  4.62519E-18  4.36028E-19  9.56339E-19  9.66260E-18  1.0E+00
   1.25000E+03  3.65165E-18  2.97858E-19  6.64491E-19  7.92710E-18  5.8E-04
   1.50000E+03  3.01560E-18  2.17680E-19  4.91963E-19  6.72297E-18  9.9E-04
   1.75000E+03  2.56784E-18  1.66720E-19  3.80693E-19  5.83863E-18  7.8E-04
   2.00000E+03  2.23575E-18  1.32179E-19  3.04394E-19  5.16152E-18  8.2E-04
   2.50000E+03  1.77635E-18  8.94725E-20  2.08811E-19  4.19276E-18  1.3E-03
   3.00000E+03  1.47382E-18  6.49187E-20  1.53054E-19  3.53277E-18  1.2E-03
   3.50000E+03  1.25963E-18  4.94338E-20  1.17494E-19  3.05408E-18  1.0E-03
   4.00000E+03  1.10007E-18  3.90055E-20  9.33306E-20  2.69093E-18  9.0E-04
   4.50000E+03  9.76619E-19  3.16296E-20  7.61114E-20  2.40594E-18  4.0E-03
   5.00000E+03  8.78284E-19  2.62095E-20  6.33777E-20  2.17630E-18  2.4E-03
   6.00000E+03  7.31508E-19  1.89141E-20  4.61072E-20  1.82900E-18  3.3E-03
   7.00000E+03  6.27220E-19  1.43429E-20  3.51913E-20  1.57878E-18  3.1E-03
   8.00000E+03  5.49315E-19  1.12803E-20  2.78265E-20  1.38989E-18  4.7E-03
   9.00000E+03  4.88913E-19  9.12323E-21  2.26088E-20  1.24223E-18  3.5E-03
   1.00000E+04  4.40714E-19  7.54375E-21  1.87691E-20  1.12361E-18  4.4E-03
   1.25000E+04  3.50634E-19  5.03976E-21  1.26406E-20  9.08977E-19  2.2E-05
   1.50000E+04  2.94160E-19  3.62346E-21  9.14570E-21  7.65056E-19  3.4E-05
   1.75000E+04  2.53851E-19  2.74095E-21  6.95388E-21  6.61831E-19  3.1E-05
   2.00000E+04  2.23637E-19  2.15220E-21  5.48390E-21  5.84172E-19  1.5E-06
   2.50000E+04  1.81364E-19  1.43704E-21  3.68750E-21  4.75093E-19  1.6E-06
   3.00000E+04  1.53203E-19  1.03358E-21  2.66706E-21  4.02139E-19  2.5E-06
   3.50000E+04  1.33100E-19  7.82638E-22  2.02894E-21  3.49913E-19  2.0E-06
   4.00000E+04  1.18032E-19  6.15415E-22  1.60178E-21  3.10681E-19  2.4E-06
   4.50000E+04  1.06318E-19  4.98096E-22  1.30096E-21  2.80132E-19  2.7E-06
   5.00000E+04  9.69526E-20  4.12439E-22  1.08058E-21  2.55672E-19  2.9E-06
   6.00000E+04  8.29154E-20  2.97926E-22  7.84749E-22  2.18950E-19  2.9E-06
   7.00000E+04  7.29007E-20  2.26646E-22  5.99701E-22  1.92713E-19  3.8E-06
   8.00000E+04  6.53991E-20  1.79081E-22  4.75709E-22  1.73022E-19  3.3E-06
   9.00000E+04  5.95725E-20  1.45654E-22  3.88258E-22  1.57731E-19  3.7E-06
   1.00000E+05  5.49180E-20  1.21200E-22  3.24077E-22  1.45486E-19  3.9E-06
   1.25000E+05  4.65622E-20  8.24117E-23  2.21820E-22  1.23502E-19  1.1E-07
   1.50000E+05  4.10164E-20  6.03743E-23  1.63383E-22  1.08889E-19  4.8E-07
   1.75000E+05  3.70748E-20  4.65512E-23  1.26548E-22  9.84954E-20  1.0E-07
   2.00000E+05  3.41345E-20  3.72531E-23  1.01666E-22  9.07375E-20  1.2E-07
   2.50000E+05  3.00532E-20  2.58051E-23  7.08753E-23  7.99630E-20  1.0E-07
   3.00000E+05  2.73673E-20  1.92099E-23  5.30283E-23  7.28698E-20  2.3E-05
   3.50000E+05  2.54754E-20  1.50169E-23  4.16242E-23  6.78716E-20  2.7E-05
   4.00000E+05  2.40771E-20  1.21599E-23  3.38200E-23  6.41806E-20  1.9E-05
   4.50000E+05  2.30061E-20  1.01106E-23  2.82014E-23  6.13537E-20  3.7E-05
   5.00000E+05  2.21626E-20  8.58150E-24  2.39953E-23  5.91280E-20  1.1E-04
   6.00000E+05  2.09265E-20  6.47463E-24  1.81765E-23  5.58683E-20  6.2E-04
   7.00000E+05  2.00720E-20  5.10977E-24  1.43894E-23  5.36146E-20  2.5E-03
   8.00000E+05  1.94517E-20  4.16481E-24  1.17575E-23  5.19740E-20  7.5E-03
   9.00000E+05  1.89847E-20  3.47786E-24  9.83815E-24  5.07277E-20  1.9E-02
   1.00000E+06  1.86229E-20  2.95949E-24  8.38599E-24  4.97457E-20  4.1E-02
   1.25000E+06  1.79884E-20  2.09968E-24  5.96878E-24  0.00000E+00  8.6E-04
   1.50000E+06  1.76052E-20  1.58254E-24  4.50919E-24  0.00000E+00  9.1E-04
   1.75000E+06  1.73506E-20  1.24320E-24  3.54858E-24  0.00000E+00  9.4E-04
   2.00000E+06  1.71723E-20  1.00664E-24  2.87741E-24  0.00000E+00  9.7E-04
   2.50000E+06  1.69420E-20  7.04150E-25  2.01706E-24  0.00000E+00  5.8E-04
   3.00000E+06  1.68089E-20  5.23369E-25  1.50155E-24  0.00000E+00  6.0E-04
   3.50000E+06  1.67268E-20  4.05884E-25  1.16591E-24  0.00000E+00  6.1E-04
   4.00000E+06  1.66677E-20  3.24838E-25  9.34033E-25  0.00000E+00  6.2E-04
   4.50000E+06  1.66324E-20  2.66404E-25  7.66655E-25  0.00000E+00  6.3E-04
   5.00000E+06  1.66029E-20  2.22760E-25  6.41517E-25  0.00000E+00  6.3E-04
   6.00000E+06  1.65674E-20  1.62940E-25  4.69802E-25  0.00000E+00  6.4E-04
   7.00000E+06  1.65484E-20  1.24723E-25  3.59955E-25  0.00000E+00  6.5E-04
   8.00000E+06  1.65318E-20  9.87343E-26  2.85180E-25  0.00000E+00  6.6E-04
