    50.00        973.5    
    64.33        984.2    
    82.76        979.5    
    106.5        987.3    
    137.0        982.2    
    176.2        989.1    
    226.7        1007.    
    291.7        993.7    
    375.3        1001.    
    482.8        1015.    
    621.2        1011.    
    799.2        1009.    
    1028.        1029.    
    1323.        1030.    
    1702.        1038.    
    2189.        1027.    
    2817.        1044.    
    3624.        1060.    
    4662.        1049.    
    5998.        1054.    
    7717.        1081.    
    9928.        1078.    
   1.2773E+04    1085.    
   1.6433E+04    1088.    
   2.1142E+04    1086.    
   2.7200E+04    1082.    
   3.4994E+04    1104.    
   4.5021E+04    1110.    
   5.7921E+04    1125.    
   7.4518E+04    1117.    
   9.5871E+04    1140.    
   1.2334E+05    1145.    
   1.5868E+05    1159.    
   2.0415E+05    1172.    
   2.6265E+05    1162.    
   3.3791E+05    1168.    
   4.3474E+05    1172.    
   5.5931E+05    1187.    
   7.1958E+05    1205.    
   9.2577E+05    1202.    
   1.1910E+06    1200.    
   1.5323E+06    1216.    
   1.9714E+06    1219.    
   2.5363E+06    1250.    
   3.2630E+06    1256.    
   4.1980E+06    1239.    
   5.4009E+06    1274.    
   6.9485E+06    1283.    
   8.9396E+06    1280.    
   1.1501E+07    1277.    
   1.4797E+07    1298.    
   1.9037E+07    1309.    
   2.4491E+07    1322.    
   3.1509E+07    1328.    
   4.0538E+07    1304.    
   5.2154E+07    1331.    
   6.7098E+07    1331.    
   8.6324E+07    1341.    
   1.1106E+08    1335.    
   1.4288E+08    1344.    
   1.8382E+08    1364.    
   2.3650E+08    1366.    
   3.0426E+08    1380.    
   3.9145E+08    1395.    
   5.0361E+08    1379.    
   6.4792E+08    1379.    
   8.3358E+08    1373.    
   1.0724E+09    1397.    
   1.3797E+09    1402.    
   1.7751E+09    1403.    
   2.2837E+09    1412.    
   2.9381E+09    1408.    
   3.7800E+09    1415.    
   4.8631E+09    1407.    
   6.2566E+09    1429.    
   8.0494E+09    1440.    
   1.0356E+10    1430.    
   1.3323E+10    1455.    
   1.7141E+10    1445.    
   2.2052E+10    1451.    
   2.8371E+10    1423.    
   3.6501E+10    1458.    
   4.6960E+10    1455.    
   6.0416E+10    1455.    
   7.7728E+10    1479.    
   1.0000E+11    1463.    
