1.000E-01 1.668E-03 4.67374 1.000E+00 2.308E-02 1.995E+01
1.259E-01 0.000E+00 0 0.000E+00 2.905E-02 1.995E+01
1.585E-01 0.000E+00 0 0.000E+00 3.657E-02 1.995E+01
1.995E-01 1.672E-03 4.68494 2.000E+00 4.604E-02 1.995E+01
2.512E-01 4.649E-03 13.0265 7.000E+00 5.797E-02 1.995E+01
3.162E-01 2.638E-03 7.39168 5.000E+00 7.298E-02 1.995E+01
3.981E-01 4.609E-03 12.9144 1.100E+01 9.187E-02 1.995E+01
5.012E-01 5.659E-03 15.8565 1.700E+01 1.157E-01 1.995E+01
6.310E-01 5.552E-03 15.5567 2.100E+01 1.456E-01 1.995E+01
7.943E-01 8.191E-03 22.9512 3.900E+01 1.833E-01 1.995E+01
1.000E+00 1.068E-02 29.9254 6.400E+01 2.308E-01 1.995E+01
1.259E+00 1.100E-02 30.822 8.300E+01 2.905E-01 1.995E+01
1.585E+00 1.600E-02 44.832 1.520E+02 3.657E-01 1.995E+01
1.995E+00 1.990E-02 55.7598 2.380E+02 4.604E-01 1.995E+01
2.512E+00 2.291E-02 64.1938 3.450E+02 5.797E-01 1.995E+01
3.162E+00 2.701E-02 75.682 5.120E+02 7.298E-01 1.995E+01
3.981E+00 3.176E-02 88.9915 7.580E+02 9.187E-01 1.995E+01
5.012E+00 3.395E-02 95.1279 1.020E+03 1.157E+00 1.995E+01
6.310E+00 3.696E-02 103.562 1.398E+03 1.456E+00 1.995E+01
7.943E+00 3.818E-02 106.98 1.818E+03 1.833E+00 1.995E+01
1.000E+01 3.959E-02 110.931 2.373E+03 2.308E+00 1.995E+01
1.259E+01 3.643E-02 102.077 2.749E+03 2.905E+00 1.995E+01
1.585E+01 3.194E-02 89.4959 3.034E+03 3.657E+00 1.995E+01
1.995E+01 2.486E-02 69.6577 2.973E+03 4.604E+00 1.995E+01
2.512E+01 1.906E-02 53.4061 2.870E+03 5.797E+00 1.995E+01
3.162E+01 1.218E-02 34.1284 2.309E+03 7.298E+00 1.995E+01
3.981E+01 6.927E-03 19.4095 1.653E+03 9.187E+00 1.995E+01
5.012E+01 3.059E-03 8.57132 9.190E+02 1.157E+01 1.995E+01
6.310E+01 1.073E-03 3.00655 4.060E+02 1.456E+01 1.995E+01
7.943E+01 3.318E-04 0.929704 1.580E+02 1.833E+01 1.995E+01
1.000E+02 6.339E-05 0.177619 3.800E+01 2.308E+01 1.995E+01
1.259E+02 3.975E-06 0.011138 3.000E+00 2.905E+01 1.995E+01
1.585E+02 0.000E+00 0 0.000E+00 3.657E+01 1.995E+01
1.995E+02 0.000E+00 0 0.000E+00 4.604E+01 1.995E+01
2.512E+02 0.000E+00 0 0.000E+00 5.797E+01 1.995E+01
3.162E+02 0.000E+00 0 0.000E+00 7.298E+01 1.995E+01
