1.122E+00 1.869E+00 15832.3 1.513E+04 2.589E-01 7.943E+00
1.413E+00 7.730E-01 6548.08 7.877E+03 3.260E-01 7.943E+00
1.778E+00 3.072E-01 2602.29 3.941E+03 4.104E-01 7.943E+00
2.239E+00 1.298E-01 1099.54 2.097E+03 5.166E-01 7.943E+00
2.818E+00 5.120E-02 433.715 1.041E+03 6.504E-01 7.943E+00
3.548E+00 2.188E-02 185.345 5.600E+02 8.188E-01 7.943E+00
4.467E+00 9.186E-03 77.8146 2.960E+02 1.031E+00 7.943E+00
5.623E+00 3.969E-03 33.6214 1.610E+02 1.298E+00 7.943E+00
7.079E+00 1.586E-03 13.435 8.100E+01 1.634E+00 7.943E+00
8.913E+00 4.977E-04 4.21602 3.200E+01 2.057E+00 7.943E+00
1.122E+01 2.471E-04 2.09318 2.000E+01 2.589E+00 7.943E+00
1.413E+01 1.079E-04 0.914021 1.100E+01 3.260E+00 7.943E+00
1.778E+01 3.898E-05 0.3302 5.000E+00 4.104E+00 7.943E+00
2.239E+01 3.715E-05 0.314698 6.000E+00 5.166E+00 7.943E+00
2.818E+01 0.000E+00 0 0.000E+00 6.504E+00 7.943E+00
3.548E+01 3.907E-06 0.0330962 1.000E+00 8.188E+00 7.943E+00
4.467E+01 0.000E+00 0 0.000E+00 1.031E+01 7.943E+00
5.623E+01 2.465E-06 0.020881 1.000E+00 1.298E+01 7.943E+00
7.079E+01 0.000E+00 0 0.000E+00 1.634E+01 7.943E+00
8.913E+01 0.000E+00 0 0.000E+00 2.057E+01 7.943E+00
1.122E+02 0.000E+00 0 0.000E+00 2.589E+01 7.943E+00
1.413E+02 0.000E+00 0 0.000E+00 3.260E+01 7.943E+00
1.778E+02 0.000E+00 0 0.000E+00 4.104E+01 7.943E+00
2.239E+02 0.000E+00 0 0.000E+00 5.166E+01 7.943E+00
2.818E+02 0.000E+00 0 0.000E+00 6.504E+01 7.943E+00
3.548E+02 0.000E+00 0 0.000E+00 8.188E+01 7.943E+00
4.467E+02 0.000E+00 0 0.000E+00 1.031E+02 7.943E+00
5.623E+02 0.000E+00 0 0.000E+00 1.298E+02 7.943E+00
7.079E+02 0.000E+00 0 0.000E+00 1.634E+02 7.943E+00
8.913E+02 0.000E+00 0 0.000E+00 2.057E+02 7.943E+00
