 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  25,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  6.16195E-16  1.65202E-16  1.73446E-16  5.97288E-16  1.8E-05
   1.25000E+02  5.72417E-16  1.56783E-16  1.46154E-16  5.13958E-16  3.2E-06
   1.50000E+02  5.32276E-16  1.45808E-16  1.24312E-16  4.52429E-16  8.3E-07
   1.75000E+02  4.96512E-16  1.34245E-16  1.07978E-16  4.05063E-16  2.4E-06
   2.00000E+02  4.65139E-16  1.23174E-16  9.59573E-17  3.67377E-16  4.3E-06
   2.50000E+02  4.13685E-16  1.03814E-16  8.01679E-17  3.10996E-16  1.9E-06
   3.00000E+02  3.73896E-16  8.83450E-17  7.04377E-17  2.70621E-16  2.0E-06
   3.50000E+02  3.42385E-16  7.60797E-17  6.36580E-17  2.40155E-16  9.4E-07
   4.00000E+02  3.16796E-16  6.62631E-17  5.84334E-17  2.16279E-16  3.1E-06
   4.50000E+02  2.95530E-16  5.82954E-17  5.41191E-17  1.97030E-16  4.6E-06
   5.00000E+02  2.77518E-16  5.17417E-17  5.04037E-17  1.81152E-16  3.7E-06
   6.00000E+02  2.48532E-16  4.17578E-17  4.42292E-17  1.56311E-16  7.7E-06
   7.00000E+02  2.25925E-16  3.48563E-17  3.95237E-17  1.37321E-16  3.7E-06
   8.00000E+02  2.07887E-16  2.97584E-17  3.57301E-17  1.22412E-16  6.5E-06
   9.00000E+02  1.93421E-16  2.58230E-17  3.25493E-17  1.10428E-16  9.2E-04
   1.00000E+03  1.81447E-16  2.26942E-17  2.98252E-17  1.00596E-16  1.5E-03
   1.25000E+03  1.58582E-16  1.71267E-17  2.44459E-17  8.23349E-17  1.1E-03
   1.50000E+03  1.41993E-16  1.34976E-17  2.04854E-17  6.97413E-17  1.8E-03
   1.75000E+03  1.29203E-16  1.09746E-17  1.74701E-17  6.05280E-17  2.7E-03
   2.00000E+03  1.18937E-16  9.13701E-18  1.51139E-17  5.34924E-17  2.4E-03
   2.50000E+03  1.03300E-16  6.67452E-18  1.17041E-17  4.34498E-17  2.4E-03
   3.00000E+03  9.18085E-17  5.12877E-18  9.38623E-18  3.66208E-17  2.9E-03
   3.50000E+03  8.29195E-17  4.08584E-18  7.72818E-18  3.16722E-17  2.8E-03
   4.00000E+03  7.57964E-17  3.34514E-18  6.49635E-18  2.79174E-17  8.8E-03
   4.50000E+03  6.99376E-17  2.79939E-18  5.55484E-18  2.49672E-17  6.8E-03
   5.00000E+03  6.50155E-17  2.38378E-18  4.81604E-18  2.25878E-17  9.8E-03
   6.00000E+03  5.71678E-17  1.79913E-18  3.74019E-18  1.89864E-17  7.9E-03
   7.00000E+03  5.11542E-17  1.41349E-18  3.00340E-18  1.63899E-17  9.9E-03
   8.00000E+03  4.63762E-17  1.14409E-18  2.47359E-18  1.44291E-17  1.0E-02
   9.00000E+03  4.24759E-17  9.47625E-19  2.07820E-18  1.28959E-17  7.6E-03
   1.00000E+04  3.92244E-17  7.99481E-19  1.77435E-18  1.16641E-17  1.2E-02
   1.25000E+04  3.27443E-17  5.55342E-19  1.26114E-18  9.43486E-18  4.3E-07
   1.50000E+04  2.84108E-17  4.10691E-19  9.48360E-19  7.93993E-18  5.2E-07
   1.75000E+04  2.51499E-17  3.17413E-19  7.42441E-19  6.86773E-18  5.4E-07
   2.00000E+04  2.26031E-17  2.53503E-19  5.99090E-19  6.06109E-18  7.2E-07
   2.50000E+04  1.88755E-17  1.73608E-19  4.16766E-19  4.92814E-18  1.0E-07
   3.00000E+04  1.62746E-17  1.27163E-19  3.08827E-19  4.17039E-18  1.2E-07
   3.50000E+04  1.43548E-17  9.76363E-20  2.39281E-19  3.62786E-18  4.0E-07
   4.00000E+04  1.28787E-17  7.76252E-20  1.91654E-19  3.22038E-18  1.0E-06
   4.50000E+04  1.17082E-17  6.33953E-20  1.57500E-19  2.90338E-18  1.0E-07
   5.00000E+04  1.07572E-17  5.28900E-20  1.32108E-19  2.64943E-18  1.0E-07
   6.00000E+04  9.30541E-18  3.86660E-20  9.74414E-20  2.26822E-18  1.0E-07
   7.00000E+04  8.24958E-18  2.96874E-20  7.53538E-20  1.99585E-18  3.2E-06
   8.00000E+04  7.44732E-18  2.36310E-20  6.03434E-20  1.79158E-18  3.2E-06
   9.00000E+04  6.81724E-18  1.93377E-20  4.96362E-20  1.63278E-18  2.1E-06
   1.00000E+05  6.30944E-18  1.61743E-20  4.17049E-20  1.50583E-18  2.9E-06
