 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   5,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  3.39832E-16  6.54250E-17  9.06609E-17  3.31403E-16  1.6E-06
   1.25000E+02  2.92020E-16  4.99786E-17  7.41359E-17  2.87288E-16  8.3E-06
   1.50000E+02  2.57892E-16  4.00313E-17  6.24810E-17  2.53014E-16  1.2E-05
   1.75000E+02  2.31719E-16  3.30218E-17  5.36453E-17  2.25961E-16  7.0E-06
   2.00000E+02  2.10754E-16  2.78308E-17  4.66919E-17  2.04140E-16  5.1E-05
   2.50000E+02  1.78820E-16  2.06961E-17  3.64679E-17  1.71181E-16  3.1E-05
   3.00000E+02  1.55342E-16  1.60852E-17  2.93758E-17  1.47486E-16  4.5E-06
   3.50000E+02  1.37173E-16  1.29026E-17  2.42241E-17  1.29629E-16  4.9E-06
   4.00000E+02  1.22578E-16  1.06024E-17  2.03433E-17  1.15680E-16  4.0E-05
   4.50000E+02  1.10526E-16  8.88124E-18  1.73413E-17  1.04479E-16  1.0E-05
   5.00000E+02  1.00456E-16  7.55745E-18  1.49729E-17  9.52837E-17  2.4E-05
   6.00000E+02  8.50162E-17  5.68549E-18  1.15335E-17  8.10748E-17  3.7E-05
   7.00000E+02  7.37171E-17  4.44763E-18  9.19153E-18  7.05974E-17  1.5E-05
   8.00000E+02  6.50805E-17  3.58364E-18  7.51874E-18  6.25453E-17  3.1E-05
   9.00000E+02  5.82611E-17  2.95521E-18  6.27888E-18  5.61602E-17  2.7E-05
   1.00000E+03  5.27385E-17  2.48292E-18  5.33221E-18  5.09703E-17  1.2E-05
   1.25000E+03  4.26420E-17  1.70920E-18  3.74872E-18  4.14331E-17  6.8E-03
   1.50000E+03  3.57962E-17  1.25470E-18  2.79525E-18  3.49247E-17  5.2E-03
   1.75000E+03  3.08491E-17  9.63823E-19  2.17349E-18  3.01961E-17  4.7E-03
   2.00000E+03  2.71094E-17  7.66205E-19  1.74462E-18  2.66014E-17  6.1E-03
   2.50000E+03  2.18304E-17  5.21284E-19  1.20435E-18  2.14965E-17  6.9E-03
   3.00000E+03  1.82803E-17  3.79795E-19  8.86955E-19  1.80456E-17  5.2E-03
   3.50000E+03  1.57288E-17  2.90164E-19  6.83401E-19  1.55570E-17  8.7E-03
   4.00000E+03  1.38064E-17  2.29572E-19  5.44461E-19  1.36772E-17  7.0E-03
   4.50000E+03  1.23060E-17  1.86576E-19  4.45091E-19  1.22071E-17  7.2E-03
   5.00000E+03  1.11025E-17  1.54896E-19  3.71385E-19  1.10259E-17  1.7E-02
   6.00000E+03  9.29185E-18  1.12117E-19  2.71070E-19  9.24527E-18  2.0E-02
   7.00000E+03  7.99479E-18  8.52175E-20  2.07420E-19  7.96675E-18  3.2E-02
   8.00000E+03  7.02004E-18  6.71458E-20  1.64347E-19  7.00414E-18  1.8E-02
   9.00000E+03  6.26079E-18  5.43889E-20  1.33757E-19  6.25318E-18  2.3E-02
   1.00000E+04  5.65272E-18  4.50308E-20  1.11202E-19  5.65096E-18  2.2E-02
   1.25000E+04  4.49746E-18  3.01598E-20  7.51057E-20  4.56382E-18  1.6E-06
   1.50000E+04  3.78182E-18  2.17243E-20  5.44558E-20  3.83614E-18  2.0E-06
   1.75000E+04  3.26901E-18  1.64571E-20  4.14746E-20  3.31557E-18  2.3E-06
   2.00000E+04  2.88351E-18  1.29374E-20  3.27524E-20  2.92434E-18  2.3E-06
   2.50000E+04  2.34257E-18  8.65433E-21  2.20711E-20  2.37557E-18  2.1E-06
   3.00000E+04  1.98116E-18  6.23319E-21  1.59898E-20  2.00912E-18  2.9E-06
   3.50000E+04  1.72266E-18  4.72508E-21  1.21802E-20  1.74706E-18  1.0E-07
   4.00000E+04  1.52862E-18  3.71890E-21  9.62646E-21  1.55038E-18  1.0E-07
   4.50000E+04  1.37762E-18  3.01229E-21  7.82586E-21  1.39732E-18  1.6E-07
   5.00000E+04  1.25677E-18  2.49595E-21  6.50548E-21  1.27484E-18  3.5E-07
   6.00000E+04  1.07548E-18  1.80497E-21  4.73090E-21  1.09112E-18  1.0E-07
   7.00000E+04  9.46006E-19  1.37437E-21  3.61931E-21  9.59888E-19  1.0E-07
   8.00000E+04  8.48950E-19  1.08676E-21  2.87365E-21  8.61498E-19  1.0E-07
   9.00000E+04  7.73519E-19  8.84481E-22  2.34723E-21  7.85054E-19  1.0E-07
   1.00000E+05  7.13232E-19  7.36398E-22  1.96058E-21  7.23950E-19  9.9E-06
   1.25000E+05  6.04933E-19  5.01304E-22  1.34385E-21  6.14181E-19  1.3E-05
   1.50000E+05  5.33000E-19  3.67584E-22  9.90905E-22  5.41275E-19  1.1E-05
   1.75000E+05  4.81843E-19  2.83631E-22  7.68193E-22  4.89429E-19  4.6E-05
   2.00000E+05  4.43664E-19  2.27118E-22  6.17617E-22  4.50734E-19  1.5E-04
   2.50000E+05  3.90639E-19  1.57479E-22  4.31080E-22  3.96985E-19  8.7E-04
   3.00000E+05  3.55722E-19  1.17321E-22  3.22830E-22  3.61528E-19  3.4E-03
   3.50000E+05  3.31115E-19  9.17689E-23  2.53592E-22  3.36412E-19  9.8E-03
   4.00000E+05  3.12921E-19  7.43472E-23  2.06173E-22  3.17635E-19  2.4E-02
   4.50000E+05  2.98980E-19  6.18435E-23  1.72008E-22  3.02945E-19  5.0E-02
   5.00000E+05  2.87998E-19  5.25116E-23  1.46425E-22  2.93170E-19  2.7E-05
   6.00000E+05  2.71898E-19  3.96443E-23  1.11002E-22  2.76916E-19  3.1E-05
   7.00000E+05  2.60764E-19  3.13031E-23  8.79283E-23  2.65722E-19  3.2E-07
   8.00000E+05  2.52682E-19  2.55250E-23  7.18821E-23  2.57553E-19  1.1E-07
   9.00000E+05  2.46598E-19  2.13226E-23  6.01739E-23  2.51461E-19  1.3E-07
   1.00000E+06  2.41888E-19  1.81504E-23  5.13118E-23  2.46725E-19  1.8E-07
   1.25000E+06  2.33733E-19  1.29019E-23  3.65966E-23  0.00000E+00  9.6E-05
   1.50000E+06  2.28766E-19  9.72905E-24  2.76636E-23  0.00000E+00  1.0E-04
   1.75000E+06  2.25518E-19  7.64597E-24  2.17808E-23  0.00000E+00  1.0E-04
   2.00000E+06  2.23273E-19  6.19328E-24  1.76686E-23  0.00000E+00  1.1E-04
   2.50000E+06  2.20448E-19  4.33471E-24  1.23940E-23  0.00000E+00  1.1E-04
   3.00000E+06  2.18835E-19  3.22347E-24  9.23184E-24  0.00000E+00  1.2E-04
   3.50000E+06  2.17821E-19  2.50090E-24  7.17166E-24  0.00000E+00  1.2E-04
   4.00000E+06  2.17123E-19  2.00226E-24  5.74778E-24  0.00000E+00  1.2E-04
   4.50000E+06  2.16619E-19  1.64249E-24  4.71917E-24  0.00000E+00  1.2E-04
   5.00000E+06  2.16236E-19  1.37376E-24  3.95006E-24  0.00000E+00  1.2E-04
   6.00000E+06  2.15696E-19  1.00522E-24  2.89402E-24  0.00000E+00  1.2E-04
   7.00000E+06  2.15308E-19  7.69590E-25  2.21789E-24  0.00000E+00  1.2E-04
   8.00000E+06  2.15047E-19  6.09349E-25  1.75759E-24  0.00000E+00  1.3E-04
   9.00000E+06  2.14863E-19  4.95193E-25  1.42937E-24  0.00000E+00  1.3E-04
   1.00000E+07  2.14679E-19  4.10851E-25  1.18669E-24  0.00000E+00  1.3E-04
   1.25000E+07  2.14365E-19  2.75744E-25  7.97536E-25  0.00000E+00  1.3E-04
   1.50000E+07  2.14180E-19  1.98463E-25  5.74658E-25  0.00000E+00  1.3E-04
   1.75000E+07  2.14134E-19  1.49992E-25  4.34732E-25  0.00000E+00  1.3E-04
   2.00000E+07  2.14083E-19  1.17523E-25  3.40924E-25  0.00000E+00  1.3E-04
   2.50000E+07  2.14120E-19  7.79647E-26  2.26526E-25  0.00000E+00  1.3E-04
   3.00000E+07  2.14150E-19  5.56155E-26  1.61824E-25  0.00000E+00  1.3E-04
   3.50000E+07  2.14255E-19  4.17265E-26  1.21578E-25  0.00000E+00  1.3E-04
   4.00000E+07  2.14302E-19  3.24889E-26  9.47886E-26  0.00000E+00  1.3E-04
   4.50000E+07  2.14350E-19  2.60266E-26  7.60333E-26  0.00000E+00  1.3E-04
   5.00000E+07  2.14375E-19  2.13239E-26  6.23746E-26  0.00000E+00  1.3E-04
   6.00000E+07  2.14371E-19  1.50728E-26  4.41991E-26  0.00000E+00  1.3E-04
