1.88839E+00 2.59864E-01 259864 1.13243E+05 1.13243E+05 1.68303E+00 3.52208E-01
2.37734E+00 1.70020E-01 170020 9.32750E+04 9.32750E+04 2.11881E+00 4.65451E-01
2.99289E+00 1.11969E-01 111969 7.73330E+04 7.73330E+04 2.66742E+00 5.58726E-01
3.76783E+00 7.33336E-02 73333.6 6.37630E+04 6.37630E+04 3.35808E+00 6.36059E-01
4.74342E+00 4.79634E-02 47963.4 5.25020E+04 5.25020E+04 4.22757E+00 6.99822E-01
5.97161E+00 3.15685E-02 31568.5 4.35030E+04 4.35030E+04 5.32220E+00 7.52324E-01
7.51781E+00 2.05780E-02 20578 3.57000E+04 3.57000E+04 6.70025E+00 7.95827E-01
9.46436E+00 1.34959E-02 13495.9 2.94760E+04 2.94760E+04 8.43512E+00 8.31527E-01
1.19149E+01 8.82536E-03 8825.36 2.42660E+04 2.42660E+04 1.06192E+01 8.61003E-01
1.50000E+01 5.75355E-03 5753.55 1.99160E+04 1.99160E+04 1.33688E+01 8.85269E-01
1.88839E+01 3.76200E-03 3762 1.63940E+04 1.63940E+04 1.68303E+01 9.05185E-01
2.37734E+01 2.49210E-03 2492.1 1.36720E+04 1.36720E+04 2.11881E+01 9.21579E-01
2.99289E+01 1.63539E-03 1635.39 1.12950E+04 1.12950E+04 2.66742E+01 9.35251E-01
3.76783E+01 1.05935E-03 1059.35 9.21100E+03 9.21100E+03 3.35808E+01 9.46546E-01
4.74342E+01 7.08187E-04 708.187 7.75200E+03 7.75200E+03 4.22758E+01 9.55757E-01
5.97161E+01 4.51797E-04 451.797 6.22600E+03 6.22600E+03 5.32220E+01 9.63509E-01
7.51781E+01 3.06709E-04 306.709 5.32100E+03 5.32100E+03 6.70026E+01 9.69735E-01
9.46436E+01 1.96102E-04 196.102 4.28300E+03 4.28300E+03 8.43512E+01 9.75056E-01
1.19149E+02 1.32966E-04 132.966 3.65600E+03 3.65600E+03 1.06192E+02 9.79339E-01
1.50000E+02 8.54250E-05 85.425 2.95700E+03 2.95700E+03 1.33688E+02 9.82995E-01
1.88839E+02 5.45461E-05 54.5461 2.37700E+03 2.37700E+03 1.68303E+02 9.85952E-01
2.37734E+02 3.46875E-05 34.6875 1.90300E+03 1.90300E+03 2.11881E+02 9.88329E-01
2.99289E+02 2.52945E-05 25.2945 1.74700E+03 1.74700E+03 2.66742E+02 9.90232E-01
3.76783E+02 1.62049E-05 16.2049 1.40900E+03 1.40900E+03 3.35808E+02 9.91979E-01
4.74342E+02 1.03871E-05 10.3871 1.13700E+03 1.13700E+03 4.22758E+02 9.93388E-01
5.97161E+02 6.84299E-06 6.84299 9.43000E+02 9.43000E+02 5.32220E+02 9.94525E-01
7.51781E+02 4.53061E-06 4.53061 7.86000E+02 7.86000E+02 6.70026E+02 9.95468E-01
9.46437E+02 1.71515E-05 17.1515 3.74600E+03 3.74600E+03 8.43512E+02 9.96254E-01
1.19149E+03 0.00000E+00 0 0.00000E+00 0.00000E+00 1.06192E+03 1.00000E+00
