1.88839E+00 2.79633E-01 279633 1.21858E+05 1.21858E+05 1.68303E+00 4.05440E-01
2.37734E+00 1.76773E-01 176773 9.69800E+04 9.69800E+04 2.11881E+00 5.27298E-01
2.99289E+00 1.12005E-01 112005 7.73580E+04 7.73580E+04 2.66742E+00 6.24278E-01
3.76783E+00 7.07252E-02 70725.2 6.14950E+04 6.14950E+04 3.35808E+00 7.01636E-01
4.74342E+00 4.44745E-02 44474.5 4.86830E+04 4.86830E+04 4.22757E+00 7.63131E-01
5.97161E+00 2.81172E-02 28117.2 3.87470E+04 3.87470E+04 5.32220E+00 8.11814E-01
7.51781E+00 1.76936E-02 17693.6 3.06960E+04 3.06960E+04 6.70025E+00 8.50561E-01
9.46436E+00 1.12684E-02 11268.4 2.46110E+04 2.46110E+04 8.43512E+00 8.81257E-01
1.19149E+01 7.01963E-03 7019.63 1.93010E+04 1.93010E+04 1.06192E+01 9.05868E-01
1.50000E+01 4.41397E-03 4413.97 1.52790E+04 1.52790E+04 1.33688E+01 9.25169E-01
1.88839E+01 2.83860E-03 2838.6 1.23700E+04 1.23700E+04 1.68303E+01 9.40448E-01
2.37734E+01 1.75935E-03 1759.35 9.65200E+03 9.65200E+03 2.11881E+01 9.52818E-01
2.99289E+01 1.12848E-03 1128.48 7.79400E+03 7.79400E+03 2.66742E+01 9.62470E-01
3.76783E+01 6.93508E-04 693.508 6.03000E+03 6.03000E+03 3.35808E+01 9.70264E-01
4.74342E+01 4.45266E-04 445.266 4.87400E+03 4.87400E+03 4.22758E+01 9.76294E-01
5.97161E+01 2.80250E-04 280.25 3.86200E+03 3.86200E+03 5.32220E+01 9.81168E-01
7.51781E+01 1.78919E-04 178.919 3.10400E+03 3.10400E+03 6.70026E+01 9.85030E-01
9.46436E+01 1.12771E-04 112.771 2.46300E+03 2.46300E+03 8.43512E+01 9.88134E-01
1.19149E+02 7.12474E-05 71.2474 1.95900E+03 1.95900E+03 1.06192E+02 9.90597E-01
1.50000E+02 4.46336E-05 44.6336 1.54500E+03 1.54500E+03 1.33688E+02 9.92556E-01
1.88839E+02 2.82024E-05 28.2024 1.22900E+03 1.22900E+03 1.68303E+02 9.94101E-01
2.37734E+02 1.62045E-05 16.2045 8.89000E+02 8.89000E+02 2.11881E+02 9.95330E-01
2.99289E+02 1.10618E-05 11.0618 7.64000E+02 7.64000E+02 2.66742E+02 9.96219E-01
3.76783E+02 7.08460E-06 7.0846 6.16000E+02 6.16000E+02 3.35808E+02 9.96983E-01
4.74342E+02 4.65912E-06 4.65912 5.10000E+02 5.10000E+02 4.22758E+02 9.97599E-01
5.97161E+02 2.83008E-06 2.83008 3.90000E+02 3.90000E+02 5.32220E+02 9.98109E-01
7.51781E+02 1.67737E-06 1.67737 2.91000E+02 2.91000E+02 6.70026E+02 9.98499E-01
9.46437E+02 5.54012E-06 5.54012 1.21000E+03 1.21000E+03 8.43512E+02 9.98790E-01
1.19149E+03 0.00000E+00 0 0.00000E+00 0.00000E+00 1.06192E+03 1.00000E+00
