 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  80,   projectile: positron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  2.84827E-16  5.90219E-17  8.89853E-17  5.44482E-16  5.3E-05
   1.25000E+02  2.77090E-16  5.43373E-17  8.45469E-17  4.74964E-16  8.8E-06
   1.50000E+02  2.71676E-16  5.10127E-17  8.09280E-17  4.22995E-16  1.5E-05
   1.75000E+02  2.66762E-16  4.80864E-17  7.74592E-17  3.82380E-16  1.0E-05
   2.00000E+02  2.62226E-16  4.54700E-17  7.41844E-17  3.49694E-16  3.6E-06
   2.50000E+02  2.54146E-16  4.10647E-17  6.83854E-17  2.99922E-16  2.9E-06
   3.00000E+02  2.47039E-16  3.74768E-17  6.34366E-17  2.63602E-16  1.2E-05
   3.50000E+02  2.40723E-16  3.45107E-17  5.92190E-17  2.35705E-16  1.5E-05
   4.00000E+02  2.34998E-16  3.20005E-17  5.55596E-17  2.13545E-16  8.7E-06
   4.50000E+02  2.29787E-16  2.98568E-17  5.23694E-17  1.95436E-16  2.5E-06
   5.00000E+02  2.24983E-16  2.79920E-17  4.95451E-17  1.80339E-16  7.6E-06
   6.00000E+02  2.16519E-16  2.49589E-17  4.48434E-17  1.56425E-16  1.6E-05
   7.00000E+02  2.09167E-16  2.25696E-17  4.10378E-17  1.38295E-16  9.0E-06
   8.00000E+02  2.02653E-16  2.06308E-17  3.78772E-17  1.24035E-16  2.3E-05
   9.00000E+02  1.96830E-16  1.90382E-17  3.52230E-17  1.12481E-16  2.5E-05
   1.00000E+03  1.91518E-16  1.76873E-17  3.29329E-17  1.02943E-16  1.4E-05
   1.25000E+03  1.79963E-16  1.50543E-17  2.83642E-17  8.50518E-17  2.0E-03
   1.50000E+03  1.70246E-16  1.31217E-17  2.49288E-17  7.25676E-17  1.7E-03
