 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   6,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  3.10011E-16  8.26684E-17  9.77089E-17  3.31431E-16  4.7E-06
   1.25000E+02  2.64570E-16  6.15808E-17  8.01608E-17  2.91730E-16  1.9E-06
   1.50000E+02  2.32773E-16  4.83674E-17  6.75914E-17  2.60322E-16  6.8E-06
   1.75000E+02  2.09733E-16  3.98072E-17  5.86644E-17  2.34042E-16  9.1E-06
   2.00000E+02  1.91760E-16  3.36716E-17  5.17584E-17  2.12310E-16  6.3E-06
   2.50000E+02  1.64801E-16  2.53566E-17  4.15404E-17  1.78907E-16  1.3E-05
   3.00000E+02  1.45047E-16  1.99734E-17  3.42721E-17  1.54590E-16  6.5E-06
   3.50000E+02  1.29672E-16  1.62182E-17  2.88402E-17  1.36136E-16  1.7E-05
   4.00000E+02  1.17202E-16  1.34725E-17  2.46383E-17  1.21657E-16  2.0E-05
   4.50000E+02  1.06791E-16  1.13904E-17  2.13034E-17  1.09994E-16  1.2E-05
   5.00000E+02  9.80682E-17  9.77300E-18  1.86196E-17  1.00397E-16  4.3E-06
   6.00000E+02  8.44237E-17  7.45205E-18  1.46230E-17  8.55292E-17  2.5E-05
   7.00000E+02  7.41948E-17  5.89106E-18  1.18251E-17  7.45394E-17  3.5E-05
   8.00000E+02  6.62173E-17  4.78639E-18  9.78352E-18  6.60797E-17  1.9E-05
   9.00000E+02  5.98107E-17  3.97368E-18  8.24445E-18  5.93631E-17  4.2E-05
   1.00000E+03  5.45474E-17  3.35709E-18  7.05326E-18  5.38990E-17  4.8E-05
   1.25000E+03  4.47365E-17  2.33459E-18  5.02615E-18  4.38474E-17  2.5E-03
   1.50000E+03  3.79348E-17  1.72561E-18  3.78232E-18  3.69808E-17  3.6E-03
   1.75000E+03  3.29383E-17  1.33204E-18  2.96051E-18  3.19885E-17  3.0E-03
   2.00000E+03  2.91114E-17  1.06216E-18  2.38721E-18  2.81933E-17  3.0E-03
   2.50000E+03  2.36342E-17  7.24843E-19  1.65699E-18  2.28016E-17  2.0E-03
   3.00000E+03  1.99045E-17  5.29297E-19  1.22492E-18  1.91515E-17  4.0E-03
   3.50000E+03  1.71996E-17  4.05136E-19  9.46507E-19  1.65163E-17  3.3E-03
   4.00000E+03  1.51474E-17  3.21024E-19  7.55764E-19  1.45243E-17  2.8E-03
   4.50000E+03  1.35369E-17  2.61230E-19  6.18938E-19  1.29656E-17  1.1E-02
   5.00000E+03  1.22392E-17  2.17103E-19  5.17207E-19  1.17127E-17  1.2E-02
   6.00000E+03  1.02770E-17  1.57407E-19  3.78368E-19  9.82313E-18  7.1E-03
   7.00000E+03  8.86384E-18  1.19792E-19  2.90016E-19  8.46582E-18  6.2E-03
   8.00000E+03  7.79750E-18  9.44822E-20  2.30095E-19  7.44357E-18  1.2E-02
   9.00000E+03  6.96430E-18  7.65933E-20  1.87468E-19  6.64591E-18  6.8E-03
   1.00000E+04  6.29535E-18  6.34569E-20  1.55991E-19  6.00613E-18  9.6E-03
   1.25000E+04  5.03843E-18  4.25559E-20  1.05536E-19  4.85066E-18  2.8E-06
   1.50000E+04  4.24096E-18  3.06815E-20  7.66111E-20  4.07770E-18  3.2E-06
   1.75000E+04  3.66852E-18  2.32589E-20  5.84021E-20  3.52423E-18  5.0E-06
   2.00000E+04  3.23766E-18  1.82948E-20  4.61538E-20  3.10830E-18  4.4E-06
   2.50000E+04  2.63226E-18  1.22486E-20  3.11368E-20  2.52495E-18  6.4E-06
   3.00000E+04  2.22727E-18  8.82753E-21  2.25763E-20  2.13536E-18  5.4E-06
   3.50000E+04  1.93735E-18  6.69509E-21  1.72087E-20  1.85675E-18  7.9E-06
   4.00000E+04  1.71957E-18  5.27156E-21  1.36079E-20  1.64763E-18  7.6E-06
   4.50000E+04  1.55002E-18  4.27141E-21  1.10676E-20  1.48491E-18  1.0E-07
   5.00000E+04  1.41428E-18  3.54028E-21  9.20377E-21  1.35468E-18  1.0E-07
