 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  46,   projectile: positron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  2.36546E-16  5.19881E-17  7.80707E-17  4.90728E-16  3.3E-07
   1.25000E+02  2.25961E-16  4.79199E-17  7.41901E-17  4.26327E-16  1.4E-05
   1.50000E+02  2.19045E-16  4.47343E-17  7.07232E-17  3.78781E-16  1.3E-05
   1.75000E+02  2.13470E-16  4.19220E-17  6.74311E-17  3.41960E-16  5.0E-06
   2.00000E+02  2.08735E-16  3.94483E-17  6.43903E-17  3.12423E-16  3.0E-05
   2.50000E+02  2.00809E-16  3.52770E-17  5.90148E-17  2.67707E-16  9.6E-06
   3.00000E+02  1.94238E-16  3.18999E-17  5.44668E-17  2.35176E-16  1.7E-05
   3.50000E+02  1.88565E-16  2.90971E-17  5.05710E-17  2.10283E-16  1.1E-05
   4.00000E+02  1.83582E-16  2.67399E-17  4.72101E-17  1.90498E-16  3.3E-06
   4.50000E+02  1.79145E-16  2.47325E-17  4.42832E-17  1.74325E-16  1.0E-05
   5.00000E+02  1.75153E-16  2.30036E-17  4.17110E-17  1.60814E-16  1.7E-05
   6.00000E+02  1.68249E-16  2.01977E-17  3.74210E-17  1.39393E-16  1.4E-05
   7.00000E+02  1.62464E-16  1.80380E-17  3.40024E-17  1.23058E-16  3.2E-06
   8.00000E+02  1.57468E-16  1.63269E-17  3.12041E-17  1.10143E-16  4.0E-06
   9.00000E+02  1.53008E-16  1.49241E-17  2.88426E-17  9.96789E-17  2.9E-05
   1.00000E+03  1.48934E-16  1.37421E-17  2.68029E-17  9.10373E-17  8.4E-06
   1.25000E+03  1.39941E-16  1.14412E-17  2.26997E-17  7.48774E-17  2.0E-05
   1.50000E+03  1.32220E-16  9.76354E-18  1.95986E-17  6.36570E-17  3.7E-03
   1.75000E+03  1.25480E-16  8.48896E-18  1.71855E-17  5.54098E-17  2.4E-03
   2.00000E+03  1.19532E-16  7.48903E-18  1.52628E-17  4.90903E-17  2.3E-03
   2.50000E+03  1.09494E-16  6.02355E-18  1.24079E-17  4.00335E-17  3.5E-03
   3.00000E+03  1.01328E-16  5.00245E-18  1.03990E-17  3.38468E-17  3.9E-03
   3.50000E+03  9.45338E-17  4.25133E-18  8.91229E-18  2.93467E-17  1.9E-03
   4.00000E+03  8.87792E-17  3.67724E-18  7.76991E-18  2.59214E-17  2.5E-03
   4.50000E+03  8.38299E-17  3.22505E-18  6.86532E-18  2.32245E-17  1.8E-03
   5.00000E+03  7.95212E-17  2.86150E-18  6.13349E-18  2.10427E-17  1.9E-03
   6.00000E+03  7.23563E-17  2.31442E-18  5.02245E-18  1.77268E-17  8.8E-03
   7.00000E+03  6.66089E-17  1.92503E-18  4.22166E-18  1.53233E-17  5.9E-03
   8.00000E+03  6.18693E-17  1.63502E-18  3.61821E-18  1.35016E-17  7.3E-03
   9.00000E+03  5.78759E-17  1.41137E-18  3.14799E-18  1.20739E-17  7.5E-03
   1.00000E+04  5.44540E-17  1.23431E-18  2.77224E-18  1.09251E-17  6.7E-03
   1.25000E+04  4.79021E-17  9.22120E-19  2.10096E-18  8.84303E-18  5.4E-07
   1.50000E+04  4.27847E-17  7.21150E-19  1.66178E-18  7.44488E-18  6.5E-07
   1.75000E+04  3.87969E-17  5.82835E-19  1.35569E-18  6.44114E-18  6.9E-07
   2.00000E+04  3.55875E-17  4.82890E-19  1.13223E-18  5.68560E-18  6.7E-07
