 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   9,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  2.42612E-16  1.37901E-16  1.02252E-16  8.91103E-17  3.6E-07
   1.25000E+02  2.09356E-16  1.06438E-16  8.75724E-17  8.77198E-17  1.1E-05
   1.50000E+02  1.85232E-16  8.50289E-17  7.72479E-17  8.47885E-17  7.5E-07
   1.75000E+02  1.67043E-16  6.99077E-17  6.92033E-17  8.13335E-17  9.2E-06
   2.00000E+02  1.52764E-16  5.87708E-17  6.25990E-17  7.78228E-17  3.5E-06
   2.50000E+02  1.31522E-16  4.36029E-17  5.21887E-17  7.12807E-17  2.2E-06
   3.00000E+02  1.16284E-16  3.39184E-17  4.43028E-17  6.55550E-17  6.2E-06
   3.50000E+02  1.04680E-16  2.73190E-17  3.81597E-17  6.05870E-17  6.4E-06
   4.00000E+02  9.54159E-17  2.25731E-17  3.32552E-17  5.62661E-17  3.2E-06
   4.50000E+02  8.78945E-17  1.90707E-17  2.93179E-17  5.23565E-17  1.1E-05
   5.00000E+02  8.17891E-17  1.64371E-17  2.61723E-17  4.87901E-17  2.2E-05
   6.00000E+02  7.22928E-17  1.27222E-17  2.14028E-17  4.27665E-17  3.1E-06
   7.00000E+02  6.50911E-17  1.02257E-17  1.79306E-17  3.79909E-17  1.3E-05
   8.00000E+02  5.93542E-17  8.43931E-18  1.52883E-17  3.41536E-17  2.2E-05
   9.00000E+02  5.46375E-17  7.10651E-18  1.32176E-17  3.10147E-17  4.6E-06
   1.00000E+03  5.06693E-17  6.08045E-18  1.15585E-17  2.84042E-17  9.1E-06
   1.25000E+03  4.29915E-17  4.33907E-18  8.59595E-18  2.34741E-17  6.1E-04
   1.50000E+03  3.74063E-17  3.27034E-18  6.67133E-18  2.00134E-17  4.6E-04
   1.75000E+03  3.31390E-17  2.56266E-18  5.34445E-18  1.74506E-17  9.3E-04
   2.00000E+03  2.97638E-17  2.06782E-18  4.38811E-18  1.54761E-17  5.4E-04
   2.50000E+03  2.47526E-17  1.43574E-18  3.12665E-18  1.26315E-17  6.2E-04
   3.00000E+03  2.12037E-17  1.06011E-18  2.35198E-18  1.06796E-17  1.0E-03
   3.50000E+03  1.85555E-17  8.17658E-19  1.84002E-18  9.25620E-18  7.9E-04
   4.00000E+03  1.65027E-17  6.51559E-19  1.48289E-18  8.17183E-18  6.3E-04
   4.50000E+03  1.48641E-17  5.32505E-19  1.22321E-18  7.31797E-18  6.5E-04
   5.00000E+03  1.35261E-17  4.44170E-19  1.02822E-18  6.62778E-18  1.6E-03
   6.00000E+03  1.14717E-17  3.23950E-19  7.59199E-19  5.58025E-18  2.0E-03
   7.00000E+03  9.96745E-18  2.47666E-19  5.85959E-19  4.82288E-18  3.3E-03
   8.00000E+03  8.81822E-18  1.96049E-19  4.67404E-19  4.24976E-18  1.8E-03
   9.00000E+03  7.91144E-18  1.59401E-19  3.82464E-19  3.80091E-18  2.2E-03
   1.00000E+04  7.17766E-18  1.32389E-19  3.19386E-19  3.43986E-18  2.1E-03
   1.25000E+04  5.80975E-18  8.92058E-20  2.17548E-19  2.78542E-18  5.3E-06
   1.50000E+04  4.90970E-18  6.45325E-20  1.58679E-19  2.34581E-18  4.2E-07
   1.75000E+04  4.25923E-18  4.90470E-20  1.21402E-19  2.03013E-18  4.5E-07
   2.00000E+04  3.76716E-18  3.86584E-20  9.62160E-20  1.79243E-18  4.4E-07
   2.50000E+04  3.07213E-18  2.59631E-20  6.51908E-20  1.45825E-18  8.1E-07
   3.00000E+04  2.60480E-18  1.87545E-20  4.74169E-20  1.23458E-18  5.5E-07
   3.50000E+04  2.26905E-18  1.42495E-20  3.62318E-20  1.07436E-18  8.7E-07
   4.00000E+04  2.01621E-18  1.12361E-20  2.87074E-20  9.54014E-19  7.9E-07
   4.50000E+04  1.81895E-18  9.11536E-21  2.33868E-20  8.60171E-19  1.0E-06
   5.00000E+04  1.66079E-18  7.56296E-21  1.94758E-20  7.85117E-19  8.5E-07
   6.00000E+04  1.42299E-18  5.48123E-21  1.42048E-20  6.72340E-19  1.1E-06
   7.00000E+04  1.25278E-18  4.18089E-21  1.08925E-20  5.91725E-19  1.2E-06
   8.00000E+04  1.12499E-18  3.31076E-21  8.66508E-21  5.31261E-19  1.3E-06
   9.00000E+04  1.02555E-18  2.69782E-21  7.08928E-21  4.84243E-19  1.0E-07
   1.00000E+05  9.45997E-19  2.24852E-21  5.92982E-21  4.46646E-19  1.0E-07
   1.25000E+05  8.02937E-19  1.53398E-21  4.07607E-21  3.79074E-19  3.6E-07
   1.50000E+05  7.07806E-19  1.12667E-21  3.01216E-21  3.34173E-19  1.0E-07
   1.75000E+05  6.40105E-19  8.70530E-22  2.33932E-21  3.02229E-19  1.0E-07
   2.00000E+05  5.89554E-19  6.97874E-22  1.88359E-21  2.78379E-19  1.0E-07
   2.50000E+05  5.19317E-19  4.84784E-22  1.31785E-21  2.45266E-19  1.5E-07
   3.00000E+05  4.73049E-19  3.61687E-22  9.88774E-22  2.23460E-19  3.7E-06
   3.50000E+05  4.40437E-19  2.83255E-22  7.77906E-22  2.08096E-19  9.9E-06
   4.00000E+05  4.16322E-19  2.29717E-22  6.33268E-22  1.96741E-19  3.9E-05
   4.50000E+05  3.97842E-19  1.91256E-22  5.28931E-22  1.88044E-19  1.2E-04
   5.00000E+05  3.83284E-19  1.62519E-22  4.50688E-22  1.81193E-19  3.2E-04
   6.00000E+05  3.61940E-19  1.22859E-22  3.42220E-22  1.71144E-19  1.6E-03
   7.00000E+05  3.47176E-19  9.71159E-23  2.71448E-22  1.64162E-19  5.5E-03
   8.00000E+05  3.36456E-19  7.92636E-23  2.22163E-22  1.59028E-19  1.5E-02
   9.00000E+05  3.28381E-19  6.62669E-23  1.86157E-22  1.55052E-19  3.5E-02
   1.00000E+06  3.22122E-19  5.64479E-23  1.58875E-22  1.52547E-19  1.4E-05
   1.25000E+06  3.11277E-19  4.02126E-23  1.13591E-22  0.00000E+00  5.3E-05
   1.50000E+06  3.04626E-19  3.03574E-23  8.59780E-23  0.00000E+00  5.6E-05
   1.75000E+06  3.00201E-19  2.38792E-23  6.77667E-23  0.00000E+00  5.8E-05
   2.00000E+06  2.97095E-19  1.93567E-23  5.50204E-23  0.00000E+00  6.0E-05
   2.50000E+06  2.93079E-19  1.35637E-23  3.86480E-23  0.00000E+00  6.2E-05
   3.00000E+06  2.90797E-19  1.00955E-23  2.88177E-23  0.00000E+00  6.4E-05
   3.50000E+06  2.89365E-19  7.83803E-24  2.24053E-23  0.00000E+00  6.6E-05
   4.00000E+06  2.88356E-19  6.27888E-24  1.79691E-23  0.00000E+00  6.7E-05
   4.50000E+06  2.87705E-19  5.15331E-24  1.47623E-23  0.00000E+00  6.8E-05
   5.00000E+06  2.87210E-19  4.31211E-24  1.23629E-23  0.00000E+00  6.8E-05
   6.00000E+06  2.86614E-19  3.15774E-24  9.06590E-24  0.00000E+00  7.0E-05
   7.00000E+06  2.86259E-19  2.41917E-24  6.95331E-24  0.00000E+00  7.0E-05
   8.00000E+06  2.86021E-19  1.91655E-24  5.51391E-24  0.00000E+00  7.1E-05
   9.00000E+06  2.85868E-19  1.55826E-24  4.48681E-24  0.00000E+00  7.2E-05
   1.00000E+07  2.85705E-19  1.29340E-24  3.72691E-24  0.00000E+00  7.2E-05
   1.25000E+07  2.85436E-19  8.68767E-25  2.50719E-24  0.00000E+00  7.3E-05
   1.50000E+07  2.85228E-19  6.25600E-25  1.80775E-24  0.00000E+00  7.3E-05
   1.75000E+07  2.85076E-19  4.72946E-25  1.36817E-24  0.00000E+00  7.4E-05
   2.00000E+07  2.84953E-19  3.70623E-25  1.07326E-24  0.00000E+00  7.4E-05
   2.50000E+07  2.84796E-19  2.45874E-25  7.13334E-25  0.00000E+00  7.4E-05
   3.00000E+07  2.84665E-19  1.75354E-25  5.09618E-25  0.00000E+00  7.5E-05
   3.50000E+07  2.84646E-19  1.31511E-25  3.82832E-25  0.00000E+00  7.5E-05
   4.00000E+07  2.84605E-19  1.02346E-25  2.98410E-25  0.00000E+00  7.5E-05
   4.50000E+07  2.84653E-19  8.19425E-26  2.39294E-25  0.00000E+00  7.5E-05
   5.00000E+07  2.84665E-19  6.70963E-26  1.96240E-25  0.00000E+00  7.5E-05
   6.00000E+07  2.84777E-19  4.73697E-26  1.38951E-25  0.00000E+00  7.5E-05
   7.00000E+07  2.84882E-19  3.52102E-26  1.03565E-25  0.00000E+00  7.5E-05
   8.00000E+07  2.84937E-19  2.71856E-26  8.01600E-26  0.00000E+00  7.5E-05
   9.00000E+07  2.84986E-19  2.16135E-26  6.38705E-26  0.00000E+00  7.5E-05
   1.00000E+08  2.85002E-19  1.75884E-26  5.20760E-26  0.00000E+00  7.5E-05
   1.25000E+08  2.84997E-19  1.13411E-26  3.37035E-26  0.00000E+00  7.6E-05
   1.50000E+08  2.84860E-19  7.90930E-27  2.35630E-26  0.00000E+00  7.6E-05
   1.75000E+08  2.84846E-19  5.82641E-27  1.73865E-26  0.00000E+00  7.6E-05
   2.00000E+08  2.84780E-19  4.46883E-27  1.33507E-26  0.00000E+00  7.6E-05
   2.50000E+08  2.84653E-19  2.86635E-27  8.57543E-27  0.00000E+00  7.6E-05
   3.00000E+08  2.84540E-19  1.99307E-27  5.96761E-27  0.00000E+00  5.0E-04
   3.50000E+08  2.84521E-19  1.46552E-27  4.39022E-27  0.00000E+00  6.2E-04
   4.00000E+08  2.84559E-19  1.12271E-27  3.36439E-27  0.00000E+00  1.6E-03
   4.50000E+08  2.84571E-19  8.87482E-28  2.66010E-27  0.00000E+00  1.9E-03
   5.00000E+08  2.84606E-19  7.19121E-28  2.15582E-27  0.00000E+00  1.0E+00
   6.00000E+08  2.84693E-19  4.99681E-28  1.49829E-27  0.00000E+00  1.0E+00
   7.00000E+08  2.84724E-19  3.67284E-28  1.10145E-27  0.00000E+00  1.0E+00
   8.00000E+08  2.84747E-19  2.81322E-28  8.43727E-28  0.00000E+00  1.0E+00
   9.00000E+08  2.84695E-19  2.22366E-28  6.66949E-28  0.00000E+00  1.0E+00
   1.00000E+09  2.84580E-19  1.80183E-28  5.40452E-28  0.00000E+00  1.0E+00
