1.259E-01 1.052E-02 80.1308 2.000E+00 2.905E-02 1.259E+00 3.162E+00
1.585E-01 4.177E-03 31.8162 1.000E+00 3.657E-02 1.259E+00 3.162E+00
1.995E-01 1.327E-02 101.078 4.000E+00 4.604E-02 1.259E+00 3.162E+00
2.512E-01 2.109E-02 160.643 8.000E+00 5.797E-02 1.259E+00 3.162E+00
3.162E-01 3.559E-02 271.089 1.700E+01 7.298E-02 1.259E+00 3.162E+00
3.981E-01 4.324E-02 329.359 2.600E+01 9.187E-02 1.259E+00 3.162E+00
5.012E-01 3.435E-02 261.644 2.600E+01 1.157E-01 1.259E+00 3.162E+00
6.310E-01 3.568E-02 271.775 3.400E+01 1.456E-01 1.259E+00 3.162E+00
7.943E-01 3.834E-02 292.036 4.600E+01 1.833E-01 1.259E+00 3.162E+00
1.000E+00 6.290E-02 479.109 9.500E+01 2.308E-01 1.259E+00 3.162E+00
1.259E+00 7.678E-02 584.833 1.460E+02 2.905E-01 1.259E+00 3.162E+00
1.585E+00 7.770E-02 591.841 1.860E+02 3.657E-01 1.259E+00 3.162E+00
1.995E+00 1.082E-01 824.159 3.260E+02 4.604E-01 1.259E+00 3.162E+00
2.512E+00 1.020E-01 776.934 3.870E+02 5.797E-01 1.259E+00 3.162E+00
3.162E+00 1.108E-01 843.964 5.290E+02 7.298E-01 1.259E+00 3.162E+00
3.981E+00 1.074E-01 818.066 6.460E+02 9.187E-01 1.259E+00 3.162E+00
5.012E+00 9.300E-02 708.381 7.040E+02 1.157E+00 1.259E+00 3.162E+00
6.310E+00 8.311E-02 633.049 7.920E+02 1.456E+00 1.259E+00 3.162E+00
7.943E+00 6.135E-02 467.303 7.360E+02 1.833E+00 1.259E+00 3.162E+00
1.000E+01 4.443E-02 338.423 6.710E+02 2.308E+00 1.259E+00 3.162E+00
1.259E+01 2.835E-02 215.942 5.390E+02 2.905E+00 1.259E+00 3.162E+00
1.585E+01 1.462E-02 111.361 3.500E+02 3.657E+00 1.259E+00 3.162E+00
1.995E+01 6.006E-03 45.7477 1.810E+02 4.604E+00 1.259E+00 3.162E+00
2.512E+01 1.634E-03 12.4462 6.200E+01 5.797E+00 1.259E+00 3.162E+00
3.162E+01 5.234E-04 3.98674 2.500E+01 7.298E+00 1.259E+00 3.162E+00
3.981E+01 6.652E-05 0.506683 4.000E+00 9.187E+00 1.259E+00 3.162E+00
5.012E+01 0.000E+00 0 0.000E+00 1.157E+01 1.259E+00 3.162E+00
6.310E+01 0.000E+00 0 0.000E+00 1.456E+01 1.259E+00 3.162E+00
7.943E+01 0.000E+00 0 0.000E+00 1.833E+01 1.259E+00 3.162E+00
1.000E+02 0.000E+00 0 0.000E+00 2.308E+01 1.259E+00 3.162E+00
1.259E+02 0.000E+00 0 0.000E+00 2.905E+01 1.259E+00 3.162E+00
1.585E+02 0.000E+00 0 0.000E+00 3.657E+01 1.259E+00 3.162E+00
1.995E+02 0.000E+00 0 0.000E+00 4.604E+01 1.259E+00 3.162E+00
2.512E+02 0.000E+00 0 0.000E+00 5.797E+01 1.259E+00 3.162E+00
3.162E+02 0.000E+00 0 0.000E+00 7.298E+01 1.259E+00 3.162E+00
