 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   5,   projectile: positron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  1.22725E-16  1.63870E-17  3.15923E-17  4.53420E-16  5.8E-06
   1.25000E+02  1.15176E-16  1.47795E-17  2.95172E-17  3.83220E-16  2.7E-05
   1.50000E+02  1.08926E-16  1.32896E-17  2.71454E-17  3.31869E-16  3.4E-05
   1.75000E+02  1.03502E-16  1.19514E-17  2.48144E-17  2.92734E-16  1.9E-05
   2.00000E+02  9.86382E-17  1.07676E-17  2.26484E-17  2.61933E-16  1.3E-04
   2.50000E+02  9.01597E-17  8.83191E-18  1.89407E-17  2.16541E-16  7.4E-05
   3.00000E+02  8.29812E-17  7.36357E-18  1.60125E-17  1.84682E-16  1.0E-05
   3.50000E+02  7.68390E-17  6.23988E-18  1.37088E-17  1.61069E-16  1.0E-05
   4.00000E+02  7.15370E-17  5.36537E-18  1.18792E-17  1.42857E-16  8.0E-05
   4.50000E+02  6.69203E-17  4.67192E-18  1.04066E-17  1.28376E-16  2.0E-05
   5.00000E+02  6.28690E-17  4.11269E-18  9.20502E-18  1.16582E-16  4.5E-05
   6.00000E+02  5.60969E-17  3.27367E-18  7.38027E-18  9.85237E-17  6.3E-05
   7.00000E+02  5.06644E-17  2.68092E-18  6.07617E-18  8.53392E-17  2.5E-05
   8.00000E+02  4.62099E-17  2.24438E-18  5.10837E-18  7.52852E-17  4.7E-05
   9.00000E+02  4.24907E-17  1.91221E-18  4.36791E-18  6.73618E-17  4.0E-05
   1.00000E+03  3.93371E-17  1.65261E-18  3.78683E-18  6.09555E-17  1.7E-05
   1.25000E+03  3.32127E-17  1.20393E-18  2.77726E-18  4.92647E-17  9.1E-03
   1.50000E+03  2.87668E-17  9.22518E-19  2.14010E-18  4.13509E-17  6.6E-03
   1.75000E+03  2.53885E-17  7.32956E-19  1.70869E-18  3.56363E-17  5.8E-03
   2.00000E+03  2.27320E-17  5.98455E-19  1.40121E-18  3.13152E-17  7.4E-03
   2.50000E+03  1.88178E-17  4.23564E-19  9.99144E-19  2.52136E-17  8.0E-03
   3.00000E+03  1.60689E-17  3.17432E-19  7.53476E-19  2.11114E-17  5.9E-03
   3.50000E+03  1.40301E-17  2.47742E-19  5.91214E-19  1.81642E-17  9.7E-03
   4.00000E+03  1.24569E-17  1.99308E-19  4.77866E-19  1.59445E-17  7.7E-03
   4.50000E+03  1.12056E-17  1.64169E-19  3.95262E-19  1.42126E-17  7.8E-03
   5.00000E+03  1.01863E-17  1.37806E-19  3.33032E-19  1.28237E-17  1.8E-02
   6.00000E+03  8.62546E-18  1.01458E-19  2.46788E-19  1.07347E-17  2.1E-02
   7.00000E+03  7.48607E-18  7.80829E-20  1.90974E-19  9.23853E-18  3.4E-02
   8.00000E+03  6.61752E-18  6.21114E-20  1.52631E-19  8.11417E-18  1.9E-02
   9.00000E+03  5.93341E-18  5.06876E-20  1.25074E-19  7.23837E-18  2.3E-02
   1.00000E+04  5.38059E-18  4.22187E-20  1.04560E-19  6.53692E-18  2.3E-02
   1.25000E+04  4.42644E-18  2.85893E-20  7.13511E-20  5.27251E-18  4.0E-06
   1.50000E+04  3.73107E-18  2.07410E-20  5.20825E-20  4.42823E-18  3.4E-06
   1.75000E+04  3.23074E-18  1.57920E-20  3.98579E-20  3.82459E-18  3.9E-06
   2.00000E+04  2.85350E-18  1.24611E-20  3.15883E-20  3.37149E-18  4.1E-06
   2.50000E+04  2.32248E-18  8.37841E-21  2.13916E-20  2.73674E-18  5.3E-06
   3.00000E+04  1.96662E-18  6.05422E-21  1.55468E-20  2.31330E-18  5.5E-06
   3.50000E+04  1.71155E-18  4.59964E-21  1.18687E-20  2.01074E-18  1.0E-07
   4.00000E+04  1.51979E-18  3.62590E-21  9.39502E-21  1.78380E-18  1.0E-07
   4.50000E+04  1.37038E-18  2.94037E-21  7.64660E-21  1.60723E-18  1.6E-07
   5.00000E+04  1.25070E-18  2.43848E-21  6.36209E-21  1.46602E-18  3.5E-07
   6.00000E+04  1.07097E-18  1.76549E-21  4.63228E-21  1.25434E-18  1.0E-07
   7.00000E+04  9.42476E-19  1.34527E-21  3.54659E-21  1.10319E-18  1.0E-07
   8.00000E+04  8.46079E-19  1.06422E-21  2.81731E-21  9.89922E-19  1.0E-07
   9.00000E+04  7.71115E-19  8.66372E-22  2.30197E-21  9.01915E-19  1.0E-07
   1.00000E+05  7.11175E-19  7.21437E-22  1.92319E-21  8.31594E-19  2.5E-05
   1.25000E+05  6.03437E-19  4.91183E-22  1.31857E-21  7.05309E-19  3.4E-05
   1.50000E+05  5.31832E-19  3.60141E-22  9.72326E-22  6.21454E-19  2.8E-05
   1.75000E+05  4.80888E-19  2.77850E-22  7.53769E-22  5.61830E-19  1.2E-04
   2.00000E+05  4.42857E-19  2.22454E-22  6.05982E-22  5.17350E-19  3.7E-04
   2.50000E+05  3.90022E-19  1.54196E-22  4.22895E-22  4.55507E-19  2.2E-03
   3.00000E+05  3.55222E-19  1.14844E-22  3.16657E-22  4.14620E-19  8.4E-03
   3.50000E+05  3.30692E-19  8.98135E-23  2.48718E-22  3.85474E-19  2.4E-02
   4.00000E+05  3.12555E-19  7.27514E-23  2.02196E-22  3.63386E-19  5.9E-02
   4.50000E+05  2.98656E-19  6.05096E-23  1.68684E-22  3.45666E-19  1.0E+00
   5.00000E+05  2.87706E-19  5.13757E-23  1.43594E-22  3.36243E-19  6.8E-05
