h 1 1 8.1433 -12.792 0.0000 0.00000000 0.00000000 1.00000000
 1 11 sp 8.14330 -12.7924 0.00000 8.14330 -12.7924 92.0000 92.0000 0.00000 0.00000 0.00000
h 2 1 -15.865 -4.6872 0.0000 0.00000000 0.00000000 1.00000000
 1 12 sp -15.8649 -4.68718 0.00000 -15.8649 -4.68718 92.0000 92.0000 0.00000 0.00000 0.00000
h 3 3 -4.9782 -8.1578 0.0000 -0.00000000 0.00000000 1.00000000
 1 11 sp -4.97822 -8.15778 0.00000 -4.97822 -8.15778 40.8000 40.8000 0.00000 0.00000 0.00000
 2 10 Cu -4.97822 -8.15778 40.8000 -4.97822 -8.15778 42.0000 1.20000 10.7280 0.834715 0.834715
 3 11 sp -4.97822 -8.15778 42.0000 -4.97822 -8.15778 92.0000 50.0000 0.00000 0.00000 0.834715
h 4 3 -5.0001 8.3119 0.0000 -0.00000000 0.00000000 1.00000000
  1 11 sp -5.00007 8.31190 0.00000 -5.00007 8.31190 40.8000 40.8000 0.00000 0.00000 0.00000
  2 10 Cu -5.00007 8.31190 40.8000 -5.00007 8.31190 42.0000 1.20000 10.7280 0.834715 0.834715
  3 11 sp -5.00007 8.31190 42.0000 -5.00007 8.31190 92.0000 50.0000 0.00000 0.00000 0.834715
....
