 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  90,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  1.28507E-15  2.49279E-16  2.81030E-16  1.27627E-15  7.5E-07
   1.25000E+02  1.07907E-15  1.99549E-16  2.58943E-16  1.09663E-15  8.4E-07
   1.50000E+02  9.65042E-16  1.61744E-16  2.29344E-16  9.64595E-16  1.8E-06
   1.75000E+02  8.99829E-16  1.36159E-16  2.04612E-16  8.62754E-16  1.1E-06
   2.00000E+02  8.60005E-16  1.19602E-16  1.86706E-16  7.81393E-16  6.0E-06
   2.50000E+02  8.12885E-16  1.02173E-16  1.65021E-16  6.58962E-16  1.2E-06
   3.00000E+02  7.80245E-16  9.45575E-17  1.52123E-16  5.70863E-16  6.5E-06
   3.50000E+02  7.51154E-16  9.05432E-17  1.42017E-16  5.04270E-16  5.0E-07
   4.00000E+02  7.23068E-16  8.77476E-17  1.32799E-16  4.52086E-16  5.4E-07
   4.50000E+02  6.95826E-16  8.52975E-17  1.24052E-16  4.10046E-16  5.7E-06
   5.00000E+02  6.69706E-16  8.28931E-17  1.15776E-16  3.75423E-16  1.6E-06
   6.00000E+02  6.21733E-16  7.79690E-17  1.00890E-16  3.21696E-16  5.0E-07
   7.00000E+02  5.79891E-16  7.29955E-17  8.83912E-17  2.81858E-16  6.8E-07
   8.00000E+02  5.43803E-16  6.81752E-17  7.81190E-17  2.51065E-16  3.6E-06
   9.00000E+02  5.12649E-16  6.36724E-17  6.97056E-17  2.26484E-16  5.4E-07
   1.00000E+03  4.85294E-16  5.95501E-17  6.28392E-17  2.06363E-16  5.6E-07
   1.25000E+03  4.28344E-16  5.07818E-17  5.05049E-17  1.69029E-16  2.2E-06
   1.50000E+03  3.87298E-16  4.38246E-17  4.25068E-17  1.43288E-16  9.1E-04
   1.75000E+03  3.56018E-16  3.82517E-17  3.69711E-17  1.24452E-16  1.4E-03
   2.00000E+03  3.31076E-16  3.37312E-17  3.29089E-17  1.10065E-16  1.3E-03
   2.50000E+03  2.93167E-16  2.69251E-17  2.72653E-17  8.95229E-17  1.6E-03
   3.00000E+03  2.65215E-16  2.21100E-17  2.34218E-17  7.55499E-17  1.3E-03
   3.50000E+03  2.43464E-16  1.85621E-17  2.05565E-17  6.54241E-17  9.6E-04
   4.00000E+03  2.25910E-16  1.58571E-17  1.82959E-17  5.77499E-17  1.7E-03
   4.50000E+03  2.11380E-16  1.37553E-17  1.64652E-17  5.17150E-17  3.8E-03
   5.00000E+03  1.99106E-16  1.20903E-17  1.49536E-17  4.68345E-17  4.9E-03
   6.00000E+03  1.79381E-16  9.62933E-18  1.25874E-17  3.94275E-17  5.8E-03
   7.00000E+03  1.64093E-16  7.90930E-18  1.08127E-17  3.40735E-17  5.7E-03
   8.00000E+03  1.51801E-16  6.64882E-18  9.43163E-18  3.00231E-17  4.1E-03
   9.00000E+03  1.41643E-16  5.69148E-18  8.32806E-18  2.68519E-17  6.2E-03
   1.00000E+04  1.33071E-16  4.94371E-18  7.42792E-18  2.43015E-17  7.2E-03
   1.25000E+04  1.15195E-16  3.64927E-18  5.77604E-18  1.96807E-17  1.6E-07
   1.50000E+04  1.03306E-16  2.83439E-18  4.66304E-18  1.65769E-17  1.0E-07
   1.75000E+04  9.41096E-17  2.28335E-18  3.87094E-18  1.43471E-17  1.0E-07
   2.00000E+04  8.67456E-17  1.89010E-18  3.28279E-18  1.26674E-17  1.0E-07
   2.50000E+04  7.56116E-17  1.37362E-18  2.47611E-18  1.03053E-17  1.8E-07
   3.00000E+04  6.75275E-17  1.05540E-18  1.95591E-18  8.72274E-18  7.2E-07
   3.50000E+04  6.13480E-17  8.43197E-19  1.59708E-18  7.59217E-18  1.0E-07
   4.00000E+04  5.64471E-17  6.93455E-19  1.33707E-18  6.74103E-18  1.0E-07
   4.50000E+04  5.24513E-17  5.83190E-19  1.14146E-18  6.07806E-18  1.3E-06
