 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   7,   projectile: positron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  1.00883E-16  2.26856E-17  3.92728E-17  2.28552E-16  5.1E-07
   1.25000E+02  9.78618E-17  1.97847E-17  3.55315E-17  2.01470E-16  5.9E-06
   1.50000E+02  9.38899E-17  1.73796E-17  3.21376E-17  1.80304E-16  5.5E-06
   1.75000E+02  8.99583E-17  1.54366E-17  2.92333E-17  1.63226E-16  5.5E-05
   2.00000E+02  8.63188E-17  1.38611E-17  2.67655E-17  1.49103E-16  1.4E-05
   2.50000E+02  8.00033E-17  1.14760E-17  2.28355E-17  1.27034E-16  4.7E-06
   3.00000E+02  7.48050E-17  9.77098E-18  1.98723E-17  1.10519E-16  8.9E-06
   3.50000E+02  7.04196E-17  8.48536E-18  1.75410E-17  9.77204E-17  6.0E-06
   4.00000E+02  6.66091E-17  7.46958E-18  1.56412E-17  8.75402E-17  3.1E-05
   4.50000E+02  6.32294E-17  6.64119E-18  1.40563E-17  7.92690E-17  1.7E-05
   5.00000E+02  6.01962E-17  5.95277E-18  1.27139E-17  7.24230E-17  9.6E-06
   6.00000E+02  5.49492E-17  4.87639E-18  1.05691E-17  6.17630E-17  8.1E-06
   7.00000E+02  5.05599E-17  4.07996E-18  8.94517E-18  5.38500E-17  2.7E-05
   8.00000E+02  4.68322E-17  3.47269E-18  7.68399E-18  4.77442E-17  3.1E-05
   9.00000E+02  4.36267E-17  2.99808E-18  6.68408E-18  4.28896E-17  1.7E-05
   1.00000E+03  4.08403E-17  2.61937E-18  5.87656E-18  3.89373E-17  5.1E-05
   1.25000E+03  3.52450E-17  1.94796E-18  4.42307E-18  3.16616E-17  1.3E-05
   1.50000E+03  3.10258E-17  1.51506E-18  3.47013E-18  2.66896E-17  2.7E-03
   1.75000E+03  2.77276E-17  1.21767E-18  2.80787E-18  2.30752E-17  1.8E-03
   2.00000E+03  2.50766E-17  1.00349E-18  2.32678E-18  2.03284E-17  1.8E-03
   2.50000E+03  2.10747E-17  7.20456E-19  1.68521E-18  1.64283E-17  3.0E-03
   3.00000E+03  1.81934E-17  5.45719E-19  1.28533E-18  1.37914E-17  3.4E-03
   3.50000E+03  1.60174E-17  4.29527E-19  1.01746E-18  1.18888E-17  1.7E-03
   4.00000E+03  1.43147E-17  3.47959E-19  8.28293E-19  1.04513E-17  2.3E-03
   4.50000E+03  1.29451E-17  2.88295E-19  6.89218E-19  9.32682E-18  3.7E-03
   5.00000E+03  1.18194E-17  2.43225E-19  5.83688E-19  8.42307E-18  1.8E-03
   6.00000E+03  1.00771E-17  1.80565E-19  4.36166E-19  7.06060E-18  9.5E-03
   7.00000E+03  8.79077E-18  1.39883E-19  3.39760E-19  6.08235E-18  6.3E-03
   8.00000E+03  7.80166E-18  1.11869E-19  2.73008E-19  5.34591E-18  8.1E-03
   9.00000E+03  7.01722E-18  9.17007E-20  2.24722E-19  4.77152E-18  8.4E-03
   1.00000E+04  6.37977E-18  7.66664E-20  1.88576E-19  4.31100E-18  7.6E-03
   1.25000E+04  5.24543E-18  5.22899E-20  1.29624E-19  3.47986E-18  6.8E-07
