 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   8,   projectile: positron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+02  9.18180E-17  2.31396E-17  3.86869E-17  2.06633E-16  2.3E-05
   1.25000E+02  8.91824E-17  2.04049E-17  3.52649E-17  1.82815E-16  1.0E-05
   1.50000E+02  8.57465E-17  1.81073E-17  3.21414E-17  1.64239E-16  3.0E-05
   1.75000E+02  8.23170E-17  1.62135E-17  2.94347E-17  1.49278E-16  3.9E-05
   2.00000E+02  7.91113E-17  1.46493E-17  2.71050E-17  1.36915E-16  2.9E-05
   2.50000E+02  7.34740E-17  1.22266E-17  2.33300E-17  1.17590E-16  5.6E-05
   3.00000E+02  6.87587E-17  1.04455E-17  2.04247E-17  1.03087E-16  3.2E-05
   3.50000E+02  6.47874E-17  9.09217E-18  1.81292E-17  9.17481E-17  6.5E-06
   4.00000E+02  6.13908E-17  8.03225E-18  1.62704E-17  8.26195E-17  8.3E-06
   4.50000E+02  5.84349E-17  7.17874E-18  1.47321E-17  7.51103E-17  5.5E-06
   5.00000E+02  5.58246E-17  6.47666E-18  1.34362E-17  6.88265E-17  2.6E-05
   6.00000E+02  5.13523E-17  5.37971E-18  1.13558E-17  5.89349E-17  1.4E-05
   7.00000E+02  4.76105E-17  4.55912E-18  9.75549E-18  5.15192E-17  2.2E-05
   8.00000E+02  4.44085E-17  3.92343E-18  8.48851E-18  4.57617E-17  1.3E-05
   9.00000E+02  4.16271E-17  3.41844E-18  7.46472E-18  4.11655E-17  2.1E-06
   1.00000E+03  3.91858E-17  3.00993E-18  6.62430E-18  3.74119E-17  8.9E-04
   1.25000E+03  3.42054E-17  2.27139E-18  5.07580E-18  3.04786E-17  1.6E-03
   1.50000E+03  3.03766E-17  1.78487E-18  4.03334E-18  2.57247E-17  1.2E-03
   1.75000E+03  2.73380E-17  1.44565E-18  3.29492E-18  2.22613E-17  9.8E-04
   2.00000E+03  2.48657E-17  1.19866E-18  2.75080E-18  1.96250E-17  1.1E-03
   2.50000E+03  2.10816E-17  8.68470E-19  2.01422E-18  1.58761E-17  1.7E-03
   3.00000E+03  1.83173E-17  6.62237E-19  1.54821E-18  1.33374E-17  7.9E-04
   3.50000E+03  1.62068E-17  5.23907E-19  1.23272E-18  1.15038E-17  1.6E-03
   4.00000E+03  1.45414E-17  4.26166E-19  1.00816E-18  1.01172E-17  1.5E-03
   4.50000E+03  1.31928E-17  3.54295E-19  8.42049E-19  9.03176E-18  2.7E-03
   5.00000E+03  1.20779E-17  2.99759E-19  7.15358E-19  8.15895E-18  3.7E-03
   6.00000E+03  1.03414E-17  2.23562E-19  5.37242E-19  6.84216E-18  4.5E-03
   7.00000E+03  9.05020E-18  1.73813E-19  4.20113E-19  5.89599E-18  4.4E-03
   8.00000E+03  8.05204E-18  1.39407E-19  3.38620E-19  5.18328E-18  3.5E-03
   9.00000E+03  7.25704E-18  1.14549E-19  2.79442E-19  4.62713E-18  4.8E-03
   1.00000E+04  6.60876E-18  9.59631E-20  2.35000E-19  4.18108E-18  2.5E-03
   1.25000E+04  5.44396E-18  6.57092E-20  1.62210E-19  3.37567E-18  8.5E-07
   1.50000E+04  4.61704E-18  4.80550E-20  1.19398E-19  2.83699E-18  8.4E-07
   1.75000E+04  4.01589E-18  3.68103E-20  9.19551E-20  2.45144E-18  1.0E-06
   2.00000E+04  3.55911E-18  2.91836E-20  7.32422E-20  2.16181E-18  1.1E-06
   2.50000E+04  2.91087E-18  1.97579E-20  4.99687E-20  1.75554E-18  1.1E-06
   3.00000E+04  2.47295E-18  1.43459E-20  3.65073E-20  1.48452E-18  1.4E-06
   3.50000E+04  2.15730E-18  1.09380E-20  2.79804E-20  1.29064E-18  1.5E-06
   4.00000E+04  1.91900E-18  8.64616E-21  2.22171E-20  1.14518E-18  1.6E-06
   4.50000E+04  1.73274E-18  7.02682E-21  1.81276E-20  1.03202E-18  1.5E-06
   5.00000E+04  1.58318E-18  5.83781E-21  1.51134E-20  9.41479E-19  1.9E-06
   6.00000E+04  1.35794E-18  4.23829E-21  1.10396E-20  8.05664E-19  2.0E-06
   7.00000E+04  1.19644E-18  3.23603E-21  8.47266E-21  7.08687E-19  1.0E-07
   8.00000E+04  1.07503E-18  2.56397E-21  6.74324E-21  6.36001E-19  1.0E-07
   9.00000E+04  9.80470E-19  2.08990E-21  5.51827E-21  5.79516E-19  1.2E-07
   1.00000E+05  9.04768E-19  1.74206E-21  4.61618E-21  5.34373E-19  2.6E-07
   1.25000E+05  7.68500E-19  1.18833E-21  3.17270E-21  4.53290E-19  1.0E-07
   1.50000E+05  6.77797E-19  8.72471E-22  2.34377E-21  3.99455E-19  1.0E-07
   1.75000E+05  6.13202E-19  6.73807E-22  1.81947E-21  3.61175E-19  1.0E-07
